Gene	exon_phyloP	TSG	OG	NG
SLC2A9	0.682944484848485	0	0	1
ABCC3	1.4647302461538458	0	0	0
GPR135	0.521600875	0	0	1
MED9	0.633886625	0	0	0
TATDN1	1.364716333333334	0	0	0
NDUFB9	1.3139649375	0	0	0
UGT8	1.7118590909090907	0	0	0
NSA2	1.6021842499999999	0	0	0
GFM2	1.5413445384615385	0	0	0
TRUB2	1.1665366000000004	0	0	1
COQ4	0.7759652000000001	0	0	0
ADAMTS14	2.3090166086956514	0	0	0
ZNF519	-0.0040586551724137885	0	0	1
MZT1	1.7533123333333334	0	0	1
ADCK2	1.3818774285714286	0	0	0
C13ORF34	1.483034842105263	0	0	0
FRZB	2.1916439999999997	0	0	0
NLRX1	0.9413082058823529	0	0	0
IDS	0.7022465238095238	0	0	1
PHF21B	1.4527592820512825	0	0	0
GPKOW	1.0764182727272726	0	0	1
PXMP4	1.5265714444444445	0	0	0
SRPX2	1.6034237857142857	0	0	0
ULBP3	-0.451383	0	0	0
DYSF	2.0651335866666667	0	0	0
TAF1C	0.5237404029850743	0	0	0
IGFLR1	0.358706037037037	0	0	1
XRCC4	0.7943797777777779	0	0	0
TMEM167A	1.1897670666666669	0	0	0
ZNF619	0.2552263888888888	0	0	0
PPAPDC1A	1.9395775333333334	0	0	0
OS9	1.4906153278688523	0	0	0
THG1L	1.9630009166666669	0	0	0
DDX49	1.7991683000000005	0	0	0
COPE	1.3418094062499997	0	0	0
PLXNA4	2.5860826190476196	0	0	0
LIPE	1.454920333333333	0	0	1
FASTKD1	1.1762239310344826	0	0	0
PFDN2	2.0198115999999997	0	0	0
NIT1	1.2653905588235297	0	0	0
BIRC3	0.8755832083333334	1	1	0
IGSF3	1.431267588235294	0	0	0
RNF123	2.049092805555556	0	0	0
MTCP1NB	1.1406230000000002	0	0	0
BRCC3	1.5996990333333334	0	0	0
ZNF530	0.01811955555555555	0	0	0
B3GNT8	0.7677409999999999	0	0	0
SH3D20	1.0601052545454548	0	0	0
HRSP12	0.9068559444444442	0	0	0
POP1	1.4218075000000001	0	0	0
RHPN1	1.3128233333333332	0	0	0
TTC25	1.4575135789473685	0	0	0
FGF10	2.0208218000000002	0	0	0
ENOX2	1.559420333333333	0	0	0
HMGN5	0.38402234999999996	0	0	0
GLO1	1.640364875	0	0	0
C2ORF28	0.7100767777777778	0	0	0
SLC5A6	1.0756924814814812	0	0	0
ZNF273	0.11959436	0	0	1
OSBPL10	1.405981565217391	0	0	0
E2F1	1.7859267142857143	0	0	0
SLC2A4	1.4999593999999998	0	0	0
ZNF862	0.5612739411764704	0	0	1
TRAK2	1.831774652173913	0	0	0
STRADB	1.6646520333333332	0	0	0
PPFIA4	1.8262776557377045	0	0	0
SH3BGRL	0.7793292727272728	0	0	0
TRPC6	2.1365511739130434	0	0	1
RASSF10	1.4138003333333333	0	0	0
PLCE1	2.2536727	0	0	0
SPC25	0.6446013076923076	0	0	0
MTRF1	0.9819844545454546	0	0	0
KCNIP2	1.7305854827586205	0	0	0
TMEM160	1.812972	0	0	0
ECHDC2	0.46388057377049174	0	0	1
RARRES1	0.45945730769230764	0	0	0
PDZD7	1.6202911111111111	0	0	0
EOMES	2.269185416666667	0	0	0
TAZ	0.7618975409836065	0	0	0
CPNE7	1.4836621818181819	0	0	0
DPH2	1.000512947368421	0	0	0
C17ORF37	0.8792900909090909	0	0	0
SERPING1	0.628965457142857	0	0	0
MSTO1	1.0508617499999997	0	0	0
EXOC4	1.832582584615385	0	0	0
ZNF138	0.09499888888888891	0	0	1
ZNF773	0.0026898235294117545	0	0	1
ZCRB1	1.6087981875	0	0	0
PPHLN1	0.8016571666666666	0	0	0
ZNF488	-0.031940500000000004	0	0	1
GSDMD	-0.07377948979591836	0	0	0
CLDN7	1.0649424210526315	0	0	0
VPS37D	1.1659755	0	0	0
TREX1	0.7530982352941176	0	0	1
SNAPIN	1.2401609	0	0	0
NDUFC1	0.39026895454545457	0	0	0
ZC3HC1	1.0295822499999998	0	0	1
TRIM21	0.6035251538461538	0	0	0
ZNF429	0.0763608095238095	0	0	1
C15ORF38	1.0211705	0	0	1
EID2B	-0.12022699999999999	0	0	1
FOPNL	0.9591436956521739	0	0	0
STYXL1	0.6580453076923075	0	0	0
MDH2	1.6535141739130437	0	0	0
MRPL41	0.7626925	0	0	0
ZNF678	0.13812284615384615	0	0	0
ABCG2	1.579545090909091	0	0	0
MCAT	1.515198	0	0	0
GUCY1B3	1.596883741935484	0	0	1
SUGP2	0.7109406170212765	0	0	0
ARMC6	0.6497140192307691	0	0	1
HIST1H3I	3.241658	0	0	0
PLEKHA7	1.709857428571428	0	0	0
GALNT14	1.3555120588235299	0	0	0
NEURL2	1.5676777499999999	0	0	1
RNF220	1.9452108863636364	0	0	0
NOC2L	0.9656366333333334	0	0	0
PPP4R1L	1.1343840999999997	0	0	0
RAB22A	1.998495222222222	0	0	0
TNFSF12-TNFSF13	1.1692934545454545	0	0	1
RAB3D	1.5211787142857143	0	0	0
AFAP1L2	1.308131787878788	0	0	0
ACOT13	0.48940162500000006	0	0	0
TDP2	0.9407857647058824	0	0	0
NR2C2AP	0.5642451666666668	0	0	0
MX1	0.45507482000000005	0	0	0
COMT	0.5243794444444445	0	0	0
TXNRD2	0.9960310576923075	0	0	0
RG9MTD3	1.1335763043478264	0	0	0
BZRAP1	1.408897634615384	0	0	0
SIDT1	1.802199599999999	0	0	0
TRAF1	0.8321458181818181	0	0	0
HAUS2	0.8567283636363637	0	0	0
TACR1	1.7837975555555556	0	0	0
LRRC57	1.4224462500000004	0	0	0
DLX5	2.64443225	0	0	0
SLC37A3	1.0089543142857145	0	0	1
ATG13	1.6369764880952384	0	0	0
HARBI1	1.111254142857143	0	0	0
HDX	1.4510042777777779	0	0	1
ELFN2	0.3303368	0	0	0
SLC2A10	0.8763495714285714	0	0	1
SLC44A3	1.0080160606060604	0	0	0
CCDC149	1.3757549230769233	0	0	1
INPP5B	1.607939488372093	0	0	0
MRPL24	1.3446558666666666	0	0	1
TEN1	0.5184698571428572	0	0	0
ACOX1	1.6322678095238103	0	0	0
CTSA	1.4366438999999998	0	0	0
RGS19	0.9026312727272728	0	0	0
DNASE1L1	0.31082400000000004	0	0	0
G0S2	0.41389050000000005	0	0	0
PIGF	0.8401887058823531	0	0	0
CRIPT	1.3606754285714282	0	0	0
GSTZ1	0.518929847826087	0	0	0
POMT2	1.7255856619718308	0	0	0
CPE	2.170791411764706	0	0	1
XRRA1	0.8908732500000002	0	0	0
SPCS2	1.7140305454545457	0	0	0
ACCN2	1.906109931034483	0	0	0
SAR1B	1.4890443437499998	0	0	0
AKR7A2	1.5661032000000004	0	0	0
FAM18B2	0.9628509655172416	0	0	0
PQLC2	0.8971487222222224	0	0	0
COQ3	1.406917583333333	0	0	0
DUSP23	0.8247372000000001	0	0	0
ZYG11A	1.5338019333333333	0	0	0
DCAF17	1.5435898787878792	0	0	1
METTL8	1.300614930232558	0	0	1
HPGD	1.07320528125	0	0	0
LRRC4C	1.324526882352941	0	0	0
CLIC3	1.4328823636363635	0	0	0
ESAM	0.6084277499999999	0	0	1
TAGLN3	1.6309345882352941	0	0	0
TIGD4	0.8165525	0	0	0
ARFIP1	1.2852587500000001	0	0	0
CCNA1	1.1429507857142858	0	0	0
C10ORF76	2.915722548387097	0	0	0
HSD17B7	0.9700158620689655	0	0	0
TMEM26	0.8945125	0	0	0
C9ORF100	0.971065653846154	0	0	0
ABCD1	1.9406587857142858	0	0	0
FBLN7	1.2643730000000002	0	0	1
PTPN3	1.742487891891892	0	0	0
ZNF680	0.09183907692307693	0	0	1
FAM171A2	1.642905125	0	0	0
SLC35A4	0.9824845555555556	0	0	0
APBB3	1.3841784999999986	0	0	0
ZNF577	0.06766023684210527	0	0	0
NGF	1.6452976666666668	0	0	0
ATF3	1.71037185	0	0	0
HIST1H4L	2.708744	0	0	0
SLC37A4	1.0237184250000004	0	0	0
TBC1D25	1.7081098333333333	0	0	0
ZNF738	0.05881749999999999	0	0	0
ZMAT5	0.9439582727272726	0	0	1
VTI1A	2.07768576	0	0	0
ZDHHC6	2.0795826111111118	0	0	0
UQCR10	0.87532675	0	0	0
WT1	2.097680000000001	1	1	0
VARS2	1.5996659672131146	0	0	0
CCDC167	0.95541425	0	0	0
GINS4	1.0903552608695655	0	0	0
GAMT	1.7682239999999996	0	0	0
BTBD2	1.2784856785714285	0	0	0
GREB1L	2.399073285714286	0	0	0
ST6GALNAC4	1.1736125	0	0	0
GTF2E1	1.7307746428571427	0	0	0
RABL3	1.8912065652173913	0	0	0
DIRAS3	0.29425133333333336	0	0	0
ONECUT1	1.6566719000000003	0	0	0
TM6SF1	1.5109286923076926	0	0	0
NFS1	1.2378970769230768	0	0	0
CDH3	1.1078997647058821	0	0	0
C15ORF27	1.4281228571428568	0	0	1
ROMO1	1.7709305999999998	0	0	0
CENPO	0.6021162692307692	0	0	0
PTRHD1	0.49654307692307686	0	0	1
TMEM240	1.810850714285714	0	0	1
ST8SIA6	1.126012090909091	0	0	0
CYB5R2	0.5506584054054052	0	0	0
CXORF40A	-0.05233696296296295	0	0	1
WBSCR27	0.4580431111111111	0	0	0
ZNF695	0.08367593749999998	0	0	0
SNIP1	0.9345052222222223	0	0	0
CACNB2	2.1100974999999997	0	0	0
C3ORF39	0.8939891999999998	0	0	0
NRGN	1.2620654285714288	0	0	0
HOPX	0.19427254166666666	0	0	0
SIPA1L3	1.8457078636363633	0	0	0
WDR87	0.38389318181818183	0	0	1
DSC3	1.1142437619047618	0	0	0
ARMC4	1.022778230769231	0	0	1
C8ORF4	0.78198	0	0	0
BDH2	1.295730870967742	0	0	0
SLC38A5	1.119311162162162	0	0	1
TLR2	0.72886	0	0	0
IARS2	1.9098025312499998	0	0	0
GPD1L	1.9159101499999998	0	0	0
TTC7B	2.365395723404255	0	0	0
NOL8	0.6631065714285717	0	0	1
CENPP	0.6614234545454546	0	0	0
LRTOMT	0.9374355454545454	0	0	0
ZNF283	0.3401408636363636	0	0	1
FRMD3	2.131244260869565	0	0	0
RRN3P1	1.0074940909090908	0	0	0
SCN1B	0.7991452142857144	0	0	1
GPR3	1.3332535	0	0	0
ZNF365	0.6191697727272727	0	0	0
SCN3B	1.0861875333333335	0	0	0
EPB41L1	1.6944271698113207	0	0	0
BIRC5	0.8063814761904763	0	0	0
GPS1	1.649546696969697	0	0	0
GPR89A	1.5650668780487806	0	0	0
LRAT	0.49644885714285714	0	0	0
DNAL4	1.3535797999999999	0	0	0
YPEL1	1.3902162727272727	0	0	0
CALCOCO2	0.6352878059701494	0	0	0
NTN1	2.319451916666667	0	0	0
ZNF268	0.16206034146341464	0	0	0
ARIH2	1.836379376811594	0	0	0
C3ORF71	0.072396	0	0	0
LYAR	1.0286914285714286	0	0	0
ZBTB49	1.4529115882352939	0	0	0
NME7	1.2635853157894739	0	0	0
BLZF1	1.2482014666666668	0	0	0
USP18	0.7723308181818183	0	0	0
SPPL2B	1.126088433962264	0	0	0
LSM7	1.0929329333333333	0	0	0
RTN4RL2	1.1697455714285714	0	0	0
ALAD	1.2643160303030299	0	0	0
ZNF229	0.21085505882352934	0	0	1
ZNF254	0.03178887500000001	0	0	0
DLK2	1.8959045454545456	0	0	0
DSG2	1.0923973529411766	0	0	0
FXC1	0.9264847647058821	0	0	0
ARFIP2	1.9385538461538465	0	0	0
TRAPPC2	0.7891901923076923	0	0	0
OFD1	0.6016995128205128	0	0	0
PTPRS	2.086124684210527	0	0	0
VKORC1L1	1.8682252	0	0	0
C1QL1	1.787754	0	0	0
ECHDC3	1.3405594166666666	0	0	0
ARHGEF25	1.7133454642857147	0	0	0
TSPAN6	1.1957923076923076	0	0	0
CYP27B1	1.3910193000000002	0	0	0
MYCN	1.6898086666666667	0	1	0
NUMA1	1.008908471910113	0	0	0
MUTYH	0.9078693164556968	1	0	0
TOE1	1.5111431578947367	0	0	0
TUBD1	1.323098125	0	0	0
RPS6KB1	2.559294023809524	0	0	0
DPH3	0.7028421111111111	0	0	0
OXNAD1	0.5340820357142858	0	0	0
RAB26	1.1392566538461537	0	0	0
OCIAD2	0.55281912	0	0	0
MATN2	1.2767408474576267	0	0	1
GGTA1	0.8039317222222223	0	0	0
C6ORF162	0.3698877692307692	0	0	0
RADIL	1.110363166666667	0	0	0
NAP1L5	0.424877	0	0	1
DNAJC18	1.3726568235294119	0	0	0
AP1G2	1.2840494591836735	0	0	0
DSC2	1.1410627894736842	0	0	0
CPSF2	2.6234317826086953	0	0	0
NDUFB1	0.45035292307692304	0	0	0
PPM1F	0.7313996799999998	0	0	0
C11ORF10	1.3624457142857143	0	0	0
ATHL1	0.844264025641026	0	0	0
FEN1	1.0662591666666668	1	0	0
JRKL	0.5102146666666667	0	0	0
CCDC82	0.582533642857143	0	0	1
RPAP1	1.31779275	0	0	0
ZNF486	0.070521	0	0	1
PMPCA	1.6383883333333333	0	0	0
RAB3B	2.1523054	0	0	1
SDCCAG3	0.6690113793103446	0	0	0
RECQL5	1.0980458103448278	0	0	0
SAP30BP	1.2486554150943399	0	0	0
FAM125B	1.3313858095238098	0	0	0
XPC	1.2788493437500001	1	0	0
LSM3	1.7574360000000002	0	0	0
DUS2L	1.4380742448979595	0	0	0
ZNF286B	0.4609888125	0	0	0
CHRNE	0.7802797647058825	0	0	0
RAB6B	1.9152617499999998	0	0	0
GRID2	1.995471103448276	0	0	0
ZNF791	0.180389875	0	0	1
ZNF490	0.18355900000000006	0	0	1
PCLO	2.3084566666666655	0	0	1
RFNG	0.7381210625000001	0	0	1
C8ORF82	0.7201133636363636	0	0	0
GRB14	2.051197074074074	0	0	0
SPSB3	0.33627515625	0	0	1
NUBP2	0.7132049523809524	0	0	1
MGMT	0.2460475	1	0	0
RPA2	1.3587177058823532	0	0	0
PAF1	2.1126689642857146	0	0	0
MED29	1.3927707333333335	0	0	0
RAD21L1	1.3404436818181815	0	0	1
APOBEC3F	-0.1494636923076923	0	0	1
KBTBD11	0.1257075	0	0	1
TTLL1	1.6924952777777778	0	0	0
PRIC285	0.9180545161290323	0	0	0
HIST1H3A	3.078056	0	0	0
HIST1H4A	2.912644	0	0	0
DKKL1	0.5673853846153846	0	0	0
NELL2	1.8289321379310342	0	0	0
RP13-104F24.2	1.3995758666666664	0	0	0
GPR172A	0.6844539393939392	0	0	0
FBXL6	0.6883121851851852	0	0	0
PPWD1	2.446676820512821	0	0	0
CENPK	0.43292434883720887	0	0	0
NIPSNAP3B	0.6326400833333333	0	0	1
NKAIN3	1.4145948235294117	0	0	0
HIST1H4D	3.07553	0	0	0
KCNK13	1.1822599999999999	0	0	0
TFPT	0.9366780000000001	0	0	0
PRPF31	2.023763823529412	0	0	0
DDN	1.0389545	0	0	0
ZNF30	0.1644496470588235	0	0	1
ACTA2	2.1706820588235294	0	0	0
ZDHHC4	0.42073276666666665	0	0	1
PRRX2	1.69194625	0	0	0
SUSD5	0.946949	0	0	1
METTL1	1.880945304347826	0	0	0
METTL21B	0.9722072500000002	0	0	1
ZNF682	0.12310927586206896	0	0	1
RELN	2.844012881578947	0	0	0
FAM50A	1.8914715	0	0	0
MYOZ1	1.969298	0	0	0
PGAP2	0.9878270843373491	0	0	0
TTC18	1.3859767441860469	0	0	0
METRN	0.5443175000000001	0	0	1
TCF19	0.6149668333333332	0	0	0
MRPL46	0.9025108461538459	0	0	0
POLR2C	1.8757562083333335	0	0	0
MRPS11	0.7387292222222223	0	0	0
CPNE3	1.7720441739130441	0	0	0
ACAD10	0.7340544722222222	0	0	0
BRAP	2.4812075555555553	0	0	0
PHOSPHO1	1.2043208235294118	0	0	0
ENGASE	0.9925897187499998	0	0	0
KRT8	1.1820670212765954	0	0	0
LIN37	1.2683413793103449	0	0	0
PSENEN	1.2495277777777778	0	0	1
U2AF1L4	0.6594389433962264	0	0	0
PGR	1.9732764705882355	0	0	0
KLHL17	2.5662438421052634	0	0	1
TAF9B	1.8973903	0	0	0
DACH2	1.6261909200000002	0	0	0
ST6GALNAC3	1.4954841428571426	0	0	1
DFFB	0.656805375	0	0	0
CEP104	1.2071173333333334	0	0	0
SPIRE2	1.3784817352941177	0	0	0
GLRB	1.888582652173913	0	0	1
NKX2-6	0.5744116666666667	0	0	0
ICA1	1.4334224599999998	0	0	0
RETSAT	1.2440412258064513	0	0	0
ELMOD3	0.4456960740740741	0	0	0
GPRIN1	0.545341	0	0	1
SH3GLB2	1.5035821891891892	0	0	0
ZNF396	0.28349015384615384	0	0	0
KBTBD4	1.6850308333333335	0	0	0
NDUFS3	1.5732070303030306	0	0	0
ISM1	2.4740446666666664	0	0	0
PRKRA	1.036296	0	0	0
DFNB59	2.0590292352941177	0	0	1
SH3BGRL2	1.35805825	0	0	0
XAF1	0.12894026923076923	0	0	0
TIMM8B	1.1124158750000002	0	0	0
SDHD	0.9683984137931034	1	0	0
EFNB3	1.6418085999999998	0	0	0
NOC4L	1.3286455454545454	0	0	0
DDX51	1.0347476896551724	0	0	0
HOXB8	2.0153589999999997	0	0	0
NFKBIB	0.9982379411764706	0	0	0
SIRT2	0.9396072115384615	0	0	0
MTRR	0.7035002153846156	0	0	0
FASTKD3	0.553989	0	0	1
RAB3IL1	1.5975579000000002	0	0	0
ZNF774	0.5267832142857143	0	0	1
KIAA1244	2.7160802941176474	0	0	1
SLITRK4	0.959195	0	0	0
ZNF43	0.10422248387096775	0	0	0
HIST1H2AJ	2.355586	0	0	1
SV2A	2.2876906	0	0	0
LRRC63	0.5112747857142856	0	0	0
TSPYL3	0.3863459999999999	0	0	0
CSMD3	2.888136573033709	1	0	0
HSD17B7P2	0.8608733500000001	0	0	0
HIST1H2BM	2.550362	0	0	0
KIF24	1.9010212307692311	0	0	0
NUDT2	0.799457	0	0	0
WNT7B	1.2110712727272726	0	0	0
DYNLRB2	0.7586089333333333	0	0	0
TLR3	1.2731957142857144	0	0	0
ZNF717	0.13617805555555557	0	0	0
RSG1	1.735734714285714	0	0	1
RAB2B	2.0924606249999997	0	0	0
TOX4	1.6358704705882354	0	0	0
TMEM106C	0.8511255510204084	0	0	0
CLEC14A	0.587476	0	0	0
HIST1H1A	1.470885	0	0	0
LMF2	1.372576322580645	0	0	0
NCAPH2	1.0849057692307693	0	0	0
ALDH5A1	1.4844014545454547	0	0	0
DCTN2	1.90069140625	0	0	0
PEX3	2.0941541875	0	0	0
ADAT2	1.2322443333333333	0	0	0
EPHA6	1.6060542765957448	0	0	0
SLC9A10	0.5818976388888888	0	0	0
LSM2	1.0826855384615386	0	0	0
PLD6	0.544512	0	0	1
LPIN3	1.8436367037037036	0	0	0
RS1	1.219043	0	0	1
KCTD17	1.8742709523809524	0	0	0
B3GNTL1	0.590345794117647	0	0	0
EIF4E2	1.7141450909090912	0	0	0
TIGD1	0.254436	0	0	1
N4BP3	1.1399628	0	0	0
SFRP2	2.2507373333333334	0	0	0
S100A4	0.6900260909090908	0	0	0
PRSS16	0.42133976190476197	0	0	0
SLC2A12	1.5396217999999997	0	0	1
SEZ6L2	2.106905068965517	0	0	0
CCT6B	1.655777041666667	0	0	0
ZNF830	0.7709316666666667	0	0	0
RNF180	1.1233265833333335	0	0	0
HIST1H2BE	2.493589	0	0	0
MMP28	1.0190585	0	0	0
RAC2	1.52734705	0	0	0
TMEM54	0.7893656250000001	0	0	0
PPP1R9A	1.7895973030303032	0	0	0
NOV	1.3415579999999998	0	0	0
SMPD2	1.3666374285714284	0	0	0
PPIL6	1.1655357391304348	0	0	0
LARP7	1.2945084666666669	0	0	0
C4ORF21	0.8895499999999997	0	0	0
GFM1	1.8133749761904763	0	0	0
MRPL11	1.026011875	0	0	0
CTSD	1.283563761904762	0	0	0
NSMCE2	0.6831033823529413	0	0	0
KIAA0196	2.647310772727273	0	0	0
TTLL5	1.6479128181818183	0	0	0
C14ORF1	1.7859058	0	0	0
SCNN1A	0.8843479193548388	0	0	0
ACOT11	1.6360984400000005	0	0	0
PABPC4L	0.45535950000000003	0	0	0
RBM18	1.8742832500000002	0	0	0
MRRF	0.9069594516129031	0	0	1
PLEKHA4	0.933078815789474	0	0	0
IRF7	0.3685163902439025	0	0	0
PRSS8	0.7878325294117646	0	0	0
PKP1	1.3803419047619048	0	0	0
MSH3	1.66656625	0	0	0
DHFR	1.03738	0	0	0
CPSF7	1.7901551940298506	0	0	0
SDHAF2	0.892644	1	0	0
SGCD	1.5439226315789472	0	0	0
EPDR1	1.0442495454545455	0	0	0
AGBL2	0.9013219000000001	0	0	0
BC150535	0.312994	0	0	0
ZNF501	-0.04533355555555557	0	0	0
CHN2	1.3641524146341464	0	0	0
ZSCAN16	0.48146375	0	0	1
ZDHHC1	1.1365772916666665	0	0	0
C19ORF62	1.0564510212765956	0	0	0
C5ORF4	0.769227925	0	0	0
DCLK1	2.57019228	0	0	0
KBTBD7	1.174872	0	0	0
GSTT1	1.0950325	0	0	0
ZNF434	0.2013411612903226	0	0	0
ZNF174	0.5873446363636362	0	0	0
MIS12	0.41309408333333336	0	0	0
DERL2	1.9638239090909084	0	0	0
IRAK2	0.700691076923077	0	0	0
ACADS	1.5236416666666668	0	0	0
ZNF844	0.10313125	0	0	0
ZNF860	0.0781616	0	0	1
NCALD	1.2145470289855078	0	0	1
TRPM6	1.9388655106382982	0	0	0
CCNE1	1.51533156	0	1	0
OPRL1	0.48451725	0	0	0
QPCT	1.3514716999999998	0	0	0
PPL	1.7269405142857144	0	0	0
TCEA3	1.4184261	0	0	0
CD38	0.2591541764705882	0	0	0
MRPL21	0.7631002083333335	0	0	0
IGHMBP2	1.1821818157894737	0	0	0
TNFSF4	0.32087814285714283	0	0	0
DHX34	1.8085456800000004	0	0	0
ZNF114	-0.00976844	0	0	1
GALK1	1.2742707741935484	0	0	0
CCDC113	0.8473840666666667	0	0	0
BTN3A1	0.059864000000000014	0	0	0
EXOSC1	1.8014517586206897	0	0	0
ZDHHC16	1.763819395833333	0	0	0
ADPRH	0.579338	0	0	0
TMC6	0.7438509705882351	0	0	0
MUT	2.4128235384615384	0	0	0
CENPQ	0.594264	0	0	0
LRP3	1.5508291538461536	0	0	0
ARV1	0.8304719999999999	0	0	0
TTC13	2.4958896666666655	0	0	0
CRISPLD1	1.969782041666667	0	0	1
CNPY4	1.112088	0	0	1
TAF6	1.3748509454545457	0	0	0
ABHD14A	0.9329413846153846	0	0	1
ABHD14B	0.6018421304347829	0	0	0
SLURP1	0.214209	0	0	0
FAM136A	1.2757662857142855	0	0	0
STX8	1.1687224666666671	0	0	0
WDR16	1.4833363999999998	0	0	0
TRIM5	0.07543804651162789	0	0	0
TTC21A	1.275922086956521	0	0	0
GORASP1	0.9743248571428569	0	0	0
ACVR1C	2.0272019166666664	0	0	0
C19ORF63	0.8763079000000001	0	0	0
CHPF	1.8377305000000002	0	0	1
SYNM	0.6432100000000001	0	0	1
HERC5	0.9098574999999999	0	0	0
SLC26A4	1.4810229999999998	0	0	0
EIF3I	2.3669921363636366	0	0	0
FAM107A	0.700894	0	0	0
TMEM234	0.8198574054054054	0	0	0
NKD1	1.5098397857142858	0	0	0
EXOG	0.822292891304348	0	0	1
PROCR	0.62952425	0	0	0
ADRA1B	2.18383	0	0	0
SPATA20	1.3479556944444446	0	0	0
STEAP1	1.284487	0	0	0
TMEM198	1.653324785714286	0	0	1
FAM134B	1.4048956000000001	0	0	0
PLEKHH1	1.7629846093750001	0	0	0
THOC4	1.8332472142857141	0	0	0
ANAPC11	0.5595443658536587	0	0	0
MOCS1	1.5743430322580645	0	0	0
ZNF454	0.412254	0	0	0
LAMA3	1.3858851818181825	0	0	0
SCAI	2.3733252903225814	0	0	0
PLAC9	0.3381479	0	0	1
SOX17	1.322177	0	0	0
NUP62	0.6187633962264153	0	0	0
C6ORF70	0.6349794772727272	0	0	1
TCTE3	0.907124	0	0	0
COL21A1	1.3135482678571433	0	0	0
ZNF660	0.46179844444444446	0	0	1
ADRA2A	1.12939	0	0	0
COL9A2	1.4148482884615383	0	0	0
CDKL2	1.1609355999999997	0	0	0
AP4B1	1.6711805128205128	0	0	0
DCLRE1B	1.2979782857142859	0	0	0
ZFYVE21	0.828696607142857	0	0	0
CBWD2	1.007903882352941	0	0	1
C1QTNF6	0.5016484615384615	0	0	0
ADCK1	1.24675248	0	0	0
GNG4	0.6168131000000001	0	0	0
SH3GL3	1.2368142400000002	0	0	0
ATG4A	1.6983996428571426	0	0	0
PSMD10	1.7618532777777778	0	0	0
ZNHIT2	1.0701523333333334	0	0	0
SDF4	0.700049	0	0	0
TIMM17B	1.374478304347826	0	0	0
ARHGAP33	1.8506032666666663	0	0	1
NEFL	1.96172125	0	0	0
YIPF5	1.7250305333333331	0	0	1
KCTD16	0.9123828333333334	0	0	1
COPZ2	1.4234825925925927	0	0	0
SLC25A45	0.3750913170731708	0	0	0
TMEM229B	0.9041796521739132	0	0	0
PRPF4	2.312012684210526	0	0	0
CDC26	0.6481961428571428	0	0	0
PALMD	1.261399333333333	0	0	0
ZNF221	0.13823123076923075	0	0	1
HPDL	0.895936	0	0	1
MFSD8	1.1196444516129036	0	0	1
C4ORF29	1.7535940357142856	0	0	1
HOXD1	1.0183935	0	0	0
C11ORF45	-0.22712177777777776	0	0	1
CCDC76	1.6117295500000002	0	0	0
SASS6	1.76627705	0	0	0
GLOD4	1.412597581395349	0	0	0
NPL	0.7274714864864865	0	0	0
KIAA1024	1.000627857142857	0	0	1
SRPR	2.2494474814814813	0	0	0
FOXRED1	0.800415612244898	0	0	1
PLA2G4A	2.2430121000000005	0	0	0
TSFM	0.870516153846154	0	0	1
ZNF311	0.385472	0	0	0
THYN1	0.9018266818181814	0	0	0
MRPL13	1.010926705882353	0	0	0
MTBP	1.2903074864864867	0	0	0
ACAD8	0.8566856428571422	0	0	0
GATC	0.7636877777777777	0	0	0
TRIAP1	1.38972925	0	0	0
HDAC9	1.8458251204819274	0	0	0
KDM1B	2.2337627500000004	0	0	0
TPMT	1.0308101111111112	0	0	0
C12ORF53	0.9765840000000001	0	0	0
SEMA4G	1.2999425250000005	0	0	0
ATF5	0.8741476153846155	0	0	0
PUS3	1.15484675	0	0	0
KLHL32	2.05589055	0	0	0
LOC642846	NA	0	0	0
ZNF502	0.16454970000000002	0	0	1
LRRC56	0.7689625714285714	0	0	0
ATOH7	0.657576	0	0	1
GNA14	2.309092888888889	0	0	1
C2CD4A	0.09951099999999999	0	0	1
XRCC3	0.3064035454545455	0	0	0
ZNF554	0.1772666923076923	0	0	1
FN3K	0.7784707999999999	0	0	0
PSMB6	1.7839971538461539	0	0	0
TMEM155	0.18011927777777778	0	0	1
EGFL7	0.6108041904761903	0	0	0
IL12A	0.5554791875	0	0	0
PIK3CD	1.806499871794872	0	0	0
EXOSC5	1.1637089999999999	0	0	0
BCKDHA	2.0392379999999997	0	0	0
MRPL45	1.3351629999999999	0	0	0
PIR	0.9385796470588237	0	0	1
TOP1MT	0.7536012968750003	0	0	0
HERC6	0.9158018461538461	0	0	0
RCN3	1.5828973125	0	0	0
BTN2A2	0.21365561111111112	0	0	0
RASEF	1.9391319473684208	0	0	0
BCL6B	1.5537401052631579	0	0	0
MITD1	1.2186457307692313	0	0	0
MRPL30	0.48427455	0	0	0
TRMT6	1.7933585999999995	0	0	0
MCM8	1.8955050800000004	0	0	0
IMMP1L	1.1633849375	0	0	0
ELP4	1.6470182631578947	0	0	0
FOXD3	1.889006	0	0	0
TMEM161A	0.981586023255814	0	0	0
RNMTL1	1.4707824	0	0	0
GJA3	0.43827150000000004	0	0	1
CLCN4	2.256814857142857	0	0	1
PARM1	0.512924	0	0	0
IRAK4	1.077751125	0	0	0
PUS7L	0.7540555769230772	0	0	1
LRRC24	0.860869875	0	0	0
OCRL	1.910458862068966	0	0	0
ACOT6	0.9138609999999999	0	0	1
AOX1	1.60717738	0	0	1
SMIM1	0.07270100000000002	0	0	0
