Gene	ATAC_seq_peak_signal	TSG	OG	NG
KRBOX1	14.44421094	0	0	1
C1ORF95	26.15873337	0	0	0
SH3GL2	22.56652137	0	0	0
MANEAL	83.00786267	0	0	0
ALPL	20.89635425	0	0	0
B4GALNT2	25.87257624	0	0	0
KCNH5	35.57690044	0	0	0
CCRL1	7.585474329	0	0	0
SLC38A11	16.41717462	0	0	1
ACSL6	20.75170091	0	0	0
GLB1L2	38.93283224	0	0	0
KIRREL2	15.85392107	0	0	0
EVI2B	7.094840833	0	0	0
SYNGR3	74.69436485	0	0	0
SHOX	6.924012213	0	0	0
CRHBP	9.171883898	0	0	1
PRMT8	16.88032908	0	0	0
CHGB	53.96629957	0	0	0
DAPP1	43.17392682	0	0	0
RHBDL2	22.94598298	0	0	0
EGLN1	18.14881654	0	0	0
ABI3	10.50523914	0	0	0
SGSM1	21.72051902	0	0	0
SH2D2A	25.98315174	0	0	1
UNC5D	42.55769171	0	0	0
RHBDL1	15.64493999	0	0	0
NKD2	24.59698364	0	0	0
PROC	66.27100135	0	0	0
TMEM229A	17.73981825	0	0	1
AGMAT	9.321030716	0	0	1
DGKG	62.0579062	0	0	0
CADM3	27.63066657	0	0	0
WNT4	11.20832222	0	0	0
MYL7	36.98926772	0	0	1
SLITRK2	20.13635693	0	0	1
KIAA1324	35.18560588	0	0	0
MTMR8	12.46292011	0	0	1
BMP7	45.38193368	0	0	1
SLC24A3	22.70090482	0	0	0
GPR27	4.58968903	0	0	1
RGS22	16.72345652	0	0	0
ZMYND15	15.49748837	0	0	0
MAST1	57.74447525	0	0	0
CA4	9.838513041	0	0	0
LONRF2	32.22112433	0	0	1
NPTX1	11.4127986	0	0	0
HLA-DMB	38.55323119	0	0	0
IRF4	20.62971422	1	1	0
GLTPD2	9.07898384	0	0	0
NUP210	17.93094317	0	0	0
ECM2	7.828822294	0	0	0
XKR4	32.27010584	0	0	0
DBX2	12.17255949	0	0	1
TRIM67	16.4836125	0	0	0
IKZF4	39.43472502	0	0	0
ADAM8	14.6625481	0	0	0
TPPP	142.9575694	0	0	0
FAM155B	48.78417022	0	0	1
LRRN4CL	19.75878598	0	0	0
ADORA1	30.17391007	0	0	1
ITGB6	15.01298433	0	0	0
TIMP4	20.22603671	0	0	0
SLC27A6	30.30915876	0	0	0
KIAA2022	11.51498108	0	0	0
KIF5C	42.41610994	0	0	0
TRAK1	31.57237284	0	0	0
APC2	41.87544829	0	0	0
HOXD10	24.45955585	0	0	0
GTF2IRD2	35.18610858	0	0	0
TTLL10	84.33197257	0	0	0
SULT4A1	18.06290995	0	0	1
HOXC13	88.05734193	0	1	0
RPS6KL1	37.63752311	0	0	1
BEX1	29.60500314	0	0	0
MYF6	4.26896402	0	0	1
SNIP	29.80907849	0	0	0
TMEM59L	21.47828252	0	0	0
SPOCK2	24.02813367	0	0	0
RTDR1	76.04711846	0	0	0
GRAMD2	29.69190751	0	0	1
GRIK1	20.71023272	0	0	0
DAND5	24.72414953	0	0	0
IL13	5.754370796	0	0	0
CYTIP	17.32713231	0	0	1
PTPRN	40.11087802	0	0	1
CFD	13.55705477	0	0	0
VSTM5	11.78653266	0	0	0
CFTR	29.50097824	0	0	0
ELOVL3	34.50983803	0	0	0
DOCK2	38.14373711	0	0	0
KCNB2	27.94411614	0	0	1
TMEM232	52.48693829	0	0	0
CD93	8.226389905	0	0	0
CD48	4.910447244	0	0	0
FGF22	40.76341476	0	0	0
LYZ	30.48071719	0	0	0
S100A14	54.59396005	0	0	0
FAM189A1	7.787133928	0	0	1
KLRG2	79.53953781	0	0	0
GABRA4	7.603601818	0	0	0
OLFM2	53.11059016	0	0	0
TMEM40	38.40919271	0	0	0
HEPN1	5.836886076	0	0	0
WSCD1	24.78383461	0	0	1
XK	14.34082794	0	0	0
HCRTR1	6.177308943	0	0	0
PAPL	10.82245993	0	0	0
AQP6	28.38733034	0	0	1
GCNT2	29.23115492	0	0	0
ZNF232	54.53296747	0	0	1
COL4A4	34.61512776	0	0	0
TESC	19.7466152	0	0	1
GIMAP7	4.378749354	0	0	0
ZDHHC22	32.84142515	0	0	0
EMID2	30.15610294	0	0	0
MID1	24.56610728	0	0	0
STAG3L3	175.9112537	0	0	0
INPP5D	35.29805681	0	0	0
FAM198A	5.650095799	0	0	1
NEU4	31.43445812	0	0	0
SYT6	7.999494634	0	0	0
TRIM48	8.09058481	0	0	0
DOCK3	10.30527723	0	0	0
ZDHHC19	30.39917083	0	0	0
HOXD12	6.69288859	0	0	1
MNX1	56.73033619	0	0	0
HBQ1	5.774150972	0	0	0
GPR172B	10.97167681	0	0	0
KCNN3	57.39788173	0	0	0
ROBO4	15.26493411	0	0	0
KCNMB2	12.84823926	0	0	0
KLK10	34.07788322	0	0	0
SLC27A5	46.1277377	0	0	1
TANK	62.8205986	0	0	0
PODXL2	20.35142292	0	0	0
GIMAP2	10.44387831	0	0	1
ST14	24.39207541	0	0	0
PTPRO	23.50548185	0	0	0
ATP12A	16.27165663	0	0	0
ZNF833	12.5717557	0	0	0
IQCA1	13.32686806	0	0	1
LGALS7B	12.64902605	0	0	1
C7	14.03576984	0	0	0
HSD3B7	37.62167516	0	0	0
STARD8	14.93539613	0	0	0
IGFBP1	27.03721153	0	0	0
RTP4	18.3516455	0	0	1
KCNS2	9.022325471	0	0	1
REM2	27.48844942	0	0	0
ZIC4	21.65623063	0	0	0
PNLIPRP3	14.46012248	0	0	1
CP	34.35847591	0	0	0
PDE4D	33.1264183	0	0	0
STAC2	33.5302381	0	0	1
NAT2	14.11612734	0	0	0
MTMR7	40.31839829	0	0	1
MPV17L	17.47000068	0	0	0
MYL4	5.845722867	0	0	0
AGBL4	19.88308227	0	0	0
CD160	12.39347246	0	0	0
FLT3	7.11298743	0	1	0
CYP24A1	15.43138072	0	0	0
SNTG1	35.26769976	0	0	0
CBLN2	7.541147487	0	0	0
KRT14	11.57086703	0	0	0
GALNT13	50.54342898	0	0	0
ISLR	28.43560916	0	0	0
ARHGAP27	439.095427	0	0	0
ALDOC	39.87118422	0	0	0
CHRD	8.731356538	0	0	0
SLC9A7P1	10.90039053	0	0	0
COL4A3	34.61512776	0	0	0
RIPK3	11.97097529	0	0	0
FGD4	82.20782631	0	0	0
SH2D6	46.72159394	0	0	0
NPTX2	50.64868537	0	0	0
KIAA1543	23.82736083	0	0	0
MTL5	116.5988721	0	0	0
SELPLG	22.6447139	0	0	1
VIT	6.125457604	0	0	0
GPC3	17.85569159	1	1	0
LRMP	22.03304625	0	0	0
LINGO3	5.817676337	0	0	0
HHIPL1	14.41763657	0	0	0
WNT10B	11.71565434	0	0	0
GAS2	48.39181686	0	0	0
CUX2	14.39761559	0	0	0
NPIPB6	5.377132699	0	0	0
SPTBN4	122.2763969	0	0	0
RIMKLA	16.23166109	0	0	0
HTRA3	8.896185658	0	0	0
NRXN2	61.72378721	0	0	0
HTR2B	6.304266054	0	0	0
RAI2	12.88762223	0	0	0
TOX3	14.80144377	0	0	0
BCMO1	22.58746269	0	0	1
CHRDL1	8.747233812	0	0	0
TMEM145	15.52362127	0	0	1
ADAMTS16	12.13025958	0	0	0
MAPK8IP1	30.00175529	0	0	0
MTNR1A	9.192541567	0	0	0
SCARF1	30.04121048	0	0	1
CHRNB4	35.1541214	0	0	0
MX2	23.17938318	0	0	0
MT1A	23.65797352	0	0	0
RNF39	23.79118308	0	0	0
ITGA9	13.68453835	0	0	0
IL18	23.89565864	0	0	0
BLNK	27.80925036	0	0	0
KCNA1	45.14375321	0	0	0
TFL	15.404771	0	0	0
CDH5	30.88370436	0	0	0
KRT17	35.56284807	0	0	0
FAM159A	11.15017369	0	0	1
ADAP1	73.09608407	0	0	0
MAPK10	69.78100252	0	0	0
SCG5	33.03903201	0	0	0
BARHL2	7.927492833	0	0	1
SLC6A20	11.70057027	0	0	0
SIAH3	8.531290418	0	0	0
CALCB	15.25499946	0	0	0
ARHGAP25	14.04788869	0	0	0
ADAMTS20	17.59589427	0	0	0
KHDRBS2	39.5760679	0	0	0
MFAP5	10.66459109	0	0	0
KCNB1	27.46156565	0	0	0
RBP7	12.85917624	0	0	0
TSSK3	48.48522092	0	0	1
FZD9	63.82293101	0	0	0
NLRP3	30.62348727	0	0	0
NTSR1	10.55701945	0	0	0
WBSCR17	24.717713	0	0	0
CD24P4	2.609251243	0	0	0
PTK6	100.8676558	1	1	0
C1QL4	14.90612799	0	0	0
SLC26A10	26.44086678	0	0	1
ITM2A	4.698046435	0	0	1
ICAM2	20.39872551	0	0	0
PAX8	101.9214576	0	0	0
RCAN2	88.04911248	0	0	1
CDHR2	29.75366587	0	0	1
PIK3C2G	20.16982936	0	0	0
TM6SF2	10.44451916	0	0	1
GNG7	43.87222991	0	0	0
TRIM58	18.33447732	0	0	0
ZFP92	7.391193636	0	0	1
SYT5	49.36361379	0	0	1
ZNF177	12.54818914	0	0	0
TAGAP	18.02781733	0	0	1
ADRA2B	25.05066297	0	0	1
FZD10	11.86521982	0	0	0
INMT	23.41274726	0	0	0
ZC3H7A	69.67598486	0	0	0
HES2	21.53385809	0	0	0
ENHO	50.14670349	0	0	1
ENTPD3	10.43818404	0	0	0
RGMA	22.49351517	0	0	0
NPM2	12.86447957	0	0	0
PDE8B	18.96603762	0	0	0
TXLNB	12.89696587	0	0	1
AKR7A3	18.11324183	0	0	0
NT5C1A	23.87264669	0	0	0
ACPP	28.64693577	0	0	0
ATP1A2	28.02765958	0	0	1
TBX1	12.44698223	0	0	1
SLA	10.92636941	0	0	0
ZNF560	17.47390096	0	0	1
HSD17B2	15.48539241	0	0	0
HMX2	6.841266017	0	0	1
IL1R1	39.25378626	0	0	0
PCDHB2	7.991441484	0	0	0
CRIP3	24.39686523	0	0	0
GPR183	18.92079257	0	0	0
RSAD2	17.15018592	0	0	0
GJD4	7.290128825	0	0	1
CYP2E1	26.80722564	0	0	0
GLIS2	17.44677312	0	0	0
FMO4	68.90492668	0	0	0
MNDA	11.41171283	0	0	0
RERG	42.7490795	0	0	0
ADAM11	60.55655187	0	0	0
IL1RN	71.82048223	0	0	0
PLEK	10.50523914	0	0	0
TMC8	13.75370824	0	0	0
GYLTL1B	290.956766	0	0	0
KIF12	37.85124523	0	0	1
ARHGEF16	26.97690143	0	0	0
PIRT	19.30530223	0	0	1
OXGR1	8.276706642	0	0	0
SERPINB2	8.425539832	0	0	0
RAB37	35.56427119	0	0	0
MYO1F	45.93774925	0	0	0
AMICA1	13.73568427	0	0	0
AVPR1A	15.98850222	0	0	0
JAK3	54.3140157	0	1	0
FBLL1	15.51802122	0	0	0
FAIM3	33.58858605	0	0	0
TXNDC2	11.66902572	0	0	0
AGAP2	87.44217565	0	0	0
AJAP1	8.004619362	0	0	0
KCNQ4	33.17241304	0	0	0
CD34	17.48961071	0	0	0
PHYHIPL	33.84088603	0	0	0
KL	10.26873123	0	0	0
CRB3	25.54995706	0	0	0
SPINK2	43.61736789	0	0	1
LPAR4	4.244604833	0	0	0
HCK	11.65700117	0	0	0
TMEM63C	38.1274535	0	0	0
ARL17A	18.9226303	0	0	0
KCNAB3	11.58633752	0	0	0
OLFML1	16.83363159	0	0	0
INPP5J	28.82938905	0	0	0
SYT8	56.68151854	0	0	0
MEGF6	37.47817485	0	0	0
C2CD4B	49.27495473	0	0	1
KCNE1	12.24414939	0	0	1
RAB39B	12.49949578	0	0	1
CRLF1	16.6345185	0	0	0
KGFLP2	5.747686605	0	0	0
TLR1	10.43701698	0	0	0
NOMO3	21.81140717	0	0	1
CIDEA	5.341311233	0	0	0
PDE1B	38.64110187	0	0	0
MYH6	7.059573373	0	0	0
NKX1-2	11.80387064	0	0	1
B3GNT7	15.47291774	0	0	0
GRPR	15.11614619	0	0	0
INSC	12.08848035	0	0	0
CLVS2	15.58448377	0	0	1
IL17RE	28.85217303	0	0	0
HOXD13	18.00230623	0	1	0
DPYSL5	22.6721206	0	0	0
INSL3	5.586826993	0	0	1
PTCHD1	10.67584667	0	0	1
TRIOBP	52.97857975	0	0	0
TRAF3IP3	23.27414485	0	0	0
ARL17B	18.9226303	0	0	1
KCNA2	27.96492077	0	0	0
NPY2R	11.95495417	0	0	0
JAKMIP2	41.44011936	0	0	1
FAM132B	19.29327661	0	0	0
JAKMIP1	35.85123615	0	0	0
PAK7	35.62285793	0	0	0
BATF	9.875500364	0	0	0
KCNV1	41.34989125	0	0	0
FAM124B	20.62911295	0	0	0
ELF3	125.0591271	1	0	0
DDT	7.183133499	0	0	0
NEUROG1	10.13461957	0	0	0
DDTL	2.785095674	0	0	1
ZBBX	49.53070617	0	0	1
SASH3	15.12025573	0	0	0
HERC2P3	5.024421537	0	0	0
KYNU	9.614078483	0	0	0
OPLAH	55.13395152	0	0	0
OPTC	5.358108746	0	0	1
NMNAT2	27.27059989	0	0	0
PCSK1	42.29802287	0	0	0
SEPT3	16.59716588	0	0	0
MYF5	9.002406765	0	0	0
CLDN4	87.39217229	0	0	0
CARD11	12.85641978	0	1	0
LANCL3	10.08680079	0	0	0
MAFA	90.18929361	0	0	0
SYN2	21.61164921	0	0	0
C6ORF126	5.783280208	0	0	0
EBF4	11.26941345	0	0	0
NPTXR	9.375801674	0	0	0
AVPR1B	11.0058088	0	0	0
NOMO1	12.83849268	0	0	0
MYOD1	19.00694938	0	1	0
CALY	23.07661092	0	0	0
MFNG	17.82836891	0	0	1
NYX	6.943792329	0	0	1
BMP8A	25.12551609	0	0	0
GIMAP8	9.814056437	0	0	0
ACRBP	29.28904408	0	0	0
LRRIQ1	16.67004813	0	0	1
PRAC	24.7484244	0	0	1
PSTPIP1	25.44010389	0	0	0
SLC29A4	37.9532382	0	0	1
ARHGAP9	70.82329266	0	0	0
ROPN1B	16.53457753	0	0	1
ATP6V1C2	16.76087586	0	0	0
CHST13	37.24087161	0	0	0
PRKAR1B	23.72600132	0	0	0
CA3	5.190097636	0	0	1
PRG2	40.67819226	0	0	0
TMEM163	19.65536202	0	0	1
PEG3	58.30284925	0	0	0
CSTA	11.46285686	0	0	0
TNNT1	22.51019059	0	0	1
HEATR7A	9.47276786	0	0	0
SARDH	23.00997739	0	0	0
ADCY2	26.30122529	0	0	0
NECAB1	20.81070887	0	0	0
CBLN1	63.73367716	0	0	0
XG	13.76787813	0	0	0
SH2D4B	6.54633505	0	0	0
TMEM156	12.83820374	0	0	1
LHX8	5.896124602	0	0	0
UNC13A	32.21159635	0	0	1
IL17RB	35.44680348	0	0	0
BHLHA15	18.9743997	0	0	0
CR1	9.443562929	0	0	0
PCSK2	41.99958032	0	0	0
LGALS7	15.09038061	0	0	0
KCNK10	11.55357925	0	0	1
FABP6	48.28503059	0	0	1
KCNAB2	80.23421247	0	0	0
RGPD6	8.131325692	0	0	0
GBX1	9.305513953	0	0	1
FERMT3	14.04788869	0	0	0
ANO4	13.80816469	0	0	0
ANO2	26.51126722	0	0	0
ITIH5	14.51330319	0	0	0
RTBDN	18.42482581	0	0	0
GRM7	24.1538314	0	0	0
SCRT1	29.77855637	0	0	0
HRH2	12.68336472	0	0	0
CHRM1	13.43345543	0	0	0
GPR56	50.24787266	0	0	0
TECRL	19.54938669	0	0	0
IL12RB2	8.241710958	0	0	0
ZSCAN10	26.87792583	0	0	1
PRKCB	23.18964953	0	0	0
FAM123A	32.26977844	0	0	0
ASCL2	16.37822249	0	0	0
SALL2	20.76852831	0	0	0
CDH7	17.97397046	0	0	0
TMEM196	13.46203323	0	0	0
HCAR1	6.004432791	0	0	0
WNT10A	20.46297637	0	0	0
CBWD6	21.25173796	0	0	1
HAS1	27.96427057	0	0	0
MLXIPL	72.90237417	0	0	0
ADORA3	13.67007474	0	0	0
REEP1	34.28656213	0	0	1
CA7	9.624342179	0	0	0
SPP1	18.18909412	0	0	0
DUSP15	24.88345885	0	0	0
KBTBD12	19.44810403	0	0	1
HOXD4	10.7976915	0	0	0
STAR	33.2480193	0	0	0
ASTN1	11.90148989	0	0	0
TSPAN19	16.67004813	0	0	1
GSTM1	35.7958753	0	0	0
ARHGEF6	32.40405937	0	0	0
METTL7B	28.23812293	0	0	0
SDR42E1	8.714625282	0	0	1
FCN1	5.327978573	0	0	1
DMRT3	9.732577183	0	0	0
OLIG1	29.37589346	0	0	0
TMEM132D	15.51802122	0	0	0
PIK3CG	6.720782671	0	0	0
PACSIN1	11.79990196	0	0	0
SYN1	23.80562823	0	0	0
RYR2	44.45989786	0	0	0
HSPB7	34.81764154	0	0	0
NR0B1	20.79096004	0	0	0
FAIM2	35.52198018	0	0	0
ITGA10	5.584840988	0	0	0
CLEC12A	10.82155728	0	0	0
UNC80	22.62283463	0	0	0
LRRC25	18.77582279	0	0	0
GAL	17.16586178	0	0	0
HSPA7	21.84274507	0	0	0
TNNI1	28.01053427	0	0	1
CLDN10	25.01463972	0	0	0
SUSD3	30.56671167	0	0	0
CLECL1	13.78324531	0	0	0
CDH10	20.52676332	1	0	0
ALOX15B	16.21263476	0	0	0
CRB2	10.60669965	0	0	0
GFRA3	7.275606575	0	0	0
ADAM21P	34.91410345	0	0	0
CD4	9.431774106	0	0	0
SYT3	9.019386719	0	0	1
GATA5	17.42650202	0	0	0
APLNR	14.25798444	0	0	0
RAPGEF2	53.998331	0	0	0
VWA5B2	46.21040379	0	0	1
GALR1	16.71388625	0	0	0
CDK15	14.21315435	0	0	0
ACAN	6.686771355	0	0	1
TTC22	28.7986129	0	0	1
FBXO24	157.3918315	0	0	0
C6ORF138	12.59417649	0	0	0
FGD5	19.04366585	0	0	0
RGS14	56.25824754	0	0	0
GLDN	10.41430449	0	0	1
DYDC2	9.372050129	0	0	0
WNT1	10.11311931	0	0	0
KCNH7	11.30749028	0	0	1
ADAMTS18	17.34395899	0	0	0
IL1RAPL2	6.497825299	0	0	0
GPR132	49.64225176	0	0	0
EVL	28.71354151	0	0	0
NTF4	13.74415395	0	0	0
NSF	13.26403048	0	0	0
SCN7A	12.67305691	0	0	0
UNC45B	16.54419031	0	0	0
C20ORF103	13.60726302	0	0	0
SLC10A6	8.03303504	0	0	0
DSCAM	20.0161188	0	0	0
MLNR	12.89030746	0	0	0
NKX6-3	42.08967499	0	0	0
BMP8B	121.9392125	0	0	0
WNT9B	26.85407051	0	0	0
SIRPB2	14.04879803	0	0	0
RAB19	21.06373508	0	0	1
CD180	16.82003832	0	0	0
CACNA1H	18.00149373	0	0	0
APOA1	24.42601591	0	0	0
MYBPC3	10.54296532	0	0	0
LGI2	5.036185826	0	0	1
FAM5B	36.28107181	0	0	0
GNE	64.72741854	0	0	0
NPY5R	8.717917243	0	0	1
ATOH1	6.409874263	0	0	0
ADAM32	22.10823936	0	0	0
CHST9	19.90957024	0	0	1
CLDN9	28.14987208	0	0	0
OSTALPHA	30.39917083	0	0	0
DAB2IP	33.28053015	0	0	0
CDH15	93.19581661	0	0	0
SLC22A16	7.303133675	0	0	0
SYCE2	27.96503261	0	0	0
CD68	37.97450981	0	0	0
NKX2-3	14.83367282	0	0	0
RAET1L	18.56339848	0	0	0
DAB1	83.13221909	0	0	1
PRR18	12.56978281	0	0	1
CLCA2	11.15017369	0	0	0
HSD17B1	19.15512638	0	0	0
ACTG2	4.634815917	0	0	0
PRSS22	44.95616713	0	0	1
FGFBP1	16.83426046	0	0	0
MYCT1	5.861394354	0	0	0
GRIN2B	17.30528607	0	0	0
CNTN4	42.89196792	0	0	0
SOSTDC1	23.40838948	0	0	0
CRHR1	207.9847845	0	0	0
ATP8A2	22.15146486	0	0	0
PRKACB	41.73728885	0	0	0
EPPK1	41.43592869	0	0	0
VWC2	8.179738877	0	0	1
GAL3ST3	27.67648204	0	0	0
HLA-DQB1	29.1025305	0	0	1
HPS4	39.78089225	0	0	0
SHD	31.71016976	0	0	0
FUT7	6.740932098	0	0	0
BCL2L10	21.41839678	0	0	0
MMRN1	8.101752635	0	0	0
GRID1	42.48638527	0	0	0
ALDH3A1	17.25209503	0	0	0
DOC2A	28.94378535	0	0	0
DNAH1	15.25849395	0	0	0
MGAT5B	40.47755261	0	0	0
TSPEAR	12.77754827	0	0	0
SLC15A1	21.06070481	0	0	0
PRDM13	5.650095799	0	0	0
TDGF1	11.42646508	0	0	0
DTX1	15.07709584	0	0	0
KRT80	47.24581489	0	0	0
KCNA6	25.8620644	0	0	1
NAT8L	17.89692936	0	0	1
RIC3	11.39984556	0	0	1
SERPINA1	32.27951808	0	0	0
SLC26A8	25.24643611	0	0	0
RGS5	66.42608625	0	0	0
KCNC1	12.68493173	0	0	1
FLT4	16.26037401	0	1	0
C20ORF46	8.193875903	0	0	0
LAT2	64.12973567	0	0	0
ARHGEF5	6.066632866	0	0	0
UGT3A2	22.7410873	0	0	1
RHBG	32.78486295	0	0	0
TNFSF15	23.6714534	0	0	0
CHADL	35.69761302	0	0	0
MYO3A	12.01878513	0	0	0
LOR	16.40178639	0	0	0
WNK2	19.82380752	1	0	0
FAM90A1	53.79843271	0	0	1
SOX3	6.402136375	0	0	0
DDX25	21.78362269	0	0	0
ICAM4	24.91769793	0	0	0
RAX	113.875075	0	0	0
BC104003	0	0	0	0
ARID3C	10.47562706	0	0	0
OXT	9.669063753	0	0	0
SAMSN1	22.49300381	0	0	0
RNF212	47.41000628	0	0	1
KBTBD10	4.160473017	0	0	0
VENTX	17.7390295	0	0	0
SOX14	41.5700357	0	0	1
C6ORF191	7.318265958	0	0	0
UTS2R	12.76082105	0	0	0
RPS6KA1	31.25386332	0	0	0
SULT1C4	30.10422808	0	0	1
TTC9B	14.04098807	0	0	1
EEF1A2	22.18912592	0	0	0
RSPH6A	10.19443591	0	0	0
GTF2H2	4.807295134	0	0	0
LCP2	18.31080597	0	0	0
POU3F4	31.55691115	0	0	1
PYDC1	10.15536793	0	0	1
CPXM2	17.38795486	0	0	1
XDH	25.37398681	0	0	0
GLRA3	37.76616917	0	0	1
CTNND2	25.65631457	0	1	0
UNC5A	13.31012305	0	0	0
RAB17	25.36484984	0	0	1
STAG3L1	9.389479694	0	0	0
CDH12	15.75621473	0	0	0
ELAVL3	58.41525446	0	0	0
CSRNP3	30.06466912	0	0	1
ZFP42	29.18680339	0	0	0
MAP2	46.03333792	0	0	0
BCHE	9.312120153	0	0	1
DNAH8	14.60725038	0	0	0
POMC	5.377132699	0	0	1
PENK	23.6217824	0	0	0
RFX4	28.90509151	0	0	0
KLK8	31.65761038	0	0	0
TACR3	19.14358664	0	0	1
BIN2	29.49321731	0	0	0
CD52	9.281323359	0	0	0
BATF2	23.82526652	0	0	0
NPFFR2	11.02808687	0	0	1
STEAP4	17.23244724	0	0	0
DLL3	17.77403263	0	0	0
CCDC108	34.93948378	0	0	1
NOVA2	31.18843011	0	0	0
C15ORF48	20.85390046	0	0	0
ZBED2	22.01940522	0	0	1
MYO18B	31.40029075	0	0	0
RTN4R	17.32975407	0	0	0
PRODH	10.07202898	0	0	0
ONECUT3	10.83299129	0	0	0
GABRR3	4.333542644	0	0	1
PLN	3.68131894	0	0	0
SAP25	12.70792245	0	0	0
TMEM61	6.065193832	0	0	1
TMEM88	13.93112599	0	0	0
KCNF1	6.848684774	0	0	0
DRP2	14.43978175	0	0	1
RAET1E	13.20782409	0	0	0
GTF2H2B	18.98589311	0	0	0
TSPAN1	37.40548848	0	0	0
PCDHB5	8.343057292	0	0	0
BAIAP3	98.59729776	0	0	0
C8ORF30A	98.44921119	0	0	0
C17ORF87	5.321379892	0	0	0
CIDEB	34.0405354	0	0	0
LRRC3B	7.072601729	0	0	0
TMEM139	60.2821674	0	0	1
SPIN2A	4.251832887	0	0	0
GOLGA7B	32.51822913	0	0	0
VWF	13.37555915	0	0	0
SLC13A5	31.90953321	0	0	0
DRD1	12.22895648	0	0	1
BTN1A1	4.231217858	0	0	0
BEGAIN	19.18945499	0	0	0
TNFRSF13C	13.57888197	0	0	0
NANOS3	68.30304807	0	0	1
C3	57.42583961	0	0	0
RAP1GAP	15.48444509	0	0	0
PLEKHG6	68.90492668	0	0	0
LRRN2	103.577578	0	0	0
LECT1	9.80737909	0	0	0
VRTN	27.06937425	0	0	1
LIMS3	8.973521716	0	0	0
FOXB2	7.177548774	0	0	1
FREM1	13.01942655	0	0	0
KRTAP5-6	19.16517199	0	0	1
CR2	13.44313592	0	0	0
AK097143	16.22669066	0	0	0
RAB25	68.69778057	0	0	0
CX3CR1	6.293582516	0	0	0
AKAP4	8.50078591	0	0	0
HLA-DRA	21.94231795	0	0	1
ADRA2C	9.899809745	0	0	0
FOXA3	82.54398187	0	0	0
ROBO3	34.93261418	0	0	1
PLEKHB1	84.17501149	0	0	0
AOAH	43.72850525	0	0	1
HES3	3.249016451	0	0	0
PRDM14	36.17477137	0	0	0
GIMAP4	2.883401715	0	0	0
KLC3	21.31117708	0	0	0
SOX18	4.96573952	0	0	0
MMP23B	10.20467737	0	0	0
SLC25A48	24.23046208	0	0	0
S1PR4	11.48037193	0	0	0
VSTM2B	7.396347992	0	0	1
ARSE	16.4152091	0	0	0
SPHKAP	7.39299202	0	0	0
MCF2L	63.3624508	0	0	0
SFRP5	15.12350305	0	0	0
LBX1	7.893771678	0	0	1
PALM3	6.481754196	0	0	1
IL8	12.43851638	0	0	0
SCML4	14.33951689	0	0	0
LDB3	11.20385207	0	0	0
TLR9	9.360255535	0	0	0
SLC6A17	37.3591536	0	0	0
EIF4E1B	23.29117573	0	0	0
SPI1	12.83849268	0	0	0
RANBP3L	103.2670236	0	0	1
CBLC	47.99724698	1	1	0
MT3	25.49580585	0	0	0
SHANK1	65.09477717	0	0	0
SLC16A8	16.08845575	0	0	1
DGKZ	97.17766446	0	0	0
B3GAT1	30.49274861	0	0	0
HLA-DOA	8.446944291	0	0	0
CDHR1	10.94507937	0	0	0
IGSF6	8.673193224	0	0	0
ASPA	11.35549967	0	0	1
RAB11FIP4	69.70155824	0	0	0
ATP1A3	58.50668916	0	0	1
C8ORF84	25.72953842	0	0	0
GLUD2	8.838587823	0	0	1
HTRA4	10.12032927	0	0	1
KISS1R	11.96654017	0	0	0
LDLRAD2	10.99835244	0	0	0
NCF2	33.14941014	0	0	0
LPP	58.25434462	0	1	0
NR2E1	26.20234635	0	0	0
PTP4A3	55.27018551	0	0	0
ABCA12	12.21328213	0	0	0
SERF1B	18.98589311	0	0	0
FXYD2	31.89526998	0	0	0
CNTNAP3	7.828380903	0	0	0
ARHGAP30	23.87045088	0	0	0
GDF10	5.70605786	0	0	0
KCNK3	24.1857794	0	0	1
GIMAP1	5.603286071	0	0	0
WIPF1	19.4347047	0	0	0
DES	12.03948318	0	0	1
DNAJC12	16.93978642	0	0	0
KLHL6	14.09942498	0	0	0
COL22A1	55.83496261	0	0	1
PTPRN2	32.27401748	0	0	0
TNXB	36.99127094	0	0	1
CBFA2T3	17.90812035	1	0	0
SDR16C5	27.23365798	0	0	1
DDO	31.94027262	0	0	0
WFDC1	20.79147583	0	0	0
GNA15	34.9133697	0	0	0
KLF1	2.251609573	0	0	0
GABRB3	40.14243776	0	0	0
GSTT2	7.183133499	0	0	0
GPR64	5.238939203	0	0	0
IFNA8	8.982388848	0	0	0
NLGN3	18.92612931	0	0	0
NFATC2	21.97947908	0	1	0
CILP2	56.17323703	0	0	0
FBXO41	17.99726858	0	0	0
TBX21	16.29645078	0	0	0
CCKBR	9.943162448	0	0	0
CPA4	26.68199496	0	0	0
SLC26A5	18.89255261	0	0	0
BEX5	17.90029615	0	0	0
CTNNA2	33.88046931	0	1	0
KCNS1	3.497711286	0	0	0
PKHD1L1	54.43820672	0	0	0
SIGLEC9	9.776964865	0	0	0
AVP	5.261238726	0	0	1
CFI	19.24984606	0	0	0
FA2H	48.07740529	0	0	0
VWA2	23.34780948	0	0	0
OSTBETA	27.30514403	0	0	0
ADAMTSL3	14.65278576	0	0	0
DOK3	7.479232633	0	0	0
IGFBPL1	13.92470158	0	0	0
ALOX12	36.78857457	0	0	0
GJB5	77.00654401	0	0	0
