Gene	Cell_proliferation_rate	TSG	OG	NG
CPNE3	-0.26468162500000003	0	0	0
ACAD10	-0.11931925	0	0	0
BRAP	-1.27391175	0	0	0
PHOSPHO1	0.07683537500000001	0	0	0
ENGASE	NA	0	0	0
KRT8	-0.6369868750000001	0	0	0
LIN37	0.36341199999999996	0	0	0
PSENEN	NA	0	0	0
U2AF1L4	-0.07271975	0	0	0
PGR	-0.7002335	0	0	0
KLHL17	NA	0	0	1
TAF9B	0.32574675	0	0	0
DACH2	-1.249203875	0	0	0
ST6GALNAC3	-0.09693712500000001	0	0	1
DFFB	-1.3691119999999999	0	0	0
CEP104	NA	0	0	0
SPIRE2	NA	0	0	0
GLRB	0.66285375	0	0	1
NKX2-6	-0.531081125	0	0	0
ICA1	NA	0	0	0
RETSAT	-0.33910724999999997	0	0	0
ELMOD3	-3.298559875	0	0	0
GPRIN1	-0.5386214166665	0	0	1
SH3GLB2	NA	0	0	0
ZNF396	-0.3061947916665	0	0	0
KBTBD4	NA	0	0	0
NDUFS3	-0.702994875	0	0	0
ISM1	NA	0	0	0
PRKRA	-1.51786075	0	0	0
DFNB59	NA	0	0	1
SH3BGRL2	NA	0	0	0
XAF1	NA	0	0	0
TIMM8B	NA	0	0	0
SDHD	-0.693454625	1	0	0
EFNB3	-0.882592875	0	0	0
NOC4L	NA	0	0	0
DDX51	-1.2209314999999998	0	0	0
HOXB8	1.086583875	0	0	0
NFKBIB	-1.417712625	0	0	0
SIRT2	-0.353359625	0	0	0
MTRR	0.14822174999999999	0	0	0
FASTKD3	NA	0	0	1
RAB3IL1	NA	0	0	0
ZNF774	NA	0	0	1
KIAA1244	-3.298559875	0	0	1
SLITRK4	-1.073737125	0	0	0
ZNF43	-0.946927125	0	0	0
HIST1H2AJ	0.3702742916665	0	0	1
SV2A	-1.2005375	0	0	0
LRRC63	NA	0	0	0
TSPYL3	NA	0	0	0
CSMD3	NA	1	0	0
HSD17B7P2	-1.4012357500000001	0	0	0
HIST1H2BM	-1.19386175	0	0	0
KIF24	NA	0	0	0
NUDT2	0.38590962500000003	0	0	0
WNT7B	-0.30137525	0	0	0
DYNLRB2	NaN	0	0	0
TLR3	0.4422815	0	0	0
ZNF717	NA	0	0	0
RSG1	-0.738579125	0	0	1
RAB2B	-0.327847375	0	0	0
TOX4	NA	0	0	0
TMEM106C	NA	0	0	0
CLEC14A	NA	0	0	0
HIST1H1A	-0.2307655	0	0	0
LMF2	NA	0	0	0
NCAPH2	NA	0	0	0
ALDH5A1	-1.166627583335	0	0	0
DCTN2	NA	0	0	0
PEX3	-1.447152	0	0	0
ADAT2	-0.3078205	0	0	0
EPHA6	-0.736669	0	0	0
SLC9A10	NA	0	0	0
LSM2	-1.163745625	0	0	0
PLD6	0.8495591250000001	0	0	1
LPIN3	NA	0	0	0
RS1	-1.183778	0	0	1
KCTD17	NA	0	0	0
B3GNTL1	NA	0	0	0
EIF4E2	NA	0	0	0
TIGD1	NA	0	0	1
N4BP3	-1.350144	0	0	0
SFRP2	NA	0	0	0
S100A4	-0.8004294166665	0	0	0
PRSS16	-0.9570237500000001	0	0	0
SLC2A12	-0.1402355	0	0	1
SEZ6L2	-1.1790195	0	0	0
CCT6B	NA	0	0	0
ZNF830	NA	0	0	0
RNF180	-1.43309775	0	0	0
HIST1H2BE	0.548861875	0	0	0
MMP28	-0.010298749999999999	0	0	0
RAC2	NA	0	0	0
TMEM54	NA	0	0	0
PPP1R9A	-0.11538712500000001	0	0	0
NOV	-0.18149975000000002	0	0	0
SMPD2	-0.123431375	0	0	0
PPIL6	-1.619098	0	0	0
LARP7	NA	0	0	0
C4ORF21	NA	0	0	0
GFM1	NA	0	0	0
MRPL11	NA	0	0	0
CTSD	-0.32528987499999995	0	0	0
NSMCE2	NA	0	0	0
KIAA0196	NA	0	0	0
TTLL5	NA	0	0	0
C14ORF1	NA	0	0	0
SCNN1A	-0.756013375	0	0	0
ACOT11	-1.003225625	0	0	0
PABPC4L	NA	0	0	0
RBM18	NA	0	0	0
MRRF	-1.066842	0	0	1
PLEKHA4	NA	0	0	0
IRF7	-0.1099045	0	0	0
PRSS8	-2.06118225	0	0	0
PKP1	NA	0	0	0
MSH3	-0.7458527500000001	0	0	0
DHFR	0.018957375	0	0	0
CPSF7	NA	0	0	0
SDHAF2	NA	1	0	0
SGCD	NA	0	0	0
EPDR1	-0.9356767500000001	0	0	0
AGBL2	0.099456875	0	0	0
BC150535	NA	0	0	0
ZNF501	-0.759421125	0	0	0
CHN2	-1.826186125	0	0	0
ZSCAN16	-0.196569625	0	0	1
ZDHHC1	NA	0	0	0
C19ORF62	NA	0	0	0
C5ORF4	NA	0	0	0
DCLK1	-0.20721875	0	0	0
KBTBD7	NA	0	0	0
GSTT1	0.581086625	0	0	0
ZNF434	NA	0	0	0
ZNF174	-0.9437897500000001	0	0	0
MIS12	NA	0	0	0
DERL2	NA	0	0	0
IRAK2	-0.534183125	0	0	0
ACADS	-0.852097	0	0	0
ZNF844	-1.6192643750000002	0	0	0
ZNF860	-0.55935225	0	0	1
NCALD	NA	0	0	0
TRPM6	0.269646875	0	0	0
CCNE1	-0.427779625	0	1	0
OPRL1	0.078706	0	0	0
QPCT	-0.262527125	0	0	0
PPL	NA	0	0	0
TCEA3	-0.80379075	0	0	0
CD38	-0.508814125	0	0	0
MRPL21	NA	0	0	0
IGHMBP2	0.585242875	0	0	0
TNFSF4	-1.1698383749999999	0	0	0
DHX34	-1.009583375	0	0	0
ZNF114	-0.452931	0	0	1
GALK1	-0.7232485	0	0	0
CCDC113	NA	0	0	0
BTN3A1	0.19343137500000002	0	0	0
EXOSC1	0.20123212499999998	0	0	0
ZDHHC16	NA	0	0	0
ADPRH	-0.08906312499999999	0	0	0
TMC6	NA	0	0	0
MUT	-0.54828775	0	0	0
CENPQ	NA	0	0	0
LRP3	-0.014003125	0	0	0
ARV1	-1.4291762916650002	0	0	0
TTC13	NA	0	0	0
CRISPLD1	NA	0	0	1
CNPY4	NA	0	0	1
TAF6	-0.99811025	0	0	0
ABHD14A	-0.511018625	0	0	1
ABHD14B	-0.362962375	0	0	0
SLURP1	NA	0	0	0
FAM136A	NA	0	0	0
STX8	-0.29754587499999996	0	0	0
WDR16	NA	0	0	0
TRIM5	-0.64264025	0	0	0
TTC21A	NA	0	0	0
GORASP1	NA	0	0	0
ACVR1C	-0.9495592500000001	0	0	0
C19ORF63	NA	0	0	0
CHPF	NA	0	0	1
SYNM	-1.4332225	0	0	0
HERC5	-1.1466845	0	0	0
SLC26A4	0.158556625	0	0	0
EIF3I	NA	0	0	0
FAM107A	NA	0	0	0
TMEM234	0.28439274999999997	0	0	0
NKD1	NA	0	0	0
EXOG	-1.541634	0	0	1
PROCR	-0.669079125	0	0	0
ADRA1B	-0.942305875	0	0	0
SPATA20	NA	0	0	0
STEAP1	NA	0	0	0
TMEM198	NA	0	0	1
FAM134B	-0.6035029999999999	0	0	0
PLEKHH1	NA	0	0	0
THOC4	NA	0	0	0
ANAPC11	-0.680992875	0	0	0
MOCS1	-0.790735	0	0	0
ZNF454	-0.653084125	0	0	0
LAMA3	-0.027311500000000002	0	0	0
SCAI	NA	0	0	0
PLAC9	NA	0	0	1
SOX17	-0.5837289999999999	0	0	0
NUP62	-0.80200775	0	0	0
C6ORF70	NA	0	0	1
TCTE3	NA	0	0	0
COL21A1	NA	0	0	0
ZNF660	-0.79529775	0	0	1
ADRA2A	-1.2064248750000002	0	0	0
COL9A2	0.018929500000000002	0	0	0
CDKL2	-1.367286875	0	0	0
AP4B1	NA	0	0	0
DCLRE1B	-1.2830996250000002	0	0	0
ZFYVE21	NA	0	0	0
CBWD2	NA	0	0	1
C1QTNF6	NA	0	0	0
ADCK1	-0.53507525	0	0	0
GNG4	-0.15444475	0	0	0
SH3GL3	NA	0	0	0
ATG4A	-0.211835625	0	0	0
PSMD10	0.37464362500000004	0	0	0
ZNHIT2	NA	0	0	0
SDF4	-0.82656475	0	0	0
TIMM17B	NA	0	0	0
ARHGAP33	NA	0	0	1
NEFL	-0.6406205	0	0	0
YIPF5	-3.298559875	0	0	1
KCTD16	NA	0	0	1
COPZ2	-0.8738587499999999	0	0	0
SLC25A45	NA	0	0	0
TMEM229B	NA	0	0	0
PRPF4	-0.58896525	0	0	0
CDC26	NA	0	0	0
PALMD	NA	0	0	0
ZNF221	-0.224175	0	0	1
HPDL	NA	0	0	1
MFSD8	-3.298559875	0	0	1
C4ORF29	-3.298559875	0	0	1
HOXD1	-1.1935069999999999	0	0	0
C11ORF45	-0.35867675	0	0	1
CCDC76	NA	0	0	0
SASS6	NA	0	0	0
GLOD4	NA	0	0	0
NPL	-1.04750675	0	0	0
KIAA1024	NA	0	0	0
SRPR	-0.765842	0	0	0
FOXRED1	-0.6816826250000001	0	0	1
PLA2G4A	-0.306423	0	0	0
TSFM	-0.7864686249999999	0	0	1
ZNF311	-0.853579875	0	0	0
THYN1	NA	0	0	0
MRPL13	NA	0	0	0
MTBP	NA	0	0	0
ACAD8	-1.141632833335	0	0	0
GATC	NA	0	0	0
TRIAP1	NA	0	0	0
HDAC9	0.28622037499999997	0	0	0
KDM1B	-0.5622892500000001	0	0	0
TPMT	0.743484875	0	0	0
C12ORF53	NA	0	0	0
SEMA4G	-0.998079875	0	0	0
ATF5	-0.14959625	0	0	0
PUS3	NA	0	0	0
KLHL32	NA	0	0	0
LOC642846	NA	0	0	0
ZNF502	-0.7302673749999999	0	0	1
LRRC56	NA	0	0	0
ATOH7	0.128196875	0	0	0
GNA14	-1.332458125	0	0	0
C2CD4A	NA	0	0	1
XRCC3	-0.054852374999999995	0	0	0
ZNF554	-1.011622625	0	0	1
FN3K	-0.615926	0	0	0
PSMB6	-1.521522375	0	0	0
TMEM155	NA	0	0	1
EGFL7	-0.81925475	0	0	0
IL12A	0.37225725	0	0	0
PIK3CD	-0.93993975	0	0	0
EXOSC5	-0.277039125	0	0	0
BCKDHA	-0.976132625	0	0	0
MRPL45	-0.7817907083335001	0	0	0
PIR	-0.05887675	0	0	1
TOP1MT	0.317057875	0	0	0
HERC6	NA	0	0	0
RCN3	-0.0520375	0	0	0
BTN2A2	NA	0	0	0
RASEF	0.167196875	0	0	0
BCL6B	0.332534625	0	0	0
MITD1	NA	0	0	0
MRPL30	-1.007999125	0	0	0
TRMT6	NA	0	0	0
MCM8	-0.739898125	0	0	0
IMMP1L	-0.6664863750000001	0	0	0
ELP4	-1.455645375	0	0	0
FOXD3	-1.297850125	0	0	0
TMEM161A	NA	0	0	0
RNMTL1	-0.892301	0	0	0
GJA3	-0.209642875	0	0	0
CLCN4	-0.21794324999999998	0	0	0
PARM1	NA	0	0	0
IRAK4	0.914649625	0	0	0
PUS7L	NA	0	0	1
LRRC24	NA	0	0	0
OCRL	-0.22719625	0	0	0
ACOT6	NA	0	0	1
AOX1	-1.1771366250000002	0	0	1
SMIM1	NA	0	0	0
RGS9BP	NA	0	0	1
ANKRD27	NA	0	0	0
GTF3C3	-0.812946	0	0	0
SPATA24	NA	0	0	0
HPSE2	NA	0	0	0
MOSC1	NA	0	0	0
NSUN3	NA	0	0	1
DHFRL1	-0.24846250000000003	0	0	1
PDE4DIP	-1.131285375	0	0	0
ZIC5	-0.24260512499999998	0	0	0
SLCO2A1	-0.067176625	0	0	0
FBXO43	NA	0	0	0
STAT5A	-0.731776875	0	0	0
SPTBN2	NA	0	0	0
VPS41	-0.532067	0	0	0
LOXL4	-0.9945465	0	0	0
ANKS1B	NA	0	0	0
CCHCR1	NA	0	0	0
ZSCAN30	-1.1700705	0	0	1
ZNF271P	-0.847260625	0	0	0
ABAT	-1.1659113749999999	0	0	0
PDPN	-0.5364804999999999	0	0	0
NPR2	-1.2091276249999998	0	0	0
SBK1	-0.6146750416665	0	0	1
CLIP3	NA	0	0	0
NSUN7	NA	0	0	1
TUBA4A	-0.565741375	0	0	0
BSN	NA	0	0	0
FIGNL2	NA	0	0	0
CDCA5	NA	0	0	0
ZFPL1	-0.412623125	0	0	0
REEP2	-0.4035725	0	0	0
C19ORF70	NA	0	0	0
POLR2G	-0.825283125	0	0	0
SLC25A35	NA	0	0	0
PITPNM3	0.01248025	0	0	0
SDK2	NA	0	0	1
SOX5	-0.28629899999999997	0	0	0
EFCAB4A	NA	0	0	1
DNAH14	NA	0	0	0
KAZN	NA	0	0	1
PRUNE2	NA	0	0	0
BBS1	-0.6246486250000001	0	0	0
GPR89B	0.07863275	0	0	0
HACL1	-0.20480425000000002	0	0	0
BTD	-0.57250975	0	0	0
SLFN13	NA	0	0	0
IL20RA	-0.53435775	0	0	0
RNLS	NA	0	0	0
ZNF473	-0.43485450000000003	0	0	1
VRK3	-1.016494125	0	0	1
DYNC1I1	NA	0	0	0
CASP10	-0.483314625	0	0	0
TSNAXIP1	NA	0	0	0
RANBP10	NA	0	0	0
ADCY5	-1.0754555833350001	0	0	0
FKRP	-1.9222792499999999	0	0	1
STRN4	-0.8085592500000001	0	0	0
PCYT2	-1.7233275	0	0	0
DUS4L	-1.079404625	0	0	0
COG5	NA	0	0	0
CSDC2	0.036709124999999995	0	0	0
RNF144A	-1.391991125	0	0	0
TROVE2	NA	0	0	0
UCHL5	-0.098473375	0	0	0
SORBS3	NA	0	0	0
KRBA2	NA	0	0	0
OLFML2A	-0.71801075	0	0	0
HIST2H2BF	-0.621242625	0	0	0
TMEM140	NA	0	0	0
CEP290	NA	0	0	0
TMTC3	NA	0	0	0
GIPC2	NA	0	0	0
GBP2	-0.4084715	0	0	0
LASS4	NA	0	0	0
LIM2	NA	0	0	1
ADAL	-3.298559875	0	0	0
LCMT2	-1.2439594999999999	0	0	0
GPX7	-1.291891875	0	0	0
FAM162B	NA	0	0	0
HSD11B1L	-0.648577375	0	0	1
KIAA1324L	NA	0	0	0
ZSCAN20	-0.61506925	0	0	1
LRRC67	NA	0	0	0
TNFSF10	-0.1972695	0	0	0
MALL	NA	0	0	1
BNIP1	-0.716950625	0	0	0
PTN	-1.1540925	0	0	0
ITGB3BP	-0.6608106666664999	0	0	0
EFCAB7	-0.23261199999999999	0	0	0
B3GALT2	-0.449721875	0	0	0
ALS2CL	-0.6232995	0	0	0
KIAA0226L	NA	0	0	0
TOM1L2	0.30407275	0	0	0
COX15	-0.525303875	0	0	0
CUTC	-0.0038692500000000003	0	0	0
TUBA4B	-3.309475875	0	0	0
NDUFA2	-0.116671	0	0	0
IK	-0.24918975	0	0	0
RUNX3	-0.6302881250000001	0	0	0
ARHGEF37	NA	0	0	0
CHEK2	0.027561000000000002	1	0	0
HSCB	-0.9323026249999999	0	0	0
KLHL14	NA	0	0	0
VGLL2	NA	0	0	0
MRP63	NA	0	0	0
SKA3	NA	0	0	0
GRIA4	-0.218473	0	0	0
NRBP2	-0.964762625	0	0	0
RNF43	-0.41370487499999997	1	0	0
CIITA	-0.615397125	1	0	0
FMO5	-1.1145844999999999	0	0	0
MYCBPAP	NA	0	0	0
CPNE5	NA	0	0	0
LLGL2	NA	0	0	0
SLC44A2	NA	0	0	0
GPER	NA	0	0	0
TRAPPC2L	-1.335129125	0	0	0
GALNS	-0.61323275	0	0	0
LRRC48	NA	0	0	1
HLCS	-0.621798375	0	0	0
CARD6	NA	0	0	0
POU4F1	-0.813104375	0	0	0
KCNJ8	-0.7664357500000001	0	0	1
MKRN3	-0.533506875	0	0	0
FRRS1	-0.8428405	0	0	1
RNASET2	0.04670925	0	0	0
NGFR	-1.09915025	0	0	0
DCDC2	NA	0	0	0
RNASEL	-0.62264875	0	0	0
FOXG1	-0.4644455	0	0	0
ACD	NA	0	0	0
IRF5	-0.527792125	0	0	0
RPP38	-1.88494425	0	0	0
C10ORF111	NA	0	0	1
IL18R1	-0.088805625	0	0	0
ITGB2	-0.33346175	0	0	0
WISP1	-2.123149625	0	0	0
LY6G5C	NA	0	0	0
ACACA	-0.73668775	0	0	0
LHPP	0.21159075	0	0	0
TADA2A	-0.7409515	0	0	0
PPP1R1B	-0.268789375	0	0	0
GLS2	-0.7998427083335	0	0	0
DYNC2LI1	NA	0	0	0
SARS2	-0.29172470833349995	0	0	0
MRPS12	NA	0	0	0
B3GNT9	NA	0	0	0
FIBCD1	-0.62426275	0	0	0
CD40	-1.2764677500000001	0	0	0
KAL1	-0.851388625	0	0	1
C3ORF33	-1.3266244999999999	0	0	0
DOCK8	NA	0	0	0
SLC17A7	-0.67349725	0	0	0
CLMN	NA	0	0	0
MLF1	NA	1	0	0
ZNF484	-0.6993486250000001	0	0	1
C12ORF39	NA	0	0	1
HARS2	-0.30533587500000003	0	0	0
HARS	-0.5630185	0	0	0
GAL3ST4	-0.361088375	0	0	1
C10ORF125	NA	0	0	0
PIGO	-0.14267649999999998	0	0	1
ST6GAL2	0.630992	0	0	0
ATP5S	-0.838540625	0	0	1
L2HGDH	-0.104536375	0	0	0
ZNF491	-0.92033925	0	0	1
TCTN2	NA	0	0	0
THOC3	-1.0664128750000001	0	0	0
CTNS	-0.935873	0	0	0
SHPK	-0.74368	0	0	0
ZNF280B	NA	0	0	0
DLX3	-0.7979207500000001	0	0	1
C11ORF9	NA	0	0	0
DAPK2	0.46466712499999996	0	0	0
MAMSTR	NA	0	0	1
P2RX5	0.022255125	0	0	1
MPST	-0.805413625	0	0	0
TST	-0.41485625	0	0	0
LGR5	0.006567125	0	0	0
SLC44A5	-3.298559875	0	0	0
PKD2L2	-0.5177152916665	0	0	0
NEFM	NA	0	0	0
ZNF415	-1.33104325	0	0	0
RNF165	NA	0	0	1
TOR2A	NA	0	0	0
C18ORF56	NA	0	0	0
ECSIT	-0.7006275	0	0	1
C1R	-0.4323965833335	0	0	0
TMPPE	NA	0	0	0
GLB1	-1.092734875	0	0	0
PMS2	0.590863	1	0	0
AIMP2	0.118313625	0	0	0
GTF2H5	-0.58495875	0	0	0
SERAC1	NA	0	0	0
SLC16A10	-0.88345175	0	0	0
SLC16A11	-0.5288437500000001	0	0	1
LRRC45	NA	0	0	1
STRA13	-0.499462875	0	0	0
RPL39L	NA	0	0	0
LRRC29	-0.6211605	0	0	1
TMEM208	NA	0	0	0
SNAPC5	-0.28846412499999996	0	0	1
PTPLAD2	-0.137328375	0	0	0
GNPTG	-0.423354	0	0	0
C16ORF42	NA	0	0	0
RDH13	0.15177400000000002	0	0	1
ZNF630	NA	0	0	1
FDX1L	-0.6793526249999999	0	0	0
ADM2	NA	0	0	0
COPZ1	-1.900567125	0	0	0
DMD	-0.768215	0	0	0
KIAA0930	-3.298559875	0	0	0
TYMS	-0.650117125	0	0	0
ABCG4	-0.502016875	0	0	0
TRADD	-0.369856375	0	0	0
FBXL8	NA	0	0	0
SLCO4A1	-0.42183125	0	0	0
RNFT2	0.032579625	0	0	0
C12ORF49	-0.140947125	0	0	1
MST1	0.01217625	0	0	0
IFT81	NA	0	0	0
IGDCC3	NA	0	0	1
TMEM104	NA	0	0	0
NAT9	NA	0	0	1
ZNF485	-0.44029975	0	0	1
CDK18	-0.919467875	0	0	0
FES	-0.0849695	1	1	0
LRRC49	-0.71801075	0	0	0
THAP10	NA	0	0	1
ILDR2	NA	0	0	1
KLC4	NA	0	0	1
MRPL2	NA	0	0	1
RSPO2	0.006265375	1	0	0
HAAO	-1.3765248749999999	0	0	0
C20ORF12	NA	0	0	0
POLR3F	-0.168423125	0	0	0
GLMN	-1.332136625	0	0	0
RPAP2	NA	0	0	0
GINS2	NA	0	0	0
PIGG	NA	0	0	0
ZNF721	-1.14378525	0	0	1
MRPL43	NA	0	0	0
C10ORF2	-0.6140831250000001	0	0	1
TSPYL5	NA	0	0	0
NUP188	NA	0	0	0
DOLK	NA	0	0	1
DGCR14	0.7403867500000001	0	0	0
BEND5	NA	0	0	0
TMEM144	NA	0	0	0
FAM83H	NA	0	0	0
TXNDC6	NA	0	0	0
RGS16	-0.65663375	0	0	0
FRS3	-0.2050905	0	0	0
CCDC75	NA	0	0	0
HEATR5B	NA	0	0	0
FRMPD4	NA	0	0	0
ESYT3	NA	0	0	0
POLDIP2	-0.206403375	0	0	0
TMEM199	NA	0	0	0
RNASEH2A	-0.884655875	0	0	0
RGS7	0.05116145833335	0	0	0
NUDT7	-0.44894100000000003	0	0	0
ZNF714	-1.377898875	0	0	1
AMIGO3	NA	0	0	0
GATM	-1.01925725	0	0	0
MOAP1	NA	0	0	0
C14ORF109	NA	0	0	0
SCRN3	NA	0	0	1
CIR1	-0.5535177499999999	0	0	0
PYROXD2	-0.144538875	0	0	0
LHX2	-1.25130125	0	0	0
RNF115	-0.450870375	0	0	0
POLR3C	0.43180399999999997	0	0	0
RELB	-0.45306775	0	0	0
MRPL49	NA	0	0	0
FAU	-1.0505236249999998	0	0	0
ABI3BP	NA	0	0	0
NALCN	0.037588250000000004	0	0	0
TSPAN7	NA	0	0	0
ZFP2	-0.8194656250000001	0	0	0
C5ORF55	NA	0	0	1
EXOC3	-0.25529025	0	0	0
CHST1	-0.503612	0	0	0
LIG1	-0.358871	0	0	0
C19ORF68	-0.426357125	0	0	0
NUDT17	NA	0	0	0
LRWD1	NA	0	0	0
ALKBH4	NA	0	0	1
ARNT2	-1.05546825	0	0	0
SPOCK3	-1.058554	0	0	0
FAM180A	-3.298559875	0	0	1
IL11RA	-0.684496	0	0	0
MRE11A	-0.0144045	0	0	0
ANKRD49	-0.9659528749999999	0	0	0
TMEM108	NA	0	0	1
AQP3	-0.477139875	0	0	0
WRAP73	NA	0	0	0
NTN3	NA	0	0	1
MAGEE1	-0.593565	0	0	0
GRHL2	-0.461647875	0	0	0
PCYOX1L	-1.103090375	0	0	0
MMP25	-0.486165375	0	0	0
KLF8	0.03583583333335	0	0	0
SLC30A3	-0.35380999999999996	0	0	1
KIF4A	0.261265875	0	0	0
PDZD11	NA	0	0	1
TMEM35	NA	0	0	1
CLPB	-0.20935900000000002	0	0	0
TMEM200C	NA	0	0	1
GLB1L	-1.967054	0	0	1
STK16	-1.3986285	0	0	0
COQ9	NA	0	0	0
CIAPIN1	NA	0	0	0
ZSCAN4	0.10297054166649999	0	0	1
NR1H2	-0.0485485	0	0	0
SLC15A3	-1.2807825	0	0	0
LCN12	-0.9265455	0	0	0
ERI2	NA	0	0	0
LOC81691	NA	0	0	1
HNF1B	0.041855375	0	0	0
PLEKHN1	NA	0	0	0
POLL	-0.68720625	0	0	0
DPCD	NA	0	0	0
HAUS7	-2.622322875	0	0	1
HFM1	NA	0	0	0
MRPL47	NA	0	0	0
NDUFB5	-0.34655125	0	0	0
ALDH3B1	-0.704837	0	0	0
HAUS5	NA	0	0	0
SRR	-2.04712125	0	0	0
SMG6	-1.0152839999999999	0	0	0
HAPLN3	NA	0	0	0
B3GNT4	-0.501238625	0	0	0
PRICKLE4	-1.0865303750000002	0	0	0
ZNF540	-0.200982375	0	0	0
EIF1AY	-3.7456965	0	0	0
RGPD5	-0.6376280000000001	0	0	0
SRSF12	NA	0	0	0
NOX4	-0.634371375	0	0	0
FAM110C	NA	0	0	0
CA5B	-0.9323026249999999	0	0	0
FGF18	-1.130577625	0	0	0
DPF1	-0.261258375	0	0	0
C6ORF57	NA	0	0	0
ANAPC16	-2.11166125	0	0	1
ASCC1	NA	0	0	0
KIAA0319	NA	0	0	0
ADCY4	-0.837246375	0	0	0
CIB2	-0.60063325	0	0	1
GRIA2	-0.5440438750000001	0	0	0
ZNF578	-0.5767767500000001	0	0	1
STAT4	0.543282625	0	0	0
C3ORF15	NA	0	0	0
CBWD3	NA	0	0	1
RBKS	0.42740337500000003	0	0	0
BRE	-1.11632675	0	0	0
NTHL1	-1.622120625	1	0	0
TSC2	-0.444025875	1	0	0
MARVELD2	-1.9163448333350002	0	0	0
ASRGL1	-0.47452475	0	0	0
HOXC4	-0.591763	0	0	0
D4S234E	NA	0	0	0
ZSWIM2	-0.060754625	0	0	0
FBF1	NA	0	0	0
KIF5A	-1.03423175	0	0	0
SGSH	-0.25134175000000003	0	0	1
RIPPLY2	NA	0	0	0
FAM150B	NA	0	0	0
CETN2	-0.6671996250000001	0	0	0
NSDHL	-0.789575625	0	0	0
BCAM	NA	0	0	0
APBA3	NA	0	0	0
MRPL54	NA	0	0	0
TSPAN2	NA	0	0	0
HPSE	NA	0	0	0
DDX28	-0.582254125	0	0	0
FAM114A2	NA	0	0	1
MFAP3	-0.911072375	0	0	0
FLT3LG	-1.2621441249999998	0	0	0
CREG2	NA	0	0	1
C14ORF21	NA	0	0	0
DHRS1	-0.3923109166665	0	0	0
CTSK	0.5532442500000001	0	0	0
ZNF385B	-1.7917108750000001	0	0	0
C7ORF70	NA	0	0	0
MRPL37	-1.35101825	0	0	0
CYB5RL	-3.298559875	0	0	0
KDM5D	-0.9502195	0	0	0
NOL4	NA	0	0	0
RASL10B	-0.692533	0	0	0
TNFRSF11A	-0.30946462500000005	0	0	0
PARD6A	NA	0	0	0
RNF215	NA	0	0	1
ATP5SL	NA	0	0	1
NKAIN2	NA	0	0	0
ELMO1	0.28944325	0	0	0
CSPG4	NA	0	0	0
CHP	NA	0	0	0
VWDE	NA	0	0	1
LRGUK	NA	0	0	0
EFCAB4B	NA	0	0	0
TRIM36	-0.2289285	0	0	0
FCF1	-1.31674925	0	0	0
KIAA0317	NA	0	0	0
NDRG2	NA	0	0	0
IL27RA	-1.22315225	0	0	0
LRRC61	NA	0	0	1
KLF14	-0.14532375	0	0	0
SLC6A8	-0.04852629166665	0	0	0
MPPED2	-0.35121037499999996	0	0	0
CABLES2	NA	0	0	0
C6ORF203	NA	0	0	0
ZNF784	0.021241125	0	0	0
EMB	NA	0	0	0
ZNF300P1	-0.933739875	0	0	0
AMIGO1	NA	0	0	0
PCSK9	-0.754893875	0	0	1
RAG2	-0.394915	0	0	0
SHROOM2	NA	0	0	0
TMEM37	NA	0	0	0
ZBTB8B	-0.526137875	0	0	0
ZNF620	-1.050641958335	0	0	0
RASD2	-0.040164125	0	0	1
C1ORF101	NA	0	0	0
S1PR5	-0.41905729166649996	0	0	0
GPX3	-0.49844525	0	0	0
MFAP4	NA	0	0	0
SLC26A11	-0.86178375	0	0	0
ESR2	-0.26357762500000004	0	0	0
ZNF788	-1.1779152499999999	0	0	0
IFI44	NA	0	0	0
LRRC2	-0.810779125	0	0	0
CCDC120	NA	0	0	0
DGAT2	-0.5722475	0	0	0
HECW1	-0.4744965	0	0	0
CBX5	-0.14358674999999999	0	0	0
SYTL4	-0.2882265	0	0	0
PRSS35	-0.5036575000000001	0	0	0
MYO15B	NA	0	0	0
TFAP2B	-0.286852875	0	0	0
COIL	NA	0	0	0
TATDN3	NA	0	0	0
NSL1	-1.81340325	0	0	0
ZNF572	-0.34355800000000003	0	0	0
FGF12	-0.15908475	0	0	0
GNAZ	-0.801203875	0	0	1
SDK1	-0.345315	0	0	0
KRT5	-0.6649719999999999	0	0	0
C7ORF28B	NA	0	0	0
ZNF418	-0.8339483750000001	0	0	1
CYP11A1	-0.8027815	0	0	0
BHLHB9	NA	0	0	0
PCOTH	NA	0	0	0
MIPEP	-0.143754875	0	0	0
SNX22	-3.298559875	0	0	1
MMAB	-2.062183125	0	0	0
MVK	0.0037845	0	0	0
TNFRSF10C	-0.04249125	0	0	0
UNQ766	NA	0	0	0
ZNF334	0.200334625	0	0	1
ARSI	NA	0	0	0
ZNF781	-1.395493	0	0	1
CTSH	-0.24126525	0	0	0
CC2D2A	NA	0	0	0
LRRC23	NA	0	0	0
EAF2	-0.575974875	0	0	0
IQCB1	NA	0	0	0
SLITRK3	NA	0	0	0
PRSS27	-0.135677	0	0	0
EIF2B1	-1.347237375	0	0	0
GTF2H3	-0.9679282499999999	0	0	0
ZNF681	-0.4097695	0	0	0
DPYSL4	-0.444415	0	0	0
IRF8	-0.902941	0	0	0
SLC1A2	-0.9364333333335	0	0	0
ONECUT2	-0.385160375	0	0	0
PIP5K1B	-0.719955125	0	0	0
