Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Tuberculosis	7/179	0.4734470672136359	0.7327723452351751	0	0	1.0787902138316317	0.8066278006561681	NFYA;BCL2;AKT1;MAPK1;JAK2;CALM2;MYD88
Vasopressin-regulated water reabsorption	2/44	0.47720853230235566	0.7349011397456278	0	0	1.2539184952978057	0.9276510457538856	GNAS;PRKACA
Pantothenate and CoA biosynthesis	1/19	0.5043395515202587	0.7728188152648741	0	0	1.4519056261343013	0.9938374220252211	PANK2
Nucleotide excision repair	2/47	0.5121952636757791	0.7809709960997027	0	0	1.173881144534116	0.785384419404951	DDB1;PCNA
Sphingolipid metabolism	2/47	0.5121952636757791	0.7771238483356647	0	0	1.173881144534116	0.785384419404951	UGCG;SGMS1
One carbon pool by folate	1/20	0.5223242859511041	0.7886072552595101	0	0	1.3793103448275863	0.8958160641839739	MTHFR
Systemic lupus erythematosus	5/133	0.5308386950383993	0.7975527710820829	0	0	1.0370754472387866	0.6567768521769698	H3F3A;HIST1H3B;HIST1H2AC;HIST1H2BD;SNRPB
Arginine and proline metabolism	2/49	0.5346470796994606	0.7993752453758924	0	0	1.1259676284306825	0.7050228446146573	AMD1;SMS
N-Glycan biosynthesis	2/50	0.5456040106941672	0.8118165956222392	0	0	1.1034482758620692	0.668537182345774	B4GALT1;MAN1A1
RNA degradation	3/79	0.5497262583683173	0.8140177287377006	0	0	1.0475774770842428	0.6268020986954002	CNOT1;XRN2;TOB1
Mannose type O-glycan biosynthesis	1/23	0.5724617739209887	0.8436278773572465	0	0	1.199400299850075	0.6690366611414398	B4GALT1
ECM-receptor interaction	3/82	0.5751258245125132	0.8435178759516859	0	0	1.0092514718250631	0.5582840405897902	SDC4;ITGB4;COL4A1
Glycosaminoglycan biosynthesis	2/53	0.5773806603965538	0.8428115801049222	0	0	1.040988939492518	0.5717668253532251	B4GALT1;HS6ST1
Vitamin digestion and absorption	1/24	0.5879778335626593	0.8542319468740522	0	0	1.1494252873563218	0.610420723927341	SCARB1
Parkinson disease	5/142	0.5892902206997978	0.8521191923734165	0	0	0.9713453132588636	0.5136828383193467	VDAC1;PRKACA;NDUFV2;UBE2L3;GNAI2
GABAergic synapse	3/89	0.6307852386658775	0.9078591285471509	0	0	0.9298721425803952	0.4284756219827559	GNB1;PRKACA;GNAI2
Biosynthesis of unsaturated fatty acids	1/27	0.6312325545943012	0.904277334023464	0	0	1.0217113665389528	0.47006992087939947	SCD
Collecting duct acid secretion	1/27	0.6312325545943012	0.9000908648844664	0	0	1.0217113665389528	0.47006992087939947	ATP6V1C1
Butanoate metabolism	1/28	0.6446183984664995	0.9149422429847089	0	0	0.9852216748768473	0.4326076527616922	HMGCS1
Ribosome	5/153	0.6549459928142646	0.9253365403063921	0	0	0.9015100292990761	0.38152129859369843	RPS9;RPS19;RPL12;RPL11;RPS3
Pentose phosphate pathway	1/30	0.6699519109325998	0.9422154729097749	0	0	0.9195402298850576	0.3683212357705907	TKT
Cytosolic DNA-sensing pathway	2/63	0.6713535959971847	0.9398950343960586	0	0	0.8757525998905309	0.34895177853133524	POLR3B;POLR3H
Galactose metabolism	1/31	0.6819340787482625	0.950387765857307	0	0	0.8898776418242492	0.3406649918018408	B4GALT1
Mucin type O-glycan biosynthesis	1/31	0.6819340787482625	0.9461067398849768	0	0	0.8898776418242492	0.3406649918018408	B4GALT5
beta-Alanine metabolism	1/31	0.6819340787482625	0.9418641087644164	0	0	0.8898776418242492	0.3406649918018408	SMS
Glycolysis / Gluconeogenesis	2/68	0.7116135987993015	0.9784686983490396	0	0	0.8113590263691685	0.2760407409328847	PKM;PGK1
Allograft rejection	1/38	0.7544874375593266	1.0	0	0	0.7259528130671506	0.20451299523311786	HLA-A
Pyruvate metabolism	1/39	0.7634041560826033	1.0	0	0	0.7073386383731212	0.19095858144056752	PKM
Cell adhesion molecules (CAMs)	4/145	0.7753893059893153	1.0	0	0	0.760998810939358	0.19359052209893335	SDC4;HLA-A;CD58;GLG1
Synaptic vesicle cycle	2/78	0.7797675751739712	1.0	0	0	0.7073386383731212	0.1759571241377293	NAPA;ATP6V1C1
Graft-versus-host disease	1/41	0.7802790583681382	1.0	0	0	0.6728343145500422	0.166932653418512	HLA-A
Homologous recombination	1/41	0.7802790583681382	1.0	0	0	0.6728343145500422	0.166932653418512	RAD50
Porphyrin and chlorophyll metabolism	1/42	0.7882602483881437	1.0	0	0	0.6568144499178982	0.15627387796229766	EPRS
Type I diabetes mellitus	1/43	0.7959519106168597	1.0	0	0	0.6415396952686447	0.14640994948558525	HLA-A
Taste transduction	2/83	0.808237737216478	1.0	0	0	0.6647278770253429	0.14151992323035023	ITPR3;PRKACA
ABC transporters	1/45	0.8105082285750158	1.0	0	0	0.6130268199233717	0.12879312514348515	ABCA1
Glycosphingolipid biosynthesis	1/45	0.8105082285750158	1.0	0	0	0.6130268199233717	0.12879312514348515	B4GALT1
Ether lipid metabolism	1/47	0.8240274518429369	1.0	0	0	0.586940572267058	0.11360318960190113	PAFAH1B1
Intestinal immune network for IgA production	1/48	0.8304214232752093	1.0	0	0	0.5747126436781609	0.1067942345755588	CXCR4
Valine, leucine and isoleucine degradation	1/48	0.8304214232752093	1.0	0	0	0.5747126436781609	0.1067942345755588	HMGCS1
Protein digestion and absorption	2/90	0.8425793556067942	1.0	0	0	0.6130268199233717	0.10500378884908476	COL4A1;PRSS3
Autoimmune thyroid disease	1/53	0.8590746553246871	1.0	0	0	0.520494469746259	0.07906282430687156	HLA-A
Fanconi anemia pathway	1/54	0.8641967096479735	1.0	0	0	0.5108556832694764	0.07456187120716175	USP1
Hematopoietic cell lineage	2/97	0.8712483580998795	1.0	0	0	0.5687877710629222	0.07839499548839436	FLT3;KIT
Lysine degradation	1/59	0.8871493516506774	1.0	0	0	0.467562828755114	0.055986876650134625	ASH1L
Glycerolipid metabolism	1/61	0.8952061264462445	1.0	0	0	0.45223289994347093	0.0500627601337771	DGKD
Arachidonic acid metabolism	1/63	0.9026884269612743	1.0	0	0	0.43787629994526545	0.04482882418422188	PTGES3
RIG-I-like receptor signaling pathway	1/70	0.9249174231291643	1.0	0	0	0.39408866995073893	0.030758942954685935	TRAF3
Cardiac muscle contraction	1/78	0.9441817378241423	1.0	0	0	0.3536693191865606	0.02031356763377947	ATP2A2
Purine metabolism	2/129	0.9505270657275336	1.0	0	0	0.42769313017909655	0.021700568706348646	PKM;PDE7A
Oxidative phosphorylation	2/133	0.9562567232568618	1.0	0	0	0.41483017889551466	0.01855488224392381	NDUFV2;ATP6V1C1
Cytokine-cytokine receptor interaction	6/294	0.9578822996915052	1.0	0	0	0.5629838142153413	0.024225401270384292	MPL;CXCR4;CCR7;INHBA;IL6ST;TGFBR1
Glycerophospholipid metabolism	1/97	0.9724093906721123	1.0	0	0	0.2843938855314611	0.00795688002151712	DGKD
Lysosome	1/123	0.989491029527506	1.0	0	0	0.22427810485001407	0.002369403900769141	LAPTM5
Neuroactive ligand-receptor interaction	2/338	0.9999488966234308	1.0	0	0	0.16323199347072026	8.341919182412334E-6	PRSS3;NR3C1
Olfactory transduction	3/444	0.9999858026246908	1.0	0	0	0.18639328984156572	2.64631427639384E-6	GNB1;PRKACA;CALM2
