Gene	Missense_entropy
TMEM186	0.094305
RBP1	0.124812
MOSPD1	0.03421
PRPF18	0.067598
FCGRT	0.135371
DDX19B	0.045356
DGCR6	0.019858
ERAP2	0.062799
OSCP1	0.297656
GNG3	0.094407
SYNJ2BP	0.068384
HDHD3	0.115012
TMEM173	0.098348
SP5	0.028513
CTSO	0.117029
BSCL2	0.102908
RFTN2	0.114994
ARL9	0.022105
RBM41	0.093433
ABCC9	0.137867
CNKSR2	0.100096
ZNF286A	0.058117
EIF2D	0.072526
COX11	0.032375
STXBP4	0.076474
LYRM4	0.086472
FARS2	0.09552
TMEM209	0.051029
FKBP1B	0.026595
C2ORF44	0.194883
NUDT6	0.063815
SPATA5	0.050409
NOTCH3	0.134995
SLC25A21	0.087918
RECQL4	0.177308
C6ORF125	0.03793
LRRC40	0.074657
SRSF11	0.065542
PTK2B	0.109763
KCNG3	0.085546
SSR4	0.025727
GALM	0.190424
IDH3G	0.047335
COMMD1	0.098064
C8ORF73	0.039007
HIST1H4F	0.063262
CDYL2	0.11459
ZNF239	0.068787
FAM26E	0.097271
SORL1	0.096858
ICOSLG	0.069663
GEMIN6	0.235011
KIF3A	0.175172
DNAH2	0.088146
FAM165B	0.0
NOP10	0.084528
EME2	0.033891
MRPS34	0.212073
NDUFA8	0.025727
SVIP	0.133767
SEL1L	0.051546
SPON2	0.059486
C3ORF57	0.143841
TCRBC2	0.057605
BTN2A3	0.980268
HSD17B4	0.199625
DHX40	0.054483
TRPV2	0.126662
CRBN	0.042602
RIN2	0.088877
USP2	0.084115
HDAC10	0.045821
FAM73A	0.106128
PLEKHG1	0.054941
CAMK1	0.070017
HIGD2A	0.039755
NOP16	0.038522
COQ7	0.089095
OTX2	0.081358
KIAA1409	0.086228
BTBD7	0.102697
ALG1	0.063879
CDNF	0.048728
P2RX6	0.149068
CCDC101	0.081627
DMPK	0.07606
TXNL4B	0.072789
DHX38	0.106441
HAUS1	0.053569
BCAS4	0.085754
WDR13	0.094382
SGSM3	0.030829
OIP5	0.042437
NUSAP1	0.052516
C20ORF7	0.062579
ESF1	0.083563
MUTED	0.093276
C18ORF19	0.053021
RNMT	0.067077
TRIM56	0.082549
DDX24	0.059838
IFI27L1	0.074578
RSPH4A	0.017224
PDE4B	0.079615
CYP27A1	0.06213
ZBTB39	0.052546
NYNRIN	0.078095
POFUT1	0.090666
PLAGL2	0.126413
FOXB1	0.09211
SNPH	0.093993
ZNF354B	0.042454
IQGAP2	0.084656
SLC25A20	0.043154
RFC5	0.03913
ZNF431	0.115799
CLU	0.059662
PNO1	0.022747
WDR92	0.177689
SAAL1	0.062585
KIF7	0.10319
ZNF626	0.354653
DTX3	0.127461
FIZ1	0.063891
CABYR	0.043891
GUCY1A2	0.159467
NME4	0.047454
ERP29	0.021497
TMEM116	0.065743
KLHL4	0.163868
UBXN2B	0.116106
BEX4	0.063061
SFXN3	0.066169
PDK3	0.088869
PTER	0.031116
VMAC	0.03625
NDUFA11	0.0
ARMC2	0.059001
ERCC4	0.115695
PDGFRL	0.063691
NAPRT1	0.053842
ZNF155	0.074676
LDOC1	0.127747
C17ORF28	0.071623
NIPSNAP1	0.089207
KBTBD3	0.12243
AASDHPPT	0.051815
ZC3H8	0.05332
ABLIM2	0.101243
DHPS	0.10177
PPIL3	0.098647
NIF3L1	0.103151
UTY	0.042239
KLHL3	0.111201
ZFP3	0.039594
MTM1	0.112395
ZNF611	0.141919
CMAS	0.032727
ORC3	0.09176
RARS2	0.321318
KIAA0495	0
ADK	0.048797
AP3M1	0.035203
RMI2	0.019858
RIPK1	0.071852
MYEF2	0.074961
ZNF549	0.091026
NME3	0.03793
EBP	0.103975
GPRASP1	0.073728
FAM134C	0.096713
TUBG1	0.05513
POLR2I	0.058892
TBCB	0.069065
ZNF772	0.067598
RTN4RL1	0.050276
CYFIP2	0.06894
NDOR1	0.08678
TMEM203	0.11474
CARD8	0.183528
ZNF524	0.113761
SIX3	0.040236
ZNF483	0.101648
VRK1	0.055495
ATMIN	0.051012
SPR	0.026595
CDK5RAP3	0.061053
GSTM3	0.408633
ZNF563	0.306968
MBLAC2	0.067817
POLR3G	0.062016
GALNTL2	0.101284
EIF3G	0.041059
NEDD8	0.133767
GMPR2	0.065541
UNC93B1	0.171381
SOX7	0.105099
UBE2CBP	0.076016
DOPEY1	0.166314
TMEM56	0.049752
EDARADD	0.175313
ADAMTS4	0.089877
MEGF11	0.111662
PODN	0.126554
HVCN1	0.137633
TMEM146	0.106309
ANKAR	0.094658
TRAIP	0.113897
SACS	0.109507
CAMK2N2	0.0
RANBP17	0.061308
SPATA13	0.105031
LMAN2L	0.03585
SEC16A	0.17398
C9ORF163	0.0
UBXN11	0.446994
RUFY3	0.070229
SIPA1	0.072213
MAN2B2	0.113388
ANKMY1	0.112025
URB2	0.070618
TAF5L	0.076584
CALCRL	0.116501
HCST	0.098951
NHEDC1	0.347315
ZNF707	0.072521
ANXA3	0.059486
KLHL18	0.171679
KIF9	0.076865
IL11	0.019858
MAP9	0.114255
DNAJC30	0.055018
WBSCR22	0.04226
BAD	0.120001
PET112L	0
NAE1	0.041969
RMND1	0.064535
C6ORF211	0.031197
SPC24	0.085827
AK1	0.118761
SHISA3	0.158832
SNX8	0.05446
MKS1	0.110517
STEAP3	0.114463
PQBP1	0.041445
PDRG1	0.037355
C15ORF23	0.068384
SCNM1	0.052747
NANOS1	0.056751
ARFRP1	0.073055
ZGPAT	0.04965
TMEM30B	0.099714
TPD52L1	0.089207
TMEM17	0.074847
PRTFDC1	0.068379
CDKAL1	0.068091
C7ORF11	0.079204
C7ORF10	0.070159
TSGA14	0.063275
GDF5	0.157131
FUCA1	0.041564
SIM2	0.045783
YPEL4	0.041738
GANAB	0.10096
GPR153	0.12236
GALK2	0.050891
LRCH2	0.119584
GABRB1	0.155613
TTC1	0.070173
MYBPC2	0.119163
UBL4A	0.0347
QSOX2	0.070263
DDX47	0.065709
ZCCHC4	0.072524
LYSMD1	0.019858
PAPLN	0.094242
PSTK	0.069071
IFI30	0.079412
NOMO2	0.072306
TTC38	0.054363
GPR137	0.075045
RBBP9	0.173789
FGF13	0.159736
CPM	0.046003
MAST4	0.128761
DERA	0.027206
ZCCHC17	0.053391
SNRNP40	0.091128
MNS1	0.108095
BCKDHB	0.05457
CDC6	0.11639
SLC22A18	0.118667
CPEB3	0.075659
MARCH5	0.101341
SLC43A3	0.101979
CENPI	0.089263
DNAJC15	0.144714
ARSK	0.044307
TTC37	0.079442
PAIP2B	0.033269
PSMD13	0.09813
SIRT3	0.064843
GJB2	0.13008
MYOCD	0.156731
SEMA4F	0.088389
SHMT1	0.177244
ZNF146	0.115702
ZNF565	0.045742
PPP1R14C	0.366426
B3GALNT1	0.132776
HINT2	0.045425
SPAG8	0.125499
ANAPC2	0.057744
SSNA1	0.028513
CCDC115	0.039755
IMP4	0.082419
BORCS8-MEF2B	0.0
RFXANK	0.062363
RBM45	0.237076
DDX60	0.111132
GRIN1	0.083478
CORO1A	0.070185
ATP2A1	0.065917
FBXO15	0.166347
C18ORF55	0.125744
NOSIP	0.063829
PGBD1	0.08641
UROS	0.122834
BCCIP	0.052434
ZBTB3	0.05429
ING4	0.07783
NEURL1B	0.098436
ERI3	0.145692
TBX6	0.052431
SGTB	0.091842
SPTLC3	0.154032
NLN	0.047304
CACNA1G	0.097223
WDR83	0.031525
MAN2B1	0.110978
C19ORF56	0.0
TMEM175	0.099522
GAK	0.053496
ZFY	0.061186
PER3	0.377644
VAT1L	0.154629
NAP1L3	0.127146
ASPHD1	0.083808
TMEM154	0.079498
TTC26	0.053547
CCL2	0.041059
SATB1	0.083878
FABP3	0.015203
SPEF2	0.115077
PEX11A	0.05332
BCAP31	0.084579
NEK3	0.0
ZXDA	0.076268
SSPN	0.053204
ZNF582	0.068315
SSTR2	0.074446
ZNF589	0.094272
ZIK1	0.089463
ZNF189	0.042966
MRPL50	0.11559
RAB33A	0.142403
TUBGCP4	0.055854
BLOC1S3	0.0
TRAPPC6A	0.0
CTU2	0.056466
RNF166	0.024913
SUSD1	0.136279
ALX1	0.052686
ARL3	0.081022
SFXN2	0.058466
ZMAT2	0.042191
PCOLCE2	0.130796
DOCK6	0.107055
PGCP	0.120692
ESRP1	0.069214
RAD51C	0.12091
MRTO4	0.151978
KIAA0090	0.029213
FMN1	0.177838
SLC16A9	0.13717
TM7SF2	0.04151
VAMP5	0.075207
SPOCK1	0.141485
ZNF878	0.165588
PROS1	0.16217
ZNF737	0.346352
ARAP3	0.074362
ZNF275	0.060902
YPEL3	0.100353
ADAM23	0.099444
GPNMB	0.057551
MRPS10	0.018896
ACP1	0.285459
TCN2	0.082241
TMCO6	0.054885
POLE2	0.139558
PDCD11	0.083786
USMG5	0.0
TOP3B	0.096014
RASGRP2	0.04965
TOMM40L	0.028009
IRF9	0.067702
NLE1	0.105056
LIPA	0.144579
PQLC3	0.076998
FAM126B	0.175372
NDUFB3	0.052291
DAK	0.127217
DDB1	0.081113
HIST1H4I	0.090112
BBS2	0.059575
ZNF419	0.143724
TMEM206	0.156558
SUPT6H	0.076225
SDF2	0.039626
NUBP1	0.044457
VANGL2	0.11868
GCDH	0.088363
CLYBL	0.096775
PPT1	0.074413
SLC38A7	0.051318
THBS3	0.084787
ZNF880	0.323865
MEA1	0.039755
KLHDC3	0.059886
EFR3B	0.050862
CD14	0.037355
GGA3	0.043405
MRPS7	0.043048
STK19	0.383005
DOM3Z	0.033269
DNAJC28	0.063441
OSBPL7	0.082712
COL24A1	0.079684
L3MBTL2	0.089719
TMEM86A	0.225057
GPM6A	0.097316
TCTN3	0.189258
IMPDH2	0.066194
DYNLT3	0.0
DGKQ	0.038832
FNDC4	0.19053
SH3TC1	0.092401
NTRK2	0.096294
SLC39A11	0.100965
SLITRK1	0.138809
LRRC6	0.064596
MRPL52	0.058892
PALB2	0.121733
DCTN5	0.100353
NLRP1	0.112249
ZNF416	0.026595
ZFP1	0.029035
ZNF69	0.093452
MCM2	0.073713
C1ORF38	0.053366
SH3YL1	0.056876
ARAP2	0.082607
SIL1	0.045939
DDX3Y	0.031692
TAP2	0.071595
ACVRL1	0.082667
ACADSB	0.091184
IKZF5	0.058417
IPO4	0.077692
NOL12	0.060163
C17ORF48	0.084994
SCO1	0.047874
CCT6A	0.090848
PSPH	0.471368
SLC46A1	0.03397
SH3BP2	0.095617
COL25A1	0.118927
CCDC53	0.100134
TIMELESS	0.124503
TMEM171	0.04025
TTC28	0.091403
CSAD	0.095274
ZNF740	0.127475
ERCC2	0.738778
C9ORF6	0.041059
IKBKAP	0.068753
C17ORF89	0.0
C17ORF56	0.091011
IFT172	0.074625
COG8	0.049161
NIP7	0.0347
CDK5RAP2	0.080937
LYL1	0.039755
DCTN3	0.050484
CMBL	0.085054
HCN3	0.095277
ANKZF1	0.100522
ATG9A	0.099862
LMF1	0.053923
ZNF493	0.231138
EAF1	0.065205
METTL6	0.027845
ECHS1	0.044457
ALG10B	0.07437
IQSEC2	0.068524
COL19A1	0.105946
PLEKHM3	0.06596
MCM3AP	0.07032
AARS2	0.051539
N6AMT1	0.032594
HIST1H4C	0.138088
PVRL4	0.08421
MON1A	0.076426
TRMT2B	0.041022
STAC	0.159641
RARA	0.291409
ITFG1	0.096489
PHKB	0.095641
SEPN1	0.081228
CENPL	0.060787
DARS2	0.114534
ARHGAP1	0.032594
ZNF408	0.06737
FAM50B	0.113547
C9ORF96	0.106599
SURF4	0.061186
CRYZ	0.044547
TYW3	0.077675
IL17RD	0.184225
AAMP	0.068384
PNKD	0.293773
EFHD1	0.141633
TACSTD2	0.04847
CLGN	0.062339
VILL	0.136497
LRRN1	0.099455
IRAK3	0.074988
CMPK2	0.083725
FAM19A2	0.144396
ARHGEF7	0.099068
GPR137C	0.030717
TXNDC16	0.072253
MGAT4A	0.048442
SULF1	0.112975
APOO	0.053946
WRN	0.096704
HSD17B14	0.086923
MAPT	0.1218
PLEKHG4	0.102062
ZFP90	0.037403
CCDC142	0.065516
TTC31	0.10497
NRIP3	0.073055
CELF4	0.390036
ZNF354A	0.069199
PRRG4	0.046709
SLC4A1AP	0.178872
SUPT7L	0.201629
PI4KA	0.043947
SNAP29	0.098647
EYA1	0.118575
TNFAIP2	0.07057
JAM3	0.13644
HELQ	0.273398
MRPS18C	0.045034
THOC7	0.038522
ATXN7	0.054907
ABCA2	0.070958
DHRS13	0.050742
LTC4S	0.03625
PTGES2-AS1	0.048728
ACO2	0.116068
PTGES2	0.080694
PHF5A	0.439502
TXNRD3	0.020922
DNAH7	0.125258
ORC1	0.052736
PRPF38A	0.042437
APCDD1	0.100506
FGF20	0.113121
RELL2	0.020376
HDAC3	0.061095
CCDC88C	0.088302
AXIN1	0.122696
FBXO27	0.062235
DUS3L	0.061206
PTGS1	0.138019
ZSWIM7	0.039755
TTC19	0.053946
UNC119	0.065874
UTP14C	0.075392
SLC22A17	0.0824
POLE4	0.10644
IFT27	0.053021
MAU2	0.103758
SUGP1	0.089148
GSTM4	0.07585
ERP44	0.040814
INVS	0.08918
EXOSC6	0.0
TMEM181	0.055741
C1GALT1C1	0.110103
KIAA1467	0.070747
PTCD1	0.059194
CPSF4	0.038688
NDUFAF2	0.228811
ERCC8	0.045878
SYT14	0.117725
AP3B2	0.120539
INCA1	0.087558
NAALAD2	0.114637
DHX16	0.090392
TCTN1	0.057722
C14ORF2	0.0
CCDC56	0.0
CCDC64	0.076749
RBPMS2	0.057605
NSUN5	0.036795
SLC25A33	0.066169
SCAMP4	0.09766
ECE2	0.117009
ALG3	0.044403
TRIM6-TRIM34	0.079791
MYO19	0.012507
PIGW	0.0
OSBP2	0.091863
TCFL5	0.100597
NPR1	0.1028
GPR39	0.115457
TMCO4	0.087053
GDAP1	0.081213
FBXL13	0.096524
ARMC10	0.121918
PAFAH2	0.082628
ZNF85	0.108639
KCNN1	0.089522
SP140L	0.07505
HMOX2	0.024913
NMRAL1	0.212105
PDCD2L	0.063953
DUSP2	0.076818
SLC9A9	0.105812
R3HCC1	0.073061
CTSL2	0.073676
SLC17A9	0.097646
MREG	0.116305
MESP1	0.056861
ARHGAP19	0.046353
DHX37	0.072432
ADSSL1	0.051253
NEUROG2	0.045201
CNR1	0.127117
TINAGL1	0.088567
ZNF28	0.18665
PICK1	0.082875
ATP7B	0.088622
EIF1AD	0.015822
BANF1	0.0
SUMF1	0.042264
RAB27B	0.153011
OAS3	0.065369
TUBG2	0.097394
SLC2A9	0.309048
ABCC3	0.115261
GPR135	0.115288
MED9	0.059433
TATDN1	0.038212
NDUFB9	0.116305
UGT8	0.109257
NSA2	0.084401
GFM2	0.05666
TRUB2	0.04388
COQ4	0.104763
ADAMTS14	0.106477
ZNF519	0.174847
MZT1	0.133649
ADCK2	0.07578
C13ORF34	0.03421
FRZB	0.124216
NLRX1	0.067138
IDS	0.08996
PHF21B	0.140085
GPKOW	0.068149
PXMP4	0.129118
SRPX2	0.057954
ULBP3	0.05635
DYSF	0.108293
TAF1C	0.088942
IGFLR1	0.039755
XRCC4	0.070017
TMEM167A	0.048728
ZNF619	0.067189
PPAPDC1A	0.106673
OS9	0.078823
THG1L	0.085222
DDX49	0.04397
COPE	0.04264
PLXNA4	0.134791
LIPE	0.073277
FASTKD1	0.079217
PFDN2	0.038522
NIT1	0.099981
BIRC3	0.101508
IGSF3	0.346964
RNF123	0.074137
MTCP1NB	0.0
BRCC3	0.116875
ZNF530	0.077217
B3GNT8	0.054823
SH3D20	0.026595
HRSP12	0.11474
POP1	0.0765
RHPN1	0.046919
TTC25	0.088774
FGF10	0.093852
ENOX2	0.101127
HMGN5	0.012308
GLO1	0.039755
C2ORF28	0.023427
SLC5A6	0.087539
ZNF273	0.116861
OSBPL10	0.089432
E2F1	0.175473
SLC2A4	0.078299
ZNF862	0.059629
TRAK2	0.046896
STRADB	0.07028
PPFIA4	0.121972
SH3BGRL	0.0
TRPC6	0.096322
RASSF10	0.0
PLCE1	0.170044
SPC25	0.027522
MTRF1	0.051815
KCNIP2	0.091036
TMEM160	0.043891
ECHDC2	0.155389
RARRES1	0.172122
PDZD7	0.073663
EOMES	0.114807
TAZ	0.053366
CPNE7	0.056557
DPH2	0.065106
C17ORF37	0.093276
SERPING1	0.123128
MSTO1	0.239631
EXOC4	0.066604
ZNF138	0.196169
ZNF773	0.10992
ZCRB1	0.104157
PPHLN1	0.334771
ZNF488	0.069862
GSDMD	0.099016
CLDN7	0.041738
VPS37D	0.020376
TREX1	0.024913
SNAPIN	0.047038
NDUFC1	0.05755
ZC3HC1	0.278752
TRIM21	0.06693
ZNF429	0.169222
C15ORF38	0.0
EID2B	0.063809
FOPNL	0.042793
STYXL1	0.050963
MDH2	0.04397
MRPL41	0.041738
ZNF678	0.290335
ABCG2	0.163473
MCAT	0.032201
GUCY1B3	0.134407
SUGP2	0.08658
ARMC6	0.070159
HIST1H3I	0.219098
PLEKHA7	0.108412
GALNT14	0.149871
NEURL2	0.079652
RNF220	0.244546
NOC2L	0.05159
PPP4R1L	0.050039
RAB22A	0.33641
TNFSF12-TNFSF13	0.1402
RAB3D	0.056751
AFAP1L2	0.113952
ACOT13	0.0
TDP2	0.198962
NR2C2AP	0.064414
MX1	0.082536
COMT	0.072743
TXNRD2	0.226753
RG9MTD3	0.09551
BZRAP1	0.11811
SIDT1	0.084972
TRAF1	0.100966
HAUS2	0.066347
TACR1	0.065176
LRRC57	0.050711
DLX5	0.087918
SLC37A3	0.113315
ATG13	0.063166
HARBI1	0.031692
HDX	0.077213
ELFN2	0.143356
SLC2A10	0.101059
SLC44A3	0.039434
CCDC149	0.041768
INPP5B	0.05357
MRPL24	0.073735
TEN1	0.102496
ACOX1	0.063301
CTSA	0.021797
RGS19	0.187918
DNASE1L1	0.065205
G0S2	0.051383
PIGF	0.018021
CRIPT	0.090647
GSTZ1	0.04847
POMT2	0.08678
CPE	0.105616
XRRA1	0.090219
SPCS2	0.015203
ACCN2	0.112599
SAR1B	0.090859
AKR7A2	0.065752
FAM18B2	0.12781
PQLC2	0.111812
COQ3	0.076713
DUSP23	0.022105
ZYG11A	0.049746
DCAF17	0.060248
METTL8	0.096339
HPGD	0.027845
LRRC4C	0.159336
CLIC3	0.046709
ESAM	0.039755
TAGLN3	0.102213
TIGD4	0.123449
ARFIP1	0.088744
CCNA1	0.144446
C10ORF76	0.099738
HSD17B7	0.112961
TMEM26	0.079075
C9ORF100	0.056751
ABCD1	0.261802
FBLN7	0.090097
PTPN3	0.212598
ZNF680	0.210882
FAM171A2	0.134378
SLC35A4	0.028929
APBB3	0.078387
ZNF577	0.121417
NGF	0.251398
ATF3	0.031525
HIST1H4L	0.124023
SLC37A4	0.146785
TBC1D25	0.080061
ZNF738	0.192266
ZMAT5	0.1365
VTI1A	0.077579
ZDHHC6	0.059486
UQCR10	0.086472
WT1	0.466935
VARS2	0.079639
CCDC167	0.057923
GINS4	0.03397
GAMT	0.083186
BTBD2	0.079101
GREB1L	0.452149
ST6GALNAC4	0.070816
GTF2E1	0.12129
RABL3	0.067621
DIRAS3	0.184342
ONECUT1	0.084088
TM6SF1	0.078513
NFS1	0.057588
CDH3	0.060911
C15ORF27	0.076682
ROMO1	0.030717
CENPO	0.020922
PTRHD1	0.056751
TMEM240	0.043891
ST8SIA6	0.051962
CYB5R2	0.055323
CXORF40A	0.105412
WBSCR27	0.083241
ZNF695	0.14609
SNIP1	0.086724
CACNB2	0.180128
C3ORF39	0.072557
NRGN	0.0
HOPX	0.115888
SIPA1L3	0.203373
WDR87	0.093616
DSC3	0.094753
ARMC4	0.251504
C8ORF4	0.089314
BDH2	0.067869
SLC38A5	0.065725
TLR2	0.127162
IARS2	0.088408
GPD1L	0.070017
TTC7B	0.085099
NOL8	0.083761
CENPP	0.022969
LRTOMT	0.120368
ZNF283	0.26146
FRMD3	0.077101
RRN3P1	0
SCN1B	0.059714
GPR3	0.07053
ZNF365	0.185496
SCN3B	0.090299
EPB41L1	0.107708
BIRC5	0.077797
GPS1	0.075421
GPR89A	0.0
LRAT	0.109046
DNAL4	0.023427
YPEL1	0.028513
CALCOCO2	0.169877
NTN1	0.074849
ZNF268	0.062938
ARIH2	0.071456
C3ORF71	0.029576
LYAR	0.131981
ZBTB49	0.071903
NME7	0.10512
BLZF1	0.073773
USP18	0.138327
SPPL2B	0.010337
LSM7	0.043891
RTN4RL2	0.02545
ALAD	0.057382
ZNF229	0.152146
ZNF254	0.219828
DLK2	0.045233
DSG2	0.084058
FXC1	0.0
ARFIP2	0.051318
TRAPPC2	0.0
OFD1	0.081541
PTPRS	0.169447
VKORC1L1	0.084887
C1QL1	0.029947
ECHDC3	0.070789
ARHGEF25	0.119217
TSPAN6	0.03397
CYP27B1	0.043018
MYCN	0.853773
NUMA1	0.068055
MUTYH	0.295185
TOE1	0.140775
TUBD1	0.238894
RPS6KB1	0.084714
DPH3	0.0
OXNAD1	0.058443
RAB26	0.0
OCIAD2	0.054115
MATN2	0.050157
GGTA1	0
C6ORF162	0.102496
RADIL	0.093877
NAP1L5	0.097086
DNAJC18	0.061547
AP1G2	0.114845
DSC2	0.102727
CPSF2	0.046239
NDUFB1	0.0
PPM1F	0.111303
C11ORF10	0.0
ATHL1	0.066127
FEN1	0.026011
JRKL	0.055495
CCDC82	0.075108
RPAP1	0.098387
ZNF486	0.147954
PMPCA	0.064103
RAB3B	0.074174
SDCCAG3	0.059749
RECQL5	0.096181
SAP30BP	0.043891
FAM125B	0.04264
XPC	0.142931
LSM3	0.092332
DUS2L	0.072512
ZNF286B	0.056492
CHRNE	0.048541
RAB6B	0.03913
GRID2	0.20868
ZNF791	0.044491
ZNF490	0.127638
PCLO	0.171336
RFNG	0.031945
C8ORF82	0.046709
GRB14	0.107253
SPSB3	0.052899
NUBP2	0.082656
MGMT	0.096599
RPA2	0.091128
PAF1	0.09196
MED29	0.074296
RAD21L1	0.195736
APOBEC3F	0.115382
KBTBD11	0.059639
TTLL1	0.05631
PRIC285	0.128758
HIST1H3A	0.065205
HIST1H4A	0.052291
DKKL1	0.131362
NELL2	0.114727
RP13-104F24.2	0
GPR172A	0.1402
FBXL6	0.123902
PPWD1	0.078
CENPK	0.068642
NIPSNAP3B	0.111645
NKAIN3	0.082377
HIST1H4D	0.209843
KCNK13	0.144468
TFPT	0.045201
PRPF31	0.062497
DDN	0.051129
ZNF30	0.070304
ACTA2	0.073822
ZDHHC4	0.149936
PRRX2	0.087256
SUSD5	0.096483
METTL1	0.041987
METTL21B	0.032375
ZNF682	0.159251
RELN	0.126382
FAM50A	0.069671
MYOZ1	0.082082
PGAP2	0.087577
TTC18	0.088483
METRN	0.029576
TCF19	0.059639
MRPL46	0.033269
POLR2C	0.020922
MRPS11	0.0347
CPNE3	0.05898
ACAD10	0.082321
BRAP	0.068682
PHOSPHO1	0.089004
ENGASE	0.08033
KRT8	0.730079
LIN37	0.021497
PSENEN	0.050484
U2AF1L4	0.097191
PGR	0.13643
KLHL17	0.124683
TAF9B	0.049099
DACH2	0.147489
ST6GALNAC3	0.081184
DFFB	0.064232
CEP104	0.075631
SPIRE2	0.07055
GLRB	0.137034
NKX2-6	0.05748
ICA1	0.086933
RETSAT	0.345622
ELMOD3	0.03793
GPRIN1	0.164435
SH3GLB2	0.107736
ZNF396	0.076075
KBTBD4	0.059278
NDUFS3	0.061186
ISM1	0.068382
PRKRA	0.127982
DFNB59	0.063879
SH3BGRL2	0.175776
XAF1	0.045425
TIMM8B	0.048728
SDHD	0.149523
EFNB3	0.189223
NOC4L	0.07398
DDX51	0.053121
HOXB8	0.019365
NFKBIB	0.050963
SIRT2	0.122543
MTRR	0.099017
FASTKD3	0.060746
RAB3IL1	0.048728
ZNF774	0.054272
KIAA1244	0.106512
SLITRK4	0.114569
ZNF43	0.138365
HIST1H2AJ	0.112382
SV2A	0.122254
LRRC63	0.031525
TSPYL3	0
CSMD3	0.186957
HSD17B7P2	0
HIST1H2BM	0.088349
KIF24	0.055688
NUDT2	0.055629
WNT7B	0.097141
DYNLRB2	0.132396
TLR3	0.176095
ZNF717	0.336511
RSG1	0.077992
RAB2B	0.069232
TOX4	0.027206
TMEM106C	0.114278
CLEC14A	0.137609
HIST1H1A	0.067031
LMF2	0.065077
NCAPH2	0.05635
ALDH5A1	0.212122
DCTN2	0.256922
PEX3	0.027206
ADAT2	0.075243
EPHA6	0.194552
SLC9A10	0.12944
LSM2	0.119284
PLD6	0.068384
LPIN3	0.092506
RS1	0.071004
KCTD17	0.19507
B3GNTL1	0.066977
EIF4E2	0.037583
TIGD1	0.256949
N4BP3	0.071434
SFRP2	0.104219
S100A4	0.057923
PRSS16	0.098263
SLC2A12	0.098741
SEZ6L2	0.101569
CCT6B	0.106242
ZNF830	0.035719
RNF180	0.152867
HIST1H2BE	0.089446
MMP28	0.011573
RAC2	0.092143
TMEM54	0.15171
PPP1R9A	0.11954
NOV	0.084317
SMPD2	0.101453
PPIL6	0.076965
LARP7	0.040616
C4ORF21	0.068112
GFM1	0.044109
MRPL11	0.071557
CTSD	0.123126
NSMCE2	0.019858
KIAA0196	0.059286
TTLL5	0.089289
C14ORF1	0.022105
SCNN1A	0.082233
ACOT11	0.157815
PABPC4L	0.054134
RBM18	0.019858
MRRF	0.050742
PLEKHA4	0.095383
IRF7	0.253683
PRSS8	0.0
PKP1	0.113181
MSH3	0.690034
DHFR	0.024913
CPSF7	0.05805
SDHAF2	0.133797
SGCD	0.147015
EPDR1	0.091776
AGBL2	0.10873
BC150535	0
ZNF501	0.047038
CHN2	0.07972
ZSCAN16	0.019365
ZDHHC1	0.124376
C19ORF62	0.056751
C5ORF4	0.042437
DCLK1	0.234719
KBTBD7	0.099253
GSTT1	0
ZNF434	0.124221
ZNF174	0.045304
MIS12	0.029576
DERL2	0.065319
IRAK2	0.095019
ACADS	0.246609
ZNF844	0.506487
ZNF860	0.218665
NCALD	0.120033
TRPM6	0.140897
CCNE1	0.114199
OPRL1	0.130189
QPCT	0.131331
PPL	0.072414
TCEA3	0.124496
CD38	0.054823
MRPL21	0.060512
IGHMBP2	0.09962
TNFSF4	0.073146
DHX34	0.108318
ZNF114	0.107834
GALK1	0.039007
CCDC113	0.073808
BTN3A1	0.089698
EXOSC1	0.073146
ZDHHC16	0.088559
ADPRH	0.080997
TMC6	0.093426
MUT	0.137193
CENPQ	0.041059
LRP3	0.066461
ARV1	0.069587
TTC13	0.088088
CRISPLD1	0.154626
CNPY4	0.03397
TAF6	0.088222
ABHD14A	0.05468
ABHD14B	0.076131
SLURP1	0.050039
FAM136A	0.094455
STX8	0.160296
WDR16	0.069557
TRIM5	0.146888
TTC21A	0.07778
GORASP1	0.088447
ACVR1C	0.132029
C19ORF63	0.050711
CHPF	0.10922
SYNM	0.091208
HERC5	0.088279
SLC26A4	0.133809
EIF3I	0.230245
FAM107A	0.021497
TMEM234	0.041738
NKD1	0.110084
EXOG	0.036795
PROCR	0.14306
ADRA1B	0.096189
SPATA20	0.091425
STEAP1	0.077251
TMEM198	0.177879
FAM134B	0.096918
PLEKHH1	0.086977
THOC4	0.017224
ANAPC11	0.018896
MOCS1	0.096406
ZNF454	0.082362
LAMA3	0.104514
SCAI	0.045965
PLAC9	0.023427
SOX17	0.217209
NUP62	0.124948
C6ORF70	0.085745
TCTE3	0.098696
COL21A1	0.187596
ZNF660	0.066347
ADRA2A	0.084856
COL9A2	0.075987
CDKL2	0.062958
AP4B1	0.068761
DCLRE1B	0.127331
ZFYVE21	0.095613
CBWD2	0.066169
C1QTNF6	0.072923
ADCK1	0.124322
GNG4	0.178715
SH3GL3	0.0765
ATG4A	0.064427
PSMD10	0.087236
ZNHIT2	0.020376
SDF4	0.045268
TIMM17B	0.024148
ARHGAP33	0.074364
NEFL	0.041059
YIPF5	0.039755
KCTD16	0.128465
COPZ2	0.043891
