Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
C11ORF9	0.0163545355081144	8690	0.15808737242096	2493	0.772559486035546	0.95838100960166	0.518301447944352	0.738729574319689	12327	14812	Other	Other	Gene	NA	NA	NA	NA	18561	18561
DAPK2	0.0526777682959858	5289	0.000707584047294019	16949	0.10841822789765	0.420740123524135	0.0912658377649934	0.246629092661122	5460	7863	Other	Other	Gene	0.781520022	0.946505906	0.762413511	0.973841336	14514	13938
MAMSTR	0.00461012603563446	12929	0.0389638433392248	5353	0.715888750817587	0.95838100960166	0.713257371830304	0.852332959641765	11680	17616	Other	Other	Gene	0.332890221	0.930786542	0.78385726	0.977027027	6234	14293
P2RX5	0.0209693066479542	7944	0.00478205401870441	11794	0.0198674164967947	0.119964516330461	0.00810097629805504	0.0405982370496837	3516	4244	Other	Other	Gene	0.494693544	0.934070569	0.902789431	0.980384111	9443	16296
MPST	0.000619211328273646	17951	0.000763554525267592	16804	0.948625645225604	0.95838100960166	0.797734508730297	0.910104114280645	16725	18431	Other	Other	Gene	0.350286026	0.930786542	0.531609916	0.927449862	6575	10288
TST	0.00266515226795524	14699	0.0036865618330472	12661	0.808457870814979	0.95838100960166	0.507674810763992	0.731937925748978	12784	14648	Other	Other	Gene	0.479286298	0.934070569	0.564728957	0.931237086	9148	10877
LGR5	0.0109413346386019	10024	0.0106941375002582	9058	0.335745319811531	0.886150538563603	0.125594196643586	0.310762510018367	7992	8585	Other	Other	Gene	0.239515118	0.930786542	0.28828657	0.855675938	4411	6089
SLC44A5	0.0230113143426404	7677	0.00438251572425555	12085	0.101664465714345	0.402222075734678	0.00829906751850281	0.0414642039277319	5356	4257	Other	Other	Gene	0.896502315	0.956481051	0.58233179	0.934572003	16626	11148
PKD2L2	0.00551648996806388	12312	0.0155535405468631	7935	0.87047059995351	0.95838100960166	0.468716252553953	0.70381753404779	13655	14065	Other	Other	Gene	0.699705802	0.94123122	0.678539907	0.958193568	13187	12636
NEFM	0.0158166721746775	8796	0.0144110137734775	8137	0.284572053615633	0.803916994630189	0.0384187002085818	0.1302360933415	7472	6274	Other	Other	Gene	0.527256878	0.934650967	0.296366113	0.859483554	9958	6222
ZNF415	0.00757865209761497	11244	0.00204130477144775	14439	0.265256671881176	0.768692197411548	0.0590716948796116	0.178997311449239	7286	7018	Other	Other	Gene	0.544903296	0.934650967	0.564728957	0.931237086	10353	10878
RNF165	0.00496837180544629	12677	0.0302312595893305	5997	0.948041086266696	0.95838100960166	0.607048918606706	0.791247306127364	16635	16177	Other	Other	Gene	0.527256878	0.934650967	0.741242168	0.971474473	9959	13596
TOR2A	0.00928614687640809	10588	0.0120568391381802	8665	0.216791308108184	0.67478907164436	0.188255186025616	0.406683876624073	6785	9827	Other	Other	Gene	0.27110869	0.930786542	0.564728957	0.931237086	5030	10879
C18ORF56	0.00339711309098111	13940	0.00108016489763547	16094	0.272970481995344	0.782593741420555	0.170281088261377	0.379433201899162	7361	9530	Other	Other	Gene	NA	NA	NA	NA	18562	18562
ECSIT	0.0106029097284453	10118	0.006406773579434	10798	0.0293440593910605	0.162413652354314	0.0340049573988949	0.119474094140279	3836	6053	Other	Other	Gene	0.084712612	0.903486345	0.154132389	0.787611359	1699	3544
C1R	0.00299180281779736	14336	0.0459382934287916	4927	0.955930498380544	0.95838100960166	0.652027753741407	0.819032032803327	18276	16777	Other	Other	Gene	0.010977935	0.528871391	0.515587034	0.922108545	378	10026
TMPPE	0.00576314498911779	12151	0.00134098848780701	15550	0.630325393573736	0.95838100960166	0.324900063669532	0.571040535857313	10794	12053	Other	Other	Gene	0.753685644	0.946505906	0.78385726	0.977027027	14084	14294
GLB1	0.0980780823866462	3861	0.0108546324712456	9004	0.390274062444102	0.95838100960166	0.122062405205298	0.304107072666864	8493	8526	Other	Other	Gene	0.604990466	0.937424468	0.331980387	0.870127088	11393	6874
PMS2	0.183652918506017	2681	0.00743261838009202	10309	0.338642567395003	0.891100823489766	0.0234364066239773	0.091066081099623	8017	5473	CGC-TSG	Other	Gene	0.107458458	0.919662409	0.117025334	0.758742494	2108	2789
AIMP2	0.0423443944430095	5897	0.0995947823247165	3282	0.575964940003796	0.95838100960166	0.205560325805022	0.430988146457349	10290	10123	Other	Other	Gene	0.125192046	0.928444444	0.372105693	0.886207344	2433	7555
GTF2H5	0.0257426385075941	7349	0.00737552372581782	10340	0.857182523484579	0.95838100960166	0.379946970515474	0.626308501176935	13466	12836	Other	Other	Gene	NA	NA	NA	NA	18563	18563
SERAC1	0.00723331066041065	11396	0.00459212655797539	11922	0.0641747112209332	0.288380202742907	0.0435657372867857	0.143506306360197	4717	6457	Other	Other	Gene	0.464461999	0.932939374	0.430847181	0.905449966	8877	8550
SLC16A10	0.00902589930588484	10689	0.00940410881259287	9471	0.255197878396547	0.74894337469873	0.0241095141523154	0.0931043198752607	7193	5507	Other	Other	Gene	0.753685644	0.946505906	0.61928085	0.95263996	14085	11689
SLC16A11	0.00165736756024097	15998	0.00368940639607817	12659	0.0421790542678073	0.211729909868717	0.0532326477870284	0.166105504714276	4225	6817	Other	Other	Gene	0.450661945	0.930786542	0.638670662	0.953926276	8645	11940
LRRC45	0.0023710478851044	15021	0.00829863349866217	9905	0.896108970730363	0.95838100960166	0.614513775633734	0.795496874125462	14077	16290	Other	Other	Gene	0.809773904	0.946505906	0.720828112	0.971474473	15057	13231
STRA13	0.00998630460156045	10344	0.016447737951773	7748	0.16093529298798	0.555679814595816	0.0672596135159883	0.197412738777608	6128	7246	Other	Other	Gene	0.464461999	0.932939374	0.149866521	0.780147476	8878	3464
RPL39L	0.00356396008363643	13792	0.000989400334101876	16269	0.954126002549332	0.95838100960166	0.982562786955781	0.982562786955781	17873	19188	Other	Other	Gene	0.809773904	0.946505906	0.902789431	0.980384111	15058	16297
LRRC29	0.0048170347419552	12765	0.000711836404587323	16934	0.858782375431628	0.95838100960166	0.790518492738278	0.905118401040243	13492	18365	Other	Other	Gene	0.584015255	0.937424468	0.8259003	0.980384111	11038	15000
TMEM208	0.0013925093519402	16438	0.00482401506060125	11769	0.945486013990964	0.95838100960166	0.851690650963852	0.912470281448168	16210	18779	Other	Other	Gene	0.867376737	0.949922434	0.564728957	0.931237086	16173	10880
SNAPC5	0.0153666159832673	8894	0.00105502183034612	16141	0.396813648702769	0.95838100960166	0.264008780631492	0.503165840192754	8574	11117	Other	Other	Gene	0.867376737	0.949922434	0.60049033	0.938681656	16174	11443
PTPLAD2	0.134686956908864	3220	0.00374383450135702	12619	0.661430459756568	0.95838100960166	0.276211631899061	0.517295980324933	11098	11315	Other	Other	Gene	NA	NA	NA	NA	18564	18564
GNPTG	0.0459272363742373	5647	0.0133656694049734	8367	0.829470287600311	0.95838100960166	0.487085080485625	0.717545522299909	13060	14339	Other	Other	Gene	0.896502315	0.956481051	0.78385726	0.977027027	16627	14295
C16ORF42	0.00168610364673297	15953	0.00495007688389184	11670	0.0668514427986076	0.297646760258155	0.0184042455776366	0.0758267728178382	4761	5161	Other	Other	Gene	NA	NA	NA	NA	18565	18565
RDH13	0.00443032501322977	13075	0.00711511368179328	10465	0.360162859952887	0.925332816823735	0.0355455043744963	0.123421729300333	8208	6125	Other	Other	Gene	0.450661945	0.930786542	0.430847181	0.905449966	8646	8551
ZNF630	0.000685491139108864	17804	0.000456082706325049	17646	0.404339894749081	0.95838100960166	0.29481782835642	0.538465167090679	8646	11601	Other	Other	Gene	0.923650232	0.966237319	0.937226914	0.980384111	17024	17022
FDX1L	0.00495909531121547	12684	0.00233817399980069	14045	0.840329575177714	0.95838100960166	0.221434466599613	0.451439436423581	13228	10406	Other	Other	Gene	0.604990466	0.937424468	0.162778534	0.789587738	11394	3722
ADM2	0.000454143920462585	18318	0.00040806231080466	17796	0.939912890426426	0.95838100960166	0.350542370248799	0.598678157219817	15542	12396	Other	Other	Gene	0.464461999	0.932939374	0.78385726	0.977027027	8879	14296
COPZ1	0.122773690886394	3416	0.146925173544373	2610	0.457024013945953	0.95838100960166	0.168508414388092	0.376783400020551	9144	9498	Other	Other	Gene	0.35977118	0.930786542	0.35171343	0.880723056	6798	7200
DMD	0.909745919033314	310	0.9517106855658	258	6.94781949128546e-06	0.000135330059908411	1.76632204455022e-06	3.38780886114497e-05	1091	1110	Other	Other	Gene	0.190324162	0.930786542	0.10469082	0.743941154	3527	2555
KIAA0930	0.0229359933723306	7688	0.120330842478412	2926	0.000520095469839705	0.00601340985719711	0.000917325647596379	0.00727205811928245	1837	2684	Other	Other	Gene	0.627518387	0.937424468	0.322789431	0.870127088	11852	6683
TYMS	0.0219060339318656	7812	0.0162560238841089	7788	0.703593086279202	0.95838100960166	0.211265090418479	0.438221338628188	11544	10233	Other	Other	Gene	0.401808771	0.930786542	0.313707437	0.864839291	7657	6550
ABCG4	0.00717574557956421	11423	0.0292201420495179	6100	0.950282568671515	0.95838100960166	0.365842052007496	0.613016299931409	17052	12634	Other	Other	Gene	0.464461999	0.932939374	0.430847181	0.905449966	8880	8552
TRADD	0.00698768152765095	11517	0.00568081844885453	11226	0.246042874002615	0.731299956946221	0.186848106586721	0.404818474492463	7103	9799	Other	Other	Gene	0.185301008	0.930786542	0.130226096	0.766859159	3458	3071
FBXL8	8.16646449156195e-05	19240	0.000674135694293217	17055	0.957140357333451	0.95838100960166	0.834021958250746	0.912470281448168	18487	18675	Other	Other	Gene	0.809773904	0.946505906	0.8259003	0.980384111	15059	15001
SLCO4A1	0.00639352008403823	11818	0.0008120264286561	16674	0.955612845461258	0.95838100960166	0.513255974217462	0.735505820753188	18205	14732	Other	Other	Gene	0.308281122	0.930786542	0.107758104	0.750341426	5787	2609
RNFT2	0.00625953440215463	11900	0.00919206794188851	9553	0.890638843437042	0.95838100960166	0.469653135378753	0.704625482808388	13989	14076	Other	Other	Gene	0.896502315	0.956481051	0.78385726	0.977027027	16628	14297
C12ORF49	0.0470037825637217	5585	0.0190290860668091	7350	0.378354502547337	0.95209684633694	0.102735443925143	0.268363159278863	8377	8135	Other	Other	Gene	0.838267502	0.946505906	0.805290112	0.980179045	15582	14637
MST1	0.266120726330841	2112	0.185440454984293	2197	0.0065420997769693	0.0495928865697043	1.95638603556893e-06	3.71225556829371e-05	2800	1122	Other	Other	Gene	0.544903296	0.934650967	0.58233179	0.934572003	10354	11149
IFT81	0.0151688396524263	8947	0.00822035494007771	9938	0.665652219423076	0.95838100960166	0.352785302344183	0.600727345984673	11134	12433	Other	Other	Gene	0.08305094	0.902011834	0.304647235	0.859483554	1667	6397
IGDCC3	0.00311850489346019	14194	0.0138234533259863	8244	0.0247476741987359	0.141874681060227	0.00695268642479827	0.0360448843937751	3703	4104	Other	Other	Gene	0.584015255	0.937424468	0.678539907	0.958193568	11039	12637
TMEM104	0.0035642937674357	13789	0.0431012663187946	5106	0.682340806210789	0.95838100960166	0.139004602306911	0.332440973126596	11318	8883	Other	Other	Gene	0.809773904	0.946505906	0.965284664	0.982248586	15060	17539
NAT9	0.00161537550378088	16061	0.0012714542928191	15691	0.621889778922076	0.95838100960166	0.281630945710815	0.52372285268992	10710	11395	Other	Other	Gene	0.211359303	0.930786542	0.515587034	0.922108545	3912	10027
ZNF485	0.0121704703284022	9651	0.000927677345086372	16410	0.851337153346846	0.95838100960166	0.623537615794558	0.800515908842405	13369	16420	Other	Other	Gene	0.781520022	0.946505906	0.92063198	0.980384111	14515	16700
CDK18	0.00122169808878909	16747	0.00390068845463294	12470	0.834157881305134	0.95838100960166	0.408764520269861	0.653636737387848	13138	13227	Other	Other	Gene	0.222429856	0.930786542	0.35171343	0.880723056	4115	7201
FES	0.0426093323950652	5869	0.625533653378761	772	1.12303529756638e-09	4.49826299921841e-08	2.16998337667715e-13	1.61115595030012e-11	531	287	Other	Other	Gene	0.308281122	0.930786542	0.080157995	0.723818437	5788	2007
LRRC49	0.0384438797756974	6171	0.00103120694748295	16185	0.90906352207108	0.95838100960166	0.500968031514583	0.727924626844912	14332	14537	Other	Other	Gene	0.316311632	0.930786542	0.471255789	0.912244252	5943	9273
THAP10	0.00130297007196458	16593	0.000764007368621385	16801	0.628100665851196	0.95838100960166	0.268144415258893	0.508127109359871	10768	11182	Other	Other	Gene	0.437624625	0.930786542	0.865360937	0.980384111	8373	15593
ILDR2	0.0386463941547762	6160	0.0242430043666911	6642	0.000354175140367633	0.00431757326435578	9.28134877741552e-05	0.00107545547089694	1742	1836	Other	Other	Gene	0.867376737	0.949922434	0.741242168	0.971474473	16175	13597
KLC4	0.134671786216024	3221	0.185045829185774	2202	0.0557084145687951	0.25958683709741	0.0114350014448684	0.052742087833052	4550	4612	Other	Other	Gene	0.128183056	0.930786542	0.025753201	0.630266667	2484	737
MRPL2	0.0263616501128214	7279	0.00608085690515859	10989	0.0506729652859977	0.242268390684165	0.045029734969404	0.147010666839747	4435	6515	Other	Other	Gene	0.07815854	0.897747184	0.126771997	0.765931534	1573	2987
RSPO2	0.0140811944184115	9183	0.0285798150926473	6160	4.76703398839661e-08	1.45322928839404e-06	1.88134484497844e-09	6.98424691666298e-08	697	573	CGC-TSG	Other	Gene	0.494693544	0.934070569	0.372105693	0.886207344	9444	7556
HAAO	0.00367503182192945	13699	0.0026376319474945	13693	0.321043232834386	0.862578520800395	0.280898748888833	0.523177295697242	7851	11378	Other	Other	Gene	0.650809044	0.937424468	0.547997821	0.92841979	12319	10574
C20ORF12	0.00283990637943436	14500	0.000977710080537936	16291	0.288357106187797	0.810847397170198	0.0934271314590556	0.251019889580257	7506	7909	Other	Other	Gene	NA	NA	NA	NA	18566	18566
POLR3F	0.363029822946955	1635	0.025862416798767	6440	0.0403837866760576	0.20464639959099	0.00167849888429023	0.0117500436022801	4185	3040	Other	Other	Gene	0.060681013	0.864411557	0.216763825	0.821536238	1271	4760
GLMN	0.016476338130492	8673	0.00290820717446104	13404	0.725027424472956	0.95838100960166	0.433584460123927	0.675038449680775	11788	13570	Other	Other	Gene	0.699705802	0.94123122	0.158398257	0.788126864	13188	3639
RPAP2	0.031449027906057	6770	0.00362969848550308	12710	0.935964232320066	0.95838100960166	0.773888371548399	0.89226336490793	15234	18238	Other	Other	Gene	0.35977118	0.930786542	0.126771997	0.765931534	6799	2988
GINS2	0.0985027750052883	3852	0.00157902133843716	15112	0.469810686517345	0.95838100960166	0.212210615342864	0.439345854238298	9265	10250	Other	Other	Gene	0.040746391	0.794792774	0.638670662	0.953926276	932	11941
PIGG	0.10330599223862	3755	0.00150078519514116	15265	0.95463243645495	0.95838100960166	0.658167635454975	0.822236861341975	17996	16869	Other	Other	Gene	0.35977118	0.930786542	0.062925633	0.703839122	6800	1614
ZNF721	0.0790185073184679	4360	0.00526103632067064	11475	0.95838100960166	0.95838100960166	0.191121440534336	0.410503656521134	18854	9884	Other	Other	Gene	0.650809044	0.937424468	0.92063198	0.980384111	12320	16701
MRPL43	0.0195050612145589	8146	0.00316962379039947	13132	0.140910626936298	0.506260084004257	0.0485094917602998	0.155092087009787	5895	6653	Other	Other	Gene	0.155461727	0.930786542	0.515587034	0.922108545	2925	10028
C10ORF2	0.131710597413682	3262	0.0159725833721421	7843	0.753278410302427	0.95838100960166	0.324642302391824	0.570728720540168	12096	12050	Other	Other	Gene	0.604990466	0.937424468	0.564728957	0.931237086	11395	10881
TSPYL5	0.0362024298335049	6350	0.00564880886997595	11242	0.604044607723148	0.95838100960166	0.124131982728035	0.308074588859971	10539	8559	Other	Other	Gene	0.947398529	0.969260353	0.865360937	0.980384111	17343	15594
NUP188	0.0299725957603831	6911	0.118518192150424	2945	0.773547185319252	0.95838100960166	0.463814376338341	0.700355764271096	12342	13986	Other	Other	Gene	0.292824843	0.930786542	0.062925633	0.703839122	5441	1615
DOLK	0.0223540641768979	7756	0.004954674363282	11666	0.0531729115567738	0.250677339018428	0.0209914056483468	0.0836781569437664	4498	5334	Other	Other	Gene	0.604990466	0.937424468	0.236289839	0.835021178	11396	5120
DGCR14	0.0138153781311651	9237	0.00598472858109663	11045	0.0854488464838178	0.355769728355544	0.0153907640356555	0.0661880506227614	5091	4947	Other	Other	Gene	0.379449741	0.930786542	0.076169981	0.723818437	7241	1902
BEND5	0.240326182551852	2277	0.190516023949823	2163	1.06804931006931e-08	3.65901330357989e-07	4.06552029202066e-10	1.69534582979781e-08	620	510	Other	Other	Gene	0.781520022	0.946505906	0.406140016	0.901087876	14516	8109
TMEM144	0.0112482454562155	9920	0.00527191213991515	11470	0.937414370049801	0.95838100960166	0.358766151921903	0.606733184806226	15338	12519	Other	Other	Gene	0.35977118	0.930786542	0.805290112	0.980179045	6801	14638
FAM83H	0.0163421991628365	8692	0.0471525740209585	4853	0.0428631188174508	0.21440614997208	0.00291193298405027	0.0183309837391809	4239	3380	Other	Other	Gene	0.341340234	0.930786542	0.172912013	0.795438596	6380	3933
TXNDC6	0.0255495709661991	7375	0.000388348644927931	17856	0.796928684894662	0.95838100960166	0.327013655026983	0.573667076230343	12642	12074	Other	Other	Gene	NA	NA	NA	NA	18567	18567
RGS16	0.0450422756364496	5715	0.00340492873819439	12912	0.0535007135358771	0.25199971369054	0.0122607997322898	0.0555411100117693	4502	4696	Other	Other	Gene	0.35977118	0.930786542	0.264821575	0.845062587	6802	5668
FRS3	0.00266809096717457	14696	0.157584606396342	2497	0.00543198093129717	0.0427595425434102	0.00174696715983186	0.012125773032201	2696	3066	Other	Other	Gene	0.251876873	0.930786542	0.058142196	0.697766433	4656	1501
CCDC75	0.00505640719030153	12626	0.00117214987808417	15902	0.68958863206731	0.95838100960166	0.12972750938874	0.317232441767807	11403	8687	Other	Other	Gene	NA	NA	NA	NA	18568	18568
HEATR5B	0.032682976862781	6654	0.0328507264671907	5785	2.79086679581001e-06	5.97094182248147e-05	8.28465663136546e-06	0.000133135556680065	993	1324	Other	Other	Gene	0.425339145	0.930786542	0.183159902	0.808343352	8142	4103
FRMPD4	0.0609184158577565	4940	0.0241112074777372	6659	0.0332664938642832	0.178098764560283	0.00324108432259547	0.0199204689443862	3963	3461	Other	Other	Gene	0.604990466	0.937424468	0.515587034	0.922108545	11397	10029
ESYT3	0.0262373940314756	7292	0.000570035821286754	17319	0.942596396835805	0.95838100960166	0.5259339852332	0.744165158787135	15826	14919	Other	Other	Gene	0.72621629	0.941296519	0.88426042	0.980384111	13671	15953
POLDIP2	0.0163014915392375	8696	0.00154640554320516	15175	0.44053747678708	0.95838100960166	0.299312331611792	0.542951091709857	8964	11681	Other	Other	Gene	0.838267502	0.946505906	0.471255789	0.912244252	15583	9274
TMEM199	0.00114945944014505	16882	0.00648762054600329	10751	0.954768649614476	0.95838100960166	0.565115570479982	0.768384958583014	18034	15517	Other	Other	Gene	0.838267502	0.946505906	0.762413511	0.973841336	15584	13939
RNASEH2A	0.0738794903177772	4500	0.542273018883824	923	0.344137954642057	0.900667609367181	0.01516823506782	0.0653761976254404	8058	4936	Other	Other	Gene	0.674639063	0.938319315	0.223187142	0.829625984	12773	4866
RGS7	0.07811797717233	4394	0.325894151375792	1514	2.35378495519383e-11	1.21739814587925e-09	9.47301752896204e-12	5.42635834743688e-10	411	372	Other	Other	Gene	0.112111141	0.923925864	0.36184146	0.88601921	2190	7373
NUDT7	0.0300839091821733	6897	0.000589804833495131	17273	0.926383877336903	0.95838100960166	0.517033661445185	0.738080331399647	14788	14785	Other	Other	Gene	0.437624625	0.930786542	0.35171343	0.880723056	8374	7202
ZNF714	0.00355752229779318	13801	0.00283513786776985	13479	0.657430299453252	0.95838100960166	0.544001280114341	0.756567241741059	11053	15176	Other	Other	Gene	0.185301008	0.930786542	0.331980387	0.870127088	3459	6875
AMIGO3	0.000424234882546794	18390	0.00251277675645791	13841	0.95838100960166	0.95838100960166	0.607362722826115	0.791247306127364	18855	16184	Other	Other	Gene	0.72621629	0.941296519	0.699013893	0.967820774	13672	12942
GATM	0.0132089168565844	9374	0.0529243843329063	4557	0.0116596218194413	0.0788882091849938	0.000436764381030496	0.00395538129850354	3138	2350	Other	Other	Gene	0.228101335	0.930786542	0.304647235	0.859483554	4201	6398
MOAP1	0.00757522038031111	11245	0.00683899320459773	10587	0.00226785526480727	0.020705110470342	0.00381865622993579	0.0226409976638013	2325	3588	Other	Other	Gene	0.000463089	0.083333333	0.865360937	0.980384111	102	15595
C14ORF109	0.0029573728016093	14374	0.00194901017519133	14556	0.362957242552785	0.930046986730589	0.255794273052341	0.493536202237942	8226	10984	Other	Other	Gene	NA	NA	NA	NA	18569	18569
SCRN3	0.112028289554651	3583	0.0424516946365696	5150	0.00371966032149205	0.0315158019048406	0.000142943651840221	0.00155185604929435	2504	1959	Other	Other	Gene	0.043748297	0.807035176	0.865360937	0.980384111	983	15596
CIR1	0.162767324229406	2884	0.0698692376430215	3983	0.248133921800444	0.735292134563434	0.149231216787819	0.3480460939858	7125	9107	Other	Other	Gene	0.867376737	0.949922434	0.805290112	0.980179045	16176	14639
PYROXD2	0.0159147006320156	8784	0.00028406738126753	18206	0.951633818029469	0.95838100960166	0.640657721923273	0.812053920819596	17337	16627	Other	Other	Gene	0.838267502	0.946505906	0.762413511	0.973841336	15585	13940
LHX2	0.00926284707261106	10602	0.112720878979685	3044	0.75681061483644	0.95838100960166	0.232029381272025	0.465094919925567	12132	10583	Other	Other	Gene	0.867376737	0.949922434	0.430847181	0.905449966	16177	8553
RNF115	0.00915879003523722	10638	0.00609280683656239	10982	0.94275156448746	0.95838100960166	0.693236615311443	0.841723763032598	15841	17349	Other	Other	Gene	0.401808771	0.930786542	0.204750749	0.814874241	7658	4547
POLR3C	0.00415329582348561	13271	0.00887200855818907	9665	0.820923733336976	0.95838100960166	0.378676523263196	0.624842654035577	12941	12823	Other	Other	Gene	0.308281122	0.930786542	0.078098611	0.723818437	5789	1951
RELB	0.0070088754676967	11505	0.019403568035579	7294	0.954337672794972	0.95838100960166	0.524714860405865	0.7433723563605	17926	14901	Other	Other	Gene	0.390411332	0.930786542	0.36184146	0.88601921	7448	7374
MRPL49	0.00407731816579329	13327	0.0421880802141304	5173	0.0753915114246278	0.325283961922167	0.0251208075589783	0.0960005897192016	4911	5565	Other	Other	Gene	0.425339145	0.930786542	0.341743394	0.878775567	8143	7026
FAU	0.113002416474907	3569	0.0803036283917293	3708	0.633279492531216	0.95838100960166	0.499569580980473	0.726834160042854	10823	14519	Other	Other	Gene	0.131332062	0.930786542	0.515587034	0.922108545	2519	10030
ABI3BP	0.0131569376868628	9388	0.0162735729573164	7784	0.00376781592195518	0.0318157294643573	0.000787590985389995	0.0064375820129173	2512	2603	Other	Other	Gene	0.627518387	0.937424468	0.149866521	0.780147476	11853	3465
NALCN	0.0867512157966808	4148	0.0348074918791209	5644	2.83388591359638e-06	6.05689818784607e-05	6.63592402261129e-07	1.42977659249569e-05	994	988	Other	Other	Gene	0.144630891	0.930786542	0.22961046	0.829625984	2735	5008
TSPAN7	0.137828345610895	3179	0.000211334631216334	18479	0.938628193044483	0.95838100960166	0.510012064509541	0.733719084703876	15436	14680	Other	Other	Gene	0.809773904	0.946505906	0.638670662	0.953926276	15061	11942
ZFP2	0.00369119880306446	13682	1.31569747959291e-05	19533	0.11366658274098	0.434383287594609	0.0299883242289149	0.109271751195956	5544	5837	Other	Other	Gene	0.838267502	0.946505906	0.741242168	0.971474473	15586	13598
C5ORF55	0.00085041534875246	17443	0.00596891899399834	11060	0.288754310413461	0.811248529722991	0.0131825057629846	0.0587055413382318	7511	4776	Other	Other	Gene	NA	NA	NA	NA	18570	18570
EXOC3	0.0116650773853445	9787	0.00433201388356085	12131	0.95777272768931	0.95838100960166	0.65174866984235	0.818850789893	18584	16773	Other	Other	Gene	0.450661945	0.930786542	0.372105693	0.886207344	8647	7557
CHST1	0.0319708802069098	6730	0.0435037795650189	5077	0.0850213731777426	0.354891369450444	0.0062899463776516	0.0334328928314737	5078	4003	Other	Other	Gene	0.967959684	0.976793667	0.88426042	0.980384111	17690	15954
LIG1	0.0397256486398923	6081	0.0164205175309811	7755	0.567666643700201	0.95838100960166	0.22049740498166	0.450227980332905	10210	10391	Other	Other	Gene	0.781520022	0.946505906	0.322789431	0.870127088	14517	6684
C19ORF68	0.00173300877648594	15872	0.00208669960489368	14362	0.917612858656746	0.95838100960166	0.443637318059202	0.684129812662188	14539	13700	Other	Other	Gene	NA	NA	NA	NA	18571	18571
NUDT17	0.00313231644969918	14183	0.00815871202739761	9964	0.473474624787013	0.95838100960166	0.0482376640234966	0.154501184830406	9304	6641	Other	Other	Gene	0.967959684	0.976793667	0.78385726	0.977027027	17691	14298
LRWD1	0.00300662665855421	14316	0.00796839892296506	10055	0.944839449751492	0.95838100960166	0.743123904495429	0.871072516689207	16123	17946	Other	Other	Gene	0.425339145	0.930786542	0.12011441	0.761554404	8144	2857
ALKBH4	0.0118114352395445	9745	0.0150674263769723	8011	0.449730234141863	0.95838100960166	0.404858655146852	0.650270074811507	9049	13167	Other	Other	Gene	0.350286026	0.930786542	0.418191229	0.903472222	6576	8308
ARNT2	0.00270416959126581	14648	0.135854967898368	2717	0.418874175396699	0.95838100960166	0.124349852934468	0.308483373831872	8799	8562	Other	Other	Gene	0.390411332	0.930786542	0.008330155	0.504620462	7449	301
SPOCK3	0.158393601553263	2935	0.584965802198269	846	2.82808066737169e-16	3.67460798420874e-14	7.53227562436388e-16	1.02887987999724e-13	163	156	Other	Other	Gene	0.308281122	0.930786542	0.35171343	0.880723056	5790	7203
FAM180A	0.0350198050105246	6451	0.0652297039726537	4118	0.299076525768948	0.827342812879463	0.103883813705572	0.270387221968002	7627	8165	Other	Other	Gene	0.923650232	0.966237319	0.965284664	0.982248586	17025	17540
IL11RA	0.00179091579444955	15786	0.00101127184517297	16228	0.690912836374923	0.95838100960166	0.222618241426485	0.453082340645364	11418	10425	Other	Other	Gene	0.450661945	0.930786542	0.762413511	0.973841336	8648	13941
MRE11A	0.546044628776153	1108	0.0851738686408562	3576	0.0481721963357574	0.233388452511281	0.0156732784654868	0.0670364874997388	4376	4973	Other	Other	Gene	0.222429856	0.930786542	0.041198583	0.665384615	4116	1106
ANKRD49	0.00409361861179616	13317	0.00573609062489505	11185	0.711560271899068	0.95838100960166	0.269958700784869	0.509797053795177	11633	11221	Other	Other	Gene	0.72621629	0.941296519	0.61928085	0.95263996	13673	11690
TMEM108	0.00634755515789909	11846	0.0610558247976533	4243	0.944585383616255	0.95838100960166	0.359402985974756	0.607090615100401	16083	12532	Other	Other	Gene	0.923650232	0.966237319	0.865360937	0.980384111	17026	15597
AQP3	0.0327998075607188	6646	0.00152861380988829	15215	0.0458991120528729	0.225516296687726	0.0548503941952417	0.169515163148137	4315	6883	Other	Other	Gene	0.838267502	0.946505906	0.60049033	0.938681656	15587	11444
WRAP73	0.0047531225618039	12825	0.00477617376796471	11800	0.646078820340637	0.95838100960166	0.236840250657724	0.470883945505991	10944	10661	Other	Other	Gene	0.088482702	0.907443897	0.14552438	0.780147476	1754	3377
NTN3	0.00143918088039966	16356	0.00193937552613743	14582	0.48305771937629	0.95838100960166	0.200356726151502	0.423635788605116	9391	10040	Other	Other	Gene	0.781520022	0.946505906	0.88426042	0.980384111	14518	15955
MAGEE1	0.0042721983818628	13184	0.0117315039559787	8748	0.952749633414509	0.95838100960166	0.491250308481414	0.721039593844225	17586	14392	Other	Other	Gene	0.437624625	0.930786542	0.091620812	0.733967729	8375	2241
