Gene	Gene ID	Gene type	Drug Name	Cell_Line	Time	Dose	P-value	Q-value	Log2(fold Change)
MAML1	9794	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000189678	0.00297202	-0.969566
MAML1	9794	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	0.000493748	0.00158114	-0.221376
MAML1	9794	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.000548442	0.00253201	-0.638524
AHCTF1	25909	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.01804e-05	6.12745e-05	-0.999301
AHCTF1	25909	Novel DORGE-OG	rosiglitazone	PC3	6h	10.0μM	0.000197811	0.0133026	-0.654085
AHCTF1	25909	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.00032779	0.0016106	-0.787821
AHCTF1	25909	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.00174328	0.00584014	-0.596919
AHCTF1	25909	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.00891429	0.0410751	-0.801131
RNF216	54476	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	3.86327e-13	3.06133e-12	-0.338925
RNF216	54476	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	2.82681e-06	2.07251e-05	-0.362645
RNF216	54476	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	8.67474e-06	0.000181382	-0.386342
RNF216	54476	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.75015e-05	0.000362444	-0.724222
RNF216	54476	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	2.7587e-05	0.000250519	-0.404522
RNF216	54476	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0.000145819	0.000290355	-0.174492
RNF216	54476	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00412545	0.0180785	-0.241521
RNF216	54476	Novel DORGE-OG	monastrol	MCF7	6h	100.0μM	0.00860745	0.125074	-0.284313
RNF216	54476	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.00917428	0.0314428	-0.2364
ACVR1B	91	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	1.68682e-05	6.00574e-05	-0.133398
ACVR1B	91	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.000202977	0.00240728	-0.349627
ACVR1B	91	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.00414349	0.0186233	-0.189497
CTNND2	1501	CGC-OG	AG-013608	PC3	6h	10.0μM	0.00423733	0.136182	-0.449527
CTNND2	1501	CGC-OG	wortmannin	MCF7	6h	0.01μM	0.00436771	0.0274893	-0.2714
CTNND2	1501	CGC-OG	monastrol	MCF7	6h	100.0μM	0.00612974	0.103168	-0.387033
MUC4	4585	CGC-OG	trichostatinA	MCF7	6h	0.1μM	6.97815e-24	1.83775e-23	-0.199062
MUC4	4585	CGC-OG	trichostatinA	MCF7	6h	1.0μM	2.93742e-10	8.58052e-10	-0.23675
MUC4	4585	CGC-OG	sirolimus	MCF7	6h	0.1μM	0.000721408	0.00349768	-0.142319
MUC4	4585	CGC-OG	cephaeline	MCF7	6h	6.0μM	0.00173971	0.00437425	-0.308941
SRRM1	10250	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	1.47181e-09	1.22809e-08	-0.799153
SRRM1	10250	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	1.9499e-05	0.000140546	-0.339116
SRRM1	10250	Novel DORGE-OG	biperiden	MCF7	6h	11.4μM	0.00680621	0.501715	-0.245984
SRRM1	10250	Novel DORGE-OG	3-hydroxy-DL-kynurenine	MCF7	6h	17.8μM	0.00790624	0.647496	-0.29959
PIM1	5292	CGC-OG	trichostatinA	MCF7	6h	0.1μM	6.29543e-34	1.92483e-33	-0.489881
PIM1	5292	CGC-OG	trichostatinA	PC3	6h	0.1μM	7.33119e-34	3.98982e-33	-0.72314
PIM1	5292	CGC-OG	trichostatinA	HL60	6h	0.1μM	2.73307e-16	3.0799e-15	-0.501602
PIM1	5292	CGC-OG	trichostatinA	PC3	6h	1.0μM	1.06084e-12	7.44541e-12	-0.658828
PIM1	5292	CGC-OG	LY-294002	PC3	6h	10.0μM	1.74181e-11	5.55636e-09	-0.839894
PIM1	5292	CGC-OG	trichostatinA	MCF7	6h	1.0μM	1.24197e-10	3.70981e-10	-0.453874
PIM1	5292	CGC-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	5.53149e-09	1.0811e-07	-0.723069
PIM1	5292	CGC-OG	trichostatinA	HL60	6h	1.0μM	2.00348e-08	1.81804e-07	-1.03404
PIM1	5292	CGC-OG	LY-294002	HL60	6h	10.0μM	4.90259e-06	8.5305e-05	-0.453717
PIM1	5292	CGC-OG	sirolimus	PC3	6h	0.1μM	5.5764e-06	0.000287867	-0.633692
PIM1	5292	CGC-OG	cephaeline	MCF7	6h	6.0μM	1.72426e-05	6.14127e-05	-0.785752
PIM1	5292	CGC-OG	helveticoside	MCF7	6h	7.4μM	9.40491e-05	0.000450371	-0.594372
PIM1	5292	CGC-OG	butylhydroxybenzoate	MCF7	6h	20.6μM	9.62786e-05	0.0190091	-0.528851
PIM1	5292	CGC-OG	sirolimus	HL60	6h	0.1μM	0.000205753	0.0239231	-0.376084
PIM1	5292	CGC-OG	pioglitazone	PC3	6h	10.0μM	0.000638406	0.0154342	-0.592021
PIM1	5292	CGC-OG	PF-00562151-00	MCF7	6h	10.0μM	0.00108028	0.11914	-0.488633
PIM1	5292	CGC-OG	famprofazone	MCF7	6h	10.6μM	0.0013052	0.222728	-0.515274
PIM1	5292	CGC-OG	tretinoin	HL60	6h	1.0μM	0.0016061	0.0128459	-0.423975
PIM1	5292	CGC-OG	testosterone	MCF7	6h	11.6μM	0.00164557	0.181123	-0.428284
PIM1	5292	CGC-OG	valproicacid	HL60	6h	1000.0μM	0.00217682	0.0418068	-0.468809
PIM1	5292	CGC-OG	thioridazine	PC3	6h	10.0μM	0.00278624	0.0324566	-0.520703
PIM1	5292	CGC-OG	SB-202190	MCF7	6h	1.0μM	0.00690245	0.999285	-0.388349
PIM1	5292	CGC-OG	equilin	MCF7	6h	15.0μM	0.00903278	0.186996	-0.299871
PIM1	5292	CGC-OG	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00909902	0.0924802	-0.371629
CACNA1C	775	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.00616985	0.0257927	-0.220149
CACNA1C	775	Novel DORGE-OG	alpha-estradiol	MCF7	6h	0.01μM	0.00961123	0.402604	-0.165765
SND1	27044	CGC-OG	trichostatinA	MCF7	6h	0.1μM	9.00755e-42	3.11537e-41	-0.512499
SND1	27044	CGC-OG	trichostatinA	MCF7	6h	1.0μM	1.85944e-17	7.92509e-17	-0.540639
SND1	27044	CGC-OG	trichostatinA	PC3	6h	0.1μM	4.55318e-17	1.49069e-16	-0.481142
SND1	27044	CGC-OG	geldanamycin	MCF7	6h	1.0μM	2.12081e-08	2.30236e-07	-0.469523
SND1	27044	CGC-OG	trichostatinA	HL60	6h	0.1μM	1.15057e-07	5.48227e-07	-0.33608
SND1	27044	CGC-OG	LY-294002	MCF7	6h	10.0μM	1.85751e-07	9.86309e-07	-0.312651
SND1	27044	CGC-OG	tanespimycin	MCF7	6h	1.0μM	4.19477e-07	1.79831e-06	-0.265314
SND1	27044	CGC-OG	trichostatinA	PC3	6h	1.0μM	7.03638e-06	2.14295e-05	-0.392235
SND1	27044	CGC-OG	trichostatinA	HL60	6h	1.0μM	0.000250665	0.000881187	-0.567611
SND1	27044	CGC-OG	loperamide	MCF7	6h	7.8μM	0.00582275	0.0796547	-0.477488
ATXN2	6311	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	2.97338e-12	5.63042e-11	-1.11349
ATXN2	6311	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	3.51589e-12	3.31373e-10	-1.1177
ATXN2	6311	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.57258e-10	2.90242e-09	-1.18535
ATXN2	6311	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	8.63544e-10	6.28266e-09	-0.349343
ATXN2	6311	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.28807e-09	2.10025e-08	-1.06143
ATXN2	6311	Novel DORGE-OG	thioridazine	MCF7	6h	10.0μM	0.000196624	0.00141733	-0.322471
ATXN2	6311	Novel DORGE-OG	monastrol	MCF7	6h	100.0μM	0.000465141	0.0241117	-0.445928
ATXN2	6311	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	0.00056135	0.00515393	-0.293527
ATXN2	6311	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	0.00166755	0.0354426	-0.339945
ATXN2	6311	Novel DORGE-OG	benzamil	MCF7	6h	11.2μM	0.00285651	0.122741	-0.42522
ATXN2	6311	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.0090504	0.0743699	-0.465267
DYRK3	8444	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0	0	-1.50856
DYRK3	8444	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-1.74109
DYRK3	8444	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	2.93795e-33	5.32038e-32	-1.31861
DYRK3	8444	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	2.08105e-23	4.67336e-22	-0.790479
DYRK3	8444	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	1.36482e-14	1.30915e-13	-0.969389
DYRK3	8444	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	2.44812e-14	2.92856e-12	-2.01599
DYRK3	8444	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	1.66257e-06	7.79062e-06	-0.253239
DYRK3	8444	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	0.000168691	0.000532256	-0.185036
DYRK3	8444	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.000258668	0.00104858	-0.557214
DYRK3	8444	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	0.000900692	0.00452017	-0.457656
DYRK3	8444	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.00315828	0.0348644	-0.482001
DYRK3	8444	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.0044948	0.0159679	-0.222426
DYRK3	8444	Novel DORGE-OG	rosiglitazone	HL60	6h	10.0μM	0.00859021	0.985422	-0.29959
ERF	2077	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	2.26234e-11	3.16245e-10	-1.53006
ERF	2077	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.62952e-05	8.55397e-05	-0.98404
ERF	2077	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	1.8013e-05	0.000126753	-0.970578
ERF	2077	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	7.32597e-05	0.000359536	-0.917837
ERF	2077	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000776203	0.00716375	-0.55714
PSIP1	11168	CGC-OG	trichostatinA	PC3	6h	0.1μM	3.41343e-37	2.06048e-36	-0.673648
PSIP1	11168	CGC-OG	trichostatinA	MCF7	6h	0.1μM	3.72922e-15	8.40798e-15	-0.225279
PSIP1	11168	CGC-OG	trichostatinA	HL60	6h	0.1μM	1.15178e-06	4.91305e-06	-0.27866
PSIP1	11168	CGC-OG	trichostatinA	PC3	6h	1.0μM	6.51271e-05	0.000177803	-0.318997
PSIP1	11168	CGC-OG	sirolimus	MCF7	6h	0.1μM	0.000407866	0.00211339	-0.193971
RARG	5916	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	9.66868e-10	8.43535e-09	-0.774456
RARG	5916	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.52986e-07	1.4109e-06	-0.993517
RARG	5916	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	6.01396e-07	4.28766e-06	-0.921681
RARG	5916	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	1.51793e-06	1.44157e-05	-0.738174
RARG	5916	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.0089605	0.0218113	-0.10042
KIAA0368	23392	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	3.70031e-16	3.94478e-15	-0.311534
KIAA0368	23392	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	6.20554e-08	6.22606e-07	-0.342488
KIAA0368	23392	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	1.17687e-07	4.83218e-06	-0.433865
KIAA0368	23392	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	1.39707e-06	1.78084e-05	-0.377759
KIAA0368	23392	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	4.12916e-05	0.000317496	-0.282247
KIAA0368	23392	Novel DORGE-OG	tacrolimus	MCF7	6h	1.0μM	0.00764013	0.146568	-0.410776
RTF1	23168	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-0.967884
RTF1	23168	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0	0	-0.978298
RTF1	23168	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	9.79036e-33	1.64375e-31	-0.914523
RTF1	23168	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	2.12227e-14	1.97333e-13	-0.724358
RTF1	23168	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	2.67983e-09	3.10375e-08	-1.28955
RTF1	23168	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	0.000288732	0.000962517	-0.180929
RTF1	23168	Novel DORGE-OG	tacrolimus	MCF7	6h	1.0μM	0.00662617	0.143868	-0.460355
MAP4K4	9448	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.000533921	0.00161894	-0.244265
MAP4K4	9448	Novel DORGE-OG	PF-00562151-00	PC3	6h	10.0μM	0.00284323	0.276838	-0.488479
MAP4K4	9448	Novel DORGE-OG	AG-013608	PC3	6h	10.0μM	0.00333246	0.1264	-0.47919
MAP4K4	9448	Novel DORGE-OG	clofazimine	MCF7	6h	8.4μM	0.0061706	0.119951	-0.379306
MAP4K4	9448	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	0.00672374	0.0243436	-0.205063
MAP4K4	9448	Novel DORGE-OG	valproicacid	MCF7	6h	500.0μM	0.00759052	0.0760949	-0.283213
CBX5	23468	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	1.70581e-11	1.179e-08	-0.864866
CBX5	23468	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	0.000471904	0.00151901	-0.192652
CBX5	23468	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	0.000475018	0.0035135	-0.432367
CBX5	23468	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.00328981	0.0225999	-0.399065
CBX5	23468	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.0040804	0.011344	-0.420152
FRYL	285527	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-1.01235
FRYL	285527	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	2.39346e-35	1.3572e-34	-0.692839
FRYL	285527	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	2.00241e-28	1.92966e-27	-0.85551
FRYL	285527	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	3.1055e-18	7.80515e-17	-0.545442
FRYL	285527	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	3.85557e-09	2.88047e-08	-0.710362
FRYL	285527	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	3.57611e-07	2.34037e-06	-0.978753
FRYL	285527	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	3.97255e-07	1.38944e-06	-0.409361
FRYL	285527	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	1.12803e-06	0.000252805	-1.09868
FRYL	285527	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	1.89973e-06	7.92042e-06	-0.277862
FRYL	285527	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	2.26802e-06	5.2741e-05	-0.411743
FRYL	285527	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	2.76002e-05	0.000331123	-0.469739
FRYL	285527	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	3.73922e-05	0.000256025	-0.246416
FRYL	285527	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.000406491	0.00315481	-0.605329
FRYL	285527	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.000560966	0.00211292	-0.442077
FRYL	285527	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.000702344	0.00311733	-0.395235
FRYL	285527	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	0.0022973	0.00784752	-0.335016
FRYL	285527	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	0.00345637	0.0179543	-0.272762
FRYL	285527	Novel DORGE-OG	tacrolimus	MCF7	6h	1.0μM	0.004757	0.133755	-0.621197
STAT6	6778	CGC-OG	tanespimycin	MCF7	6h	1.0μM	2.46932e-13	1.9884e-12	-0.409161
STAT6	6778	CGC-OG	fulvestrant	MCF7	6h	1.0μM	0.000106607	0.000938643	-0.265894
STAT6	6778	CGC-OG	alvespimycin	MCF7	6h	0.1μM	0.000119787	0.000901557	-0.357907
STAT6	6778	CGC-OG	tretinoin	MCF7	6h	1.0μM	0.00167728	0.0130175	-0.249452
STAT6	6778	CGC-OG	valproicacid	MCF7	6h	500.0μM	0.00227343	0.0324727	-0.252116
STAT6	6778	CGC-OG	fenoprofen	MCF7	6h	7.2μM	0.00627045	0.393049	-0.361673
STAT6	6778	CGC-OG	tanespimycin	HL60	6h	1.0μM	0.00750675	0.0263892	-0.233193
STAT6	6778	CGC-OG	sulfamethoxypyridazine	MCF7	6h	14.2μM	0.00904118	0.6558	-0.337975
STAT6	6778	CGC-OG	meclozine	MCF7	6h	8.6μM	0.00972288	0.192639	-0.390049
MAST1	22983	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	5.5238e-06	9.95677e-06	-0.126688
MAST1	22983	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	0.00413659	0.00772723	-0.154024
MAST1	22983	Novel DORGE-OG	clozapine	MCF7	6h	12.2μM	0.00530952	0.412954	-0.302192
MAST1	22983	Novel DORGE-OG	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00791066	0.376796	-0.326238
CD79B	974	CGC-OG	trichostatinA	MCF7	6h	0.1μM	0.000424078	0.000706137	-0.127191
CD79B	974	CGC-OG	testosterone	MCF7	6h	11.6μM	0.00200349	0.197821	-0.479146
TNC	3371	CGC-OG	trichostatinA	PC3	6h	0.1μM	7.30606e-22	2.77795e-21	-0.65659
TNC	3371	CGC-OG	trichostatinA	PC3	6h	1.0μM	0.000368722	0.000918925	-0.389102
TNC	3371	CGC-OG	monastrol	MCF7	6h	100.0μM	0.00862769	0.125074	-0.313623
TNC	3371	CGC-OG	ionomycin	MCF7	6h	2.0μM	0.00896948	0.0414534	-0.428791
AKT3	10000	CGC-OG	trichostatinA	HL60	6h	0.1μM	1.67885e-39	2.06798e-37	-0.820784
AKT3	10000	CGC-OG	trichostatinA	MCF7	6h	0.1μM	1.93544e-31	5.73304e-31	-0.481081
AKT3	10000	CGC-OG	trichostatinA	MCF7	6h	1.0μM	1.79142e-08	4.7369e-08	-0.368915
AKT3	10000	CGC-OG	trichostatinA	PC3	6h	0.1μM	1.57447e-07	3.62471e-07	-0.324561
AKT3	10000	CGC-OG	valproicacid	HL60	6h	500.0μM	2.2354e-05	0.000853087	-0.859344
AKT3	10000	CGC-OG	valproicacid	HL60	6h	200.0μM	2.87215e-05	0.00327821	-0.673816
AKT3	10000	CGC-OG	valproicacid	HL60	6h	1000.0μM	0.000109434	0.0113631	-0.576345
AKT3	10000	CGC-OG	prochlorperazine	HL60	6h	10.0μM	0.0003227	0.0216999	-0.544337
AKT3	10000	CGC-OG	thioridazine	HL60	6h	10.0μM	0.000811863	0.00934356	-0.516522
TFEB	7942	CGC-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-0.496309
TFEB	7942	CGC-OG	trichostatinA	PC3	6h	0.1μM	1.24586e-20	4.55875e-20	-0.349833
TFEB	7942	CGC-OG	trichostatinA	MCF7	6h	1.0μM	1.04744e-12	3.48055e-12	-0.358142
TFEB	7942	CGC-OG	valproicacid	MCF7	6h	1000.0μM	0.000629117	0.0151978	-0.260978
TFEB	7942	CGC-OG	trichostatinA	PC3	6h	1.0μM	0.00145623	0.00336684	-0.185728
TFEB	7942	CGC-OG	azathioprine	MCF7	6h	14.4μM	0.00268506	0.472574	-0.297047
TFEB	7942	CGC-OG	tretinoin	HL60	6h	1.0μM	0.00576423	0.0346235	-0.32971
MITF	4286	CGC-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-1.67976
MITF	4286	CGC-OG	trichostatinA	PC3	6h	0.1μM	0	0	-1.38747
MITF	4286	CGC-OG	trichostatinA	MCF7	6h	1.0μM	3.6154e-36	1.18679e-34	-1.26909
MITF	4286	CGC-OG	trichostatinA	HL60	6h	0.1μM	2.16844e-28	7.91132e-27	-0.921133
MITF	4286	CGC-OG	trichostatinA	PC3	6h	1.0μM	3.9435e-16	5.17522e-15	-0.940687
MITF	4286	CGC-OG	tretinoin	MCF7	6h	1.0μM	5.78071e-13	2.75547e-11	-0.70532
MITF	4286	CGC-OG	trichostatinA	HL60	6h	1.0μM	9.65682e-09	9.47129e-08	-1.34044
MITF	4286	CGC-OG	LY-294002	MCF7	6h	10.0μM	1.91885e-06	8.93095e-06	-0.287519
MITF	4286	CGC-OG	lycorine	MCF7	6h	12.4μM	7.62129e-06	0.000570754	-0.994819
MITF	4286	CGC-OG	helveticoside	MCF7	6h	7.4μM	1.66327e-05	9.52264e-05	-0.591395
MITF	4286	CGC-OG	gossypol	MCF7	6h	7.8μM	4.88779e-05	0.00121375	-0.616131
MITF	4286	CGC-OG	prochlorperazine	HL60	6h	10.0μM	9.97989e-05	0.0104336	-0.721357
MITF	4286	CGC-OG	valproicacid	MCF7	6h	1000.0μM	0.000210475	0.00743896	-0.384634
MITF	4286	CGC-OG	digoxigenin	MCF7	6h	10.2μM	0.000228787	0.00116761	-0.512103
MITF	4286	CGC-OG	thioridazine	HL60	6h	10.0μM	0.00036634	0.00515374	-0.668485
MITF	4286	CGC-OG	valproicacid	HL60	6h	500.0μM	0.00121783	0.0118822	-0.567582
MITF	4286	CGC-OG	tanespimycin	PC3	6h	1.0μM	0.00174918	0.0140851	-0.290585
MITF	4286	CGC-OG	thioridazine	PC3	6h	10.0μM	0.00189955	0.0243632	-0.569311
MITF	4286	CGC-OG	valproicacid	HL60	6h	1000.0μM	0.00248026	0.0451124	-0.496044
MITF	4286	CGC-OG	lanatosideC	MCF7	6h	4.0μM	0.00275361	0.00877333	-0.413296
MITF	4286	CGC-OG	testosterone	MCF7	6h	11.6μM	0.00284831	0.227153	-0.321637
MITF	4286	CGC-OG	alfuzosin	MCF7	6h	9.4μM	0.00611422	0.368957	-0.331906
MITF	4286	CGC-OG	trifluoperazine	HL60	6h	10.0μM	0.00627007	0.140521	-0.443722
MITF	4286	CGC-OG	ionomycin	MCF7	6h	2.0μM	0.00741787	0.0366359	-0.558755
MITF	4286	CGC-OG	phthalylsulfathiazole	MCF7	6h	10.0μM	0.009406	0.226057	-0.289629
POGZ	23126	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	1.20508e-10	9.81181e-10	-0.376476
POGZ	23126	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	1.10009e-09	2.43526e-08	-0.565493
POGZ	23126	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	1.48709e-05	0.000107626	-0.697583
POGZ	23126	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	1.87707e-05	0.000138674	-0.278488
POGZ	23126	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	1.96663e-05	0.000474164	-0.676706
POGZ	23126	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	4.10443e-05	0.000214102	-0.702009
POGZ	23126	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	0.000331258	0.0115764	-0.452054
POGZ	23126	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.000362979	0.00142725	-0.573154
POGZ	23126	Novel DORGE-OG	amiodarone	MCF7	6h	5.8μM	0.000374752	0.0588525	-0.447513
POGZ	23126	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	0.000405018	0.00121623	-0.16924
POGZ	23126	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	0.00291871	0.00702354	-0.366152
POGZ	23126	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.00339769	0.0177832	-0.230668
POGZ	23126	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	0.00463336	0.0230829	-0.287095
POGZ	23126	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.0062141	0.0297459	-0.204035
POGZ	23126	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	0.00966522	0.0514968	-0.233719
ZBTB20	26137	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	8.58193e-12	1.79744e-11	-0.121082
ZBTB20	26137	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	2.61571e-10	3.04131e-08	-0.526422
ZBTB20	26137	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	1.64242e-07	1.16881e-06	-0.653124
ZBTB20	26137	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	1.20685e-06	2.69076e-05	-0.363821
ZBTB20	26137	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	7.16043e-05	0.000245408	-0.124094
ZBTB20	26137	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	0.00025605	0.00052784	-0.145534
ZBTB20	26137	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.00433241	0.027855	-0.238625
ZBTB20	26137	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.00819101	0.0690731	-0.304994
ZBTB20	26137	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	0.00924724	0.0630383	-0.221896
GPATCH8	23131	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	9.40015e-15	4.62242e-13	-1.63004
GPATCH8	23131	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.03143e-09	1.48347e-08	-1.11383
GPATCH8	23131	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	9.36595e-07	7.16616e-06	-0.747132
GPATCH8	23131	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	2.50545e-06	2.27142e-05	-0.381336
GPATCH8	23131	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	3.50484e-05	0.00030859	-0.420659
GPATCH8	23131	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	7.65167e-05	0.000549939	-0.384201
GPATCH8	23131	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	8.13864e-05	0.000473586	-0.658082
GPATCH8	23131	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	0.000106389	0.000343637	-0.1733
GPATCH8	23131	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.000199671	0.0017693	-0.647335
GPATCH8	23131	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.000576316	0.00559715	-0.376793
GPATCH8	23131	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000966459	0.00824106	-0.630938
