Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Leishmaniasis	4/74	0.3148339945043444	0.524156055715341	0	0	1.411333004022299	1.6310913564944614	JUN;MAPK1;JAK2;MYD88
Glyoxylate and dicarboxylate metabolism	2/30	0.31992608121476673	0.5297700699685385	0	0	1.7406440382941688	1.9837516206718036	CS;ACO2
Synthesis and degradation of ketone bodies	1/10	0.323360166895518	0.5325932160632061	0	0	2.6109660574412534	2.9477506767567143	HMGCS1
Legionellosis	3/55	0.35268249691428916	0.5777989843063887	0	0	1.4241633040588653	1.4842445795758075	EEF1A1;VCP;MYD88
Glutathione metabolism	3/56	0.3632275258023139	0.5919263383445116	0	0	1.3987318164863856	1.4165318652919203	IDH1;IDH2;SMS
Tuberculosis	8/179	0.379226110108171	0.6147454837542982	0	0	1.1669122044430182	1.1314645100587564	SYK;NFYA;BCL2;AKT1;MAPK1;JAK2;CALM2;MYD88
Peroxisome	4/83	0.3936046476448437	0.6347132537937793	0	0	1.2582968951524112	1.1732464762439732	IDH1;IDH2;HACL1;SOD2
Non-homologous end-joining	1/13	0.398205878956789	0.6387885974931823	0	0	2.008435428800964	1.8493394730504549	RAD50
Systemic lupus erythematosus	6/133	0.4008450032394349	0.6396904714909116	0	0	1.1778794244095878	1.0767943445885646	H3F3A;SNRPD3;HIST1H3B;HIST1H2AC;HIST1H2BD;SNRPB
African trypanosomiasis	2/37	0.4169672666634771	0.6619892687234584	0	0	1.411333004022299	1.2345600980513582	GNAQ;MYD88
Allograft rejection	2/38	0.4302870981590346	0.6796329550409368	0	0	1.374192661811186	1.158860276143717	HLA-B;HLA-A
Basal cell carcinoma	3/63	0.4359067601054897	0.6849963373086265	0	0	1.2433171702101204	1.0323597059206389	TCF7L2;SMO;CTNNB1
Inflammatory bowel disease (IBD)	3/65	0.4561334199394689	0.7131426057936874	0	0	1.2050612572805786	0.9459368443582209	JUN;STAT3;RORA
Ferroptosis	2/40	0.45642903822015635	0.7100007261202432	0	0	1.3054830287206267	1.0239191103417367	MAP1LC3B;PCBP1
Rheumatoid arthritis	4/91	0.46245905095340695	0.7157657673047705	0	0	1.1476773878862652	0.8850856619843798	JUN;FLT1;ATP6V1C1;VEGFA
Fat digestion and absorption	2/41	0.4692378897803997	0.7226263502618155	0	0	1.2736419792396358	0.9636953594288659	ABCA1;SCARB1
Graft-versus-host disease	2/41	0.4692378897803997	0.7190311942903638	0	0	1.2736419792396358	0.9636953594288659	HLA-B;HLA-A
Homologous recombination	2/41	0.4692378897803997	0.7154716339225896	0	0	1.2736419792396358	0.9636953594288659	RAD50;RPA2
IL-17 signaling pathway	4/93	0.4792712009098145	0.7271700979321324	0	0	1.1229961537381734	0.8259509366926041	JUN;HSP90AB1;TRAF3;MAPK1
Selenocompound metabolism	1/17	0.4852974189443624	0.7327039462493314	0	0	1.5358623867301489	1.1104182783896988	MARS
Type I diabetes mellitus	2/43	0.4943037403436832	0.7426612293944117	0	0	1.2144028174145363	0.8556744085824874	HLA-B;HLA-A
Vasopressin-regulated water reabsorption	2/44	0.5065517086789794	0.7573685741413867	0	0	1.186802753382388	0.8071788159490871	GNAS;PRKACA
Pantothenate and CoA biosynthesis	1/19	0.5240017425735433	0.7796740903992817	0	0	1.374192661811186	0.8880861194786249	PANK2
Ribosome	6/153	0.5348512573751022	0.791991284959286	0	0	1.0239082578200993	0.640727583412477	RPS9;RPS19;RPL12;RPL11;RPS3;RPS11
Sphingolipid metabolism	2/47	0.5421141110827341	0.7989050058061345	0	0	1.1110493861452142	0.680271943391246	UGCG;SGMS1
One carbon pool by folate	1/20	0.5422497661362374	0.795299656999815	0	0	1.3054830287206267	0.7989928989024431	MTHFR
Arginine and proline metabolism	2/49	0.5648135995903861	0.8244672448997106	0	0	1.0657004316086747	0.6087915111612011	AMD1;SMS
N-Glycan biosynthesis	2/50	0.5758558874997701	0.8366208176883453	0	0	1.0443864229765014	0.5763946160869073	B4GALT1;MAN1A1
RNA degradation	3/79	0.5874377206075754	0.8494404598456958	0	0	0.9915060977625012	0.5274664170864396	CNOT1;XRN2;TOB1
Mannose type O-glycan biosynthesis	1/23	0.5929075707301784	0.8533436064714718	0	0	1.13520263367011	0.593389441897005	B4GALT1
Autoimmune thyroid disease	2/53	0.6077444805622153	0.8706293023868014	0	0	0.9852702103551898	0.4906653013292191	HLA-B;HLA-A
Glycosaminoglycan biosynthesis	2/53	0.6077444805622153	0.8665986111720477	0	0	0.9852702103551898	0.4906653013292191	B4GALT1;HS6ST1
Vitamin digestion and absorption	1/24	0.6085171139781991	0.8637017101626052	0	0	1.0879025239338553	0.5403940840824527	SCARB1
ECM-receptor interaction	3/82	0.6128080324924624	0.8658021743471487	0	0	0.9552314844297267	0.4677802516606008	SDC4;ITGB4;COL4A1
Fanconi anemia pathway	2/54	0.6179609246969184	0.8690957297107347	0	0	0.9670244657189826	0.46545793653343426	USP1;RPA2
Parkinson disease	5/142	0.6380957416964468	0.8933340383750256	0	0	0.9193542455779061	0.41303547010360564	VDAC1;PRKACA;NDUFV2;UBE2L3;GNAI2
Biosynthesis of unsaturated fatty acids	1/27	0.651849627658786	0.9084601145651859	0	0	0.9670244657189826	0.4138297805632015	SCD
Collecting duct acid secretion	1/27	0.651849627658786	0.9043679518869644	0	0	0.9670244657189826	0.4138297805632015	ATP6V1C1
Cell adhesion molecules (CAMs)	5/145	0.6562809212553379	0.9064328419132022	0	0	0.9003331232556046	0.3791900135796835	SDC4;HLA-B;HLA-A;CD58;GLG1
Butanoate metabolism	1/28	0.6652017618172678	0.9146524224987431	0	0	0.9324878776575903	0.3801425616506473	HMGCS1
GABAergic synapse	3/89	0.6678178378012402	0.9141684179679199	0	0	0.8801009182386247	0.35533180438583073	GNB1;PRKACA;GNAI2
Pentose phosphate pathway	1/30	0.6903912879301877	0.9408872419579549	0	0	0.8703220191470844	0.3224514866539449	TKT
Cytosolic DNA-sensing pathway	2/63	0.7007798621371049	0.9508378746177458	0	0	0.8288781134734137	0.294717124876938	POLR3B;POLR3H
Galactose metabolism	1/31	0.7022670626880047	0.9486765583680064	0	0	0.8422471153036301	0.29768509738265436	B4GALT1
Mucin type O-glycan biosynthesis	1/31	0.7022670626880047	0.9445338659733862	0	0	0.8422471153036301	0.29768509738265436	B4GALT5
beta-Alanine metabolism	1/31	0.7022670626880047	0.9404271969908932	0	0	0.8422471153036301	0.29768509738265436	SMS
Glycolysis / Gluconeogenesis	2/68	0.739994358179952	0.986659144239936	0	0	0.7679311933650744	0.23123384802190985	PKM;PGK1
Pyruvate metabolism	1/39	0.7822764107426037	1.0	0	0	0.669478476266988	0.16438852143576255	PKM
Cardiac muscle contraction	2/78	0.805344561128221	1.0	0	0	0.669478476266988	0.14493209271904636	ATP2A2;SLC9A1
Synaptic vesicle cycle	2/78	0.805344561128221	1.0	0	0	0.669478476266988	0.14493209271904636	NAPA;ATP6V1C1
Porphyrin and chlorophyll metabolism	1/42	0.8063931443019304	1.0	0	0	0.6216585851050602	0.1337709084364547	EPRS
ABC transporters	1/45	0.8278415969795986	1.0	0	0	0.5802146794313896	0.10962196164446768	ABCA1
Glycosphingolipid biosynthesis	1/45	0.8278415969795986	1.0	0	0	0.5802146794313896	0.10962196164446768	B4GALT1
Taste transduction	2/83	0.832200800099336	1.0	0	0	0.6291484475762056	0.11556294378999957	ITPR3;PRKACA
Ether lipid metabolism	1/47	0.8408051854263592	1.0	0	0	0.5555246930726071	0.09632536647151234	PAFAH1B1
Intestinal immune network for IgA production	1/48	0.8469166444835735	1.0	0	0	0.5439512619669277	0.09037913502237863	CXCR4
Valine, leucine and isoleucine degradation	1/48	0.8469166444835735	1.0	0	0	0.5439512619669277	0.09037913502237863	HMGCS1
Protein digestion and absorption	2/90	0.8641863903374212	1.0	0	0	0.5802146794313896	0.08469208232501063	COL4A1;PRSS3
Hematopoietic cell lineage	2/97	0.8904918768865707	1.0	0	0	0.5383435169981965	0.06243778001295532	FLT3;KIT
Lysine degradation	1/59	0.9004913276076808	1.0	0	0	0.44253661990529713	0.04638436299226039	ASH1L
Glycerolipid metabolism	1/61	0.9079894531943659	1.0	0	0	0.428027222531353	0.04131426438086313	DGKD
Arachidonic acid metabolism	1/63	0.9149232527204785	1.0	0	0	0.41443905673670683	0.036849887700564535	PTGES3
RIG-I-like receptor signaling pathway	1/70	0.9353318394438751	1.0	0	0	0.37299515106303616	0.024936182082226702	TRAF3
Cytokine-cytokine receptor interaction	7/294	0.936517010093692	1.0	0	0	0.6216585851050602	0.040773090755089496	ACVR1;MPL;CXCR4;CCR7;INHBA;IL6ST;TGFBR1
Lysosome	2/123	0.9520912017499391	1.0	0	0	0.42454732641321197	0.020842916904122235	LAPTM5;LITAF
Purine metabolism	2/129	0.9606103970765859	1.0	0	0	0.4048009391381788	0.016267478813357928	PKM;PDE7A
Oxidative phosphorylation	2/133	0.9654612401841733	1.0	0	0	0.39262647480319596	0.013800554675681661	NDUFV2;ATP6V1C1
Glycerophospholipid metabolism	1/97	0.9775693322096487	1.0	0	0	0.26917175849909825	0.006106447079804621	DGKD
Neuroactive ligand-receptor interaction	3/338	0.999817894780789	1.0	0	0	0.23174254947703432	4.220537079883427E-5	GRM3;PRSS3;NR3C1
Olfactory transduction	3/444	0.9999916181219569	1.0	0	0	0.1764166255027874	1.4787088369240867E-6	GNB1;PRKACA;CALM2
