Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	sirolimus	MCF7	6h	0.1μM	8.31887E-10	1.70502E-8	0.443462	4.199916001679967E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	tanespimycin	HL60	6h	1.0μM	4.14254E-9	8.02108E-8	0.618675	5.01002004008016E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	LY-294002	HL60	6h	10.0μM	2.94528E-8	1.50771E-6	0.656813	6.345177664974619E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	15-deltaprostaglandinJ2	HL60	6h	10.0μM	3.17072E-8	1.7003E-6	1.24108	6.729475100942127E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	genistein	HL60	6h	10.0μM	1.64975E-7	1.47816E-4	1.01915	0.001808318264014466
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	phenoxybenzamine	MCF7	6h	11.8μM	1.46629E-6	1.66442E-5	0.706444	5.060728744939271E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	geldanamycin	HL60	6h	1.0μM	1.47519E-5	3.7371E-4	0.747245	7.501875468867217E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	sirolimus	HL60	6h	0.1μM	2.03591E-4	0.023895	0.387181	0.009615384615384616
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	sirolimus	PC3	6h	0.1μM	2.28555E-4	0.00412095	0.479596	6.915629322268327E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	valproicacid	HL60	6h	500.0μM	6.47744E-4	0.00771894	0.541215	6.596306068601583E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	trichostatinA	HL60	6h	0.1μM	9.68412E-4	0.00282221	0.19467	4.476275738585497E-4
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	fulvestrant	HL60	6h	1.0μM	0.0038189	0.568426	0.459835	0.0
MYCBP2	23077	Novel DORGE-TSG	0.703757962735981	thioridazine	HL60	6h	10.0μM	0.00943118	0.0594268	0.38735	7.993605115907274E-4
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	trichostatinA	HL60	6h	1.0μM	1.70136E-9	2.09986E-8	2.22572	4.340277777777778E-4
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	7.23591E-6	0.00818381	0.877726	0.01388888888888889
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	lorglumide	MCF7	6h	8.4μM	6.60765E-4	0.0604454	0.670956	0.01818181818181818
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	tanespimycin	MCF7	6h	1.0μM	0.00122761	0.00342359	0.22514	2.959455460195324E-4
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	estradiol	PC3	6h	0.01μM	0.00316473	0.336401	0.495205	0.0
ZNF217	7764	Novel DORGE-TSG	0.979621528339792	geldanamycin	MCF7	6h	1.0μM	0.00546065	0.018983	0.336796	3.961965134706815E-4
BUB1B	701	CGC-TSG	0.716367802785084	trichostatinA	PC3	6h	0.1μM	0.0	0.0	0.905837	2.787068004459309E-4
BUB1B	701	CGC-TSG	0.716367802785084	trichostatinA	MCF7	6h	0.1μM	7.22594E-41	2.467E-40	0.462358	2.373605506764776E-4
BUB1B	701	CGC-TSG	0.716367802785084	trichostatinA	PC3	6h	1.0μM	6.38811E-19	1.88776E-17	0.71429	2.996703626011388E-4
BUB1B	701	CGC-TSG	0.716367802785084	trichostatinA	MCF7	6h	1.0μM	3.45312E-13	1.17926E-12	0.443788	2.809778027535825E-4
BUB1B	701	CGC-TSG	0.716367802785084	phenoxybenzamine	MCF7	6h	11.8μM	6.31049E-13	6.43515E-11	1.45902	5.060728744939271E-4
BUB1B	701	CGC-TSG	0.716367802785084	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.08552E-10	3.06235E-9	0.64002	5.040322580645161E-4
BUB1B	701	CGC-TSG	0.716367802785084	methotrexate	MCF7	6h	8.8μM	4.63699E-10	9.01388E-8	1.16786	8.143322475570033E-4
BUB1B	701	CGC-TSG	0.716367802785084	ionomycin	MCF7	6h	2.0μM	1.9011E-7	4.17753E-5	0.964145	4.340277777777778E-4
BUB1B	701	CGC-TSG	0.716367802785084	trichostatinA	HL60	6h	1.0μM	1.73983E-6	9.7238E-6	0.815927	4.340277777777778E-4
BUB1B	701	CGC-TSG	0.716367802785084	thioridazine	PC3	6h	10.0μM	7.75002E-6	4.64265E-4	0.733477	0.001420454545454545
BUB1B	701	CGC-TSG	0.716367802785084	LY-294002	MCF7	6h	10.0μM	2.20952E-5	8.83881E-5	0.275416	3.629764065335753E-4
BUB1B	701	CGC-TSG	0.716367802785084	trifluoperazine	MCF7	6h	10.0μM	7.57757E-5	0.00112229	0.364247	5.824111822947001E-4
BUB1B	701	CGC-TSG	0.716367802785084	15-deltaprostaglandinJ2	HL60	6h	10.0μM	9.25322E-5	9.42828E-4	0.656184	6.729475100942127E-4
BUB1B	701	CGC-TSG	0.716367802785084	prochlorperazine	MCF7	6h	10.0μM	4.96078E-4	0.00605163	0.353723	8.103727714748784E-4
BUB1B	701	CGC-TSG	0.716367802785084	LY-294002	PC3	6h	10.0μM	6.89201E-4	0.0047955	0.397276	4.699248120300752E-4
BUB1B	701	CGC-TSG	0.716367802785084	thioridazine	HL60	6h	10.0μM	9.68965E-4	0.0106398	0.458671	7.993605115907274E-4
BUB1B	701	CGC-TSG	0.716367802785084	thioridazine	MCF7	6h	10.0μM	0.00107881	0.00597571	0.291751	4.428697962798937E-4
BUB1B	701	CGC-TSG	0.716367802785084	acacetin	MCF7	6h	14.0μM	0.00123374	0.0510134	0.54948	0.00425531914893617
BUB1B	701	CGC-TSG	0.716367802785084	haloperidol	MCF7	6h	10.0μM	0.00148105	0.134494	0.205431	0.04
BUB1B	701	CGC-TSG	0.716367802785084	rottlerin	MCF7	6h	10.0μM	0.00148916	0.0252407	0.365915	0.001055966209081309
BUB1B	701	CGC-TSG	0.716367802785084	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.00185395	0.0523771	0.496927	0.0045662100456621
BUB1B	701	CGC-TSG	0.716367802785084	LY-294002	HL60	6h	10.0μM	0.00194649	0.0111853	0.269568	6.345177664974619E-4
BUB1B	701	CGC-TSG	0.716367802785084	rosiglitazone	PC3	6h	10.0μM	0.00208908	0.0563779	0.444203	0.004739336492890996
BUB1B	701	CGC-TSG	0.716367802785084	genistein	MCF7	6h	10.0μM	0.00258126	0.0548011	0.248903	0.00308641975308642
BUB1B	701	CGC-TSG	0.716367802785084	fluphenazine	MCF7	6h	10.0μM	0.00342647	0.0282865	0.236245	7.541478129713424E-4
BUB1B	701	CGC-TSG	0.716367802785084	gossypol	MCF7	6h	7.8μM	0.00404693	0.0333665	0.337496	8.620689655172414E-4
BUB1B	701	CGC-TSG	0.716367802785084	flunisolide	MCF7	6h	9.2μM	0.00520999	0.283857	0.318706	0.5
BUB1B	701	CGC-TSG	0.716367802785084	genistein	HL60	6h	10.0μM	0.0056326	0.0671218	0.366473	0.001808318264014466
BUB1B	701	CGC-TSG	0.716367802785084	promazine	MCF7	6h	12.4μM	0.00563727	0.352204	0.328353	1.0
BUB1B	701	CGC-TSG	0.716367802785084	trifluoperazine	HL60	6h	10.0μM	0.00584781	0.136241	0.378454	0.007407407407407408
BUB1B	701	CGC-TSG	0.716367802785084	wortmannin	HL60	6h	0.01μM	0.00767504	0.236936	0.339772	0.01136363636363636
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	3.43213	2.373605506764776E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	PC3	6h	0.1μM	0.0	0.0	2.14685	2.787068004459309E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	MCF7	6h	1.0μM	6.6053E-39	4.12947E-37	2.63252	2.809778027535825E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	tanespimycin	MCF7	6h	1.0μM	3.67354E-26	1.07032E-24	0.790498	2.959455460195324E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	fulvestrant	MCF7	6h	1.0μM	3.20174E-23	1.13808E-20	1.19622	6.825938566552901E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	lanatosideC	MCF7	6h	4.0μM	4.12156E-17	1.76815E-14	3.31106	3.498950314905528E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	HL60	6h	0.1μM	2.7881E-16	3.13907E-15	0.812095	4.476275738585497E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	helveticoside	MCF7	6h	7.4μM	3.8654E-16	1.33359E-13	2.93417	3.834355828220859E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	geldanamycin	MCF7	6h	1.0μM	2.17366E-14	6.28894E-13	0.931723	3.961965134706815E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	PC3	6h	1.0μM	4.94205E-14	4.30259E-13	1.356	2.996703626011388E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	fulvestrant	MCF7	6h	0.01μM	5.73672E-14	1.48689E-11	1.00479	0.001269035532994924
XBP1	7494	Novel DORGE-TSG	0.629902061100205	trichostatinA	HL60	6h	1.0μM	3.05331E-10	4.83902E-9	2.46443	4.340277777777778E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	LY-294002	HL60	6h	10.0μM	5.05128E-10	8.37907E-8	1.33665	6.345177664974619E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	alvespimycin	MCF7	6h	0.1μM	3.30724E-9	8.32903E-8	0.679918	5.770340450086555E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	3.18977E-8	5.17864E-7	0.588678	5.040322580645161E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	digoxigenin	MCF7	6h	10.2μM	1.05492E-7	1.38734E-6	2.38529	4.154549231408392E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	tanespimycin	HL60	6h	1.0μM	1.85387E-7	2.25235E-6	0.78365	5.01002004008016E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	phenoxybenzamine	MCF7	6h	11.8μM	4.93503E-6	4.82679E-5	1.27003	5.060728744939271E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	monorden	MCF7	6h	0.1μM	8.29672E-6	8.19203E-4	0.932411	0.002645502645502645
XBP1	7494	Novel DORGE-TSG	0.629902061100205	sirolimus	HL60	6h	0.1μM	6.42484E-5	0.0116603	0.712403	0.009615384615384616
XBP1	7494	Novel DORGE-TSG	0.629902061100205	cephaeline	MCF7	6h	6.0μM	2.28534E-4	6.7486E-4	0.727303	3.364737550471063E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	valproicacid	MCF7	6h	1000.0μM	4.96178E-4	0.0132729	0.35775	0.002267573696145125
XBP1	7494	Novel DORGE-TSG	0.629902061100205	LY-294002	PC3	6h	10.0μM	5.81584E-4	0.00417754	0.601117	4.699248120300752E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	wortmannin	HL60	6h	0.01μM	7.44724E-4	0.0729536	0.659354	0.01136363636363636
XBP1	7494	Novel DORGE-TSG	0.629902061100205	tretinoin	HL60	6h	1.0μM	0.00391272	0.0258926	0.559207	9.216589861751152E-4
XBP1	7494	Novel DORGE-TSG	0.629902061100205	guaifenesin	MCF7	6h	20.2μM	0.00712341	0.753895	0.652447	0.5
BARD1	580	CGC-TSG	0.751299104133198	tanespimycin	MCF7	6h	1.0μM	1.39242E-22	2.77614E-21	0.546674	2.959455460195324E-4
BARD1	580	CGC-TSG	0.751299104133198	geldanamycin	MCF7	6h	1.0μM	3.84235E-14	1.06941E-12	0.611899	3.961965134706815E-4
BARD1	580	CGC-TSG	0.751299104133198	prochlorperazine	MCF7	6h	10.0μM	1.24962E-13	6.17537E-11	0.760365	8.103727714748784E-4
BARD1	580	CGC-TSG	0.751299104133198	thioridazine	MCF7	6h	10.0μM	1.27372E-10	5.4083E-9	0.582489	4.428697962798937E-4
BARD1	580	CGC-TSG	0.751299104133198	phenoxybenzamine	MCF7	6h	11.8μM	3.2582E-10	1.23583E-8	1.14621	5.060728744939271E-4
BARD1	580	CGC-TSG	0.751299104133198	tanespimycin	PC3	6h	1.0μM	2.53501E-9	1.79194E-7	0.652669	8.123476848090983E-4
BARD1	580	CGC-TSG	0.751299104133198	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	9.13874E-9	1.68938E-7	0.556441	5.040322580645161E-4
BARD1	580	CGC-TSG	0.751299104133198	trifluoperazine	MCF7	6h	10.0μM	4.14146E-8	2.53813E-6	0.497505	5.824111822947001E-4
BARD1	580	CGC-TSG	0.751299104133198	alvespimycin	MCF7	6h	0.1μM	5.13811E-7	7.27227E-6	0.474612	5.770340450086555E-4
BARD1	580	CGC-TSG	0.751299104133198	methylbenzethoniumchloride	MCF7	6h	8.6μM	7.38739E-7	1.36947E-4	0.809406	0.001626016260162602
BARD1	580	CGC-TSG	0.751299104133198	LY-294002	MCF7	6h	10.0μM	8.53861E-7	4.14633E-6	0.281923	3.629764065335753E-4
BARD1	580	CGC-TSG	0.751299104133198	ionomycin	MCF7	6h	2.0μM	8.81249E-7	1.1917E-4	1.01781	4.340277777777778E-4
BARD1	580	CGC-TSG	0.751299104133198	fluphenazine	MCF7	6h	10.0μM	1.32791E-6	6.05146E-5	0.417612	7.541478129713424E-4
BARD1	580	CGC-TSG	0.751299104133198	trichostatinA	HL60	6h	1.0μM	3.76159E-5	1.55837E-4	0.831468	4.340277777777778E-4
BARD1	580	CGC-TSG	0.751299104133198	fulvestrant	MCF7	6h	1.0μM	4.78761E-5	4.72038E-4	0.39035	6.825938566552901E-4
BARD1	580	CGC-TSG	0.751299104133198	rottlerin	MCF7	6h	10.0μM	1.01497E-4	0.00478463	0.620326	0.001055966209081309
BARD1	580	CGC-TSG	0.751299104133198	AG-013608	PC3	6h	10.0μM	4.74219E-4	0.0671445	0.573224	0.04347826086956522
BARD1	580	CGC-TSG	0.751299104133198	thioridazine	PC3	6h	10.0μM	0.00125291	0.0182906	0.50894	0.001420454545454545
BARD1	580	CGC-TSG	0.751299104133198	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.00136196	0.0437833	0.528471	0.0045662100456621
BARD1	580	CGC-TSG	0.751299104133198	lanatosideC	MCF7	6h	4.0μM	0.00143979	0.00494681	0.532254	3.498950314905528E-4
BARD1	580	CGC-TSG	0.751299104133198	sirolimus	MCF7	6h	0.1μM	0.00184066	0.00794025	0.160281	4.199916001679967E-4
BARD1	580	CGC-TSG	0.751299104133198	troglitazone	PC3	6h	10.0μM	0.00213184	0.0518012	0.438546	0.003508771929824561
BARD1	580	CGC-TSG	0.751299104133198	pioglitazone	PC3	6h	10.0μM	0.00422237	0.0504616	0.349783	0.001930501930501931
BARD1	580	CGC-TSG	0.751299104133198	fulvestrant	MCF7	6h	0.01μM	0.00562668	0.0554334	0.251899	0.001269035532994924
BARD1	580	CGC-TSG	0.751299104133198	troglitazone	HL60	6h	10.0μM	0.00632439	0.344335	0.389218	0.05
BARD1	580	CGC-TSG	0.751299104133198	monorden	MCF7	6h	0.1μM	0.00787444	0.106254	0.356101	0.002645502645502645
BARD1	580	CGC-TSG	0.751299104133198	methotrexate	MCF7	6h	8.8μM	0.00897867	0.0532176	0.337695	8.143322475570033E-4
BARD1	580	CGC-TSG	0.751299104133198	acacetin	MCF7	6h	14.0μM	0.00986632	0.149874	0.352622	0.00425531914893617
MED6	10001	Novel DORGE-TSG	0.725084948398505	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.817537	2.373605506764776E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	trichostatinA	PC3	6h	0.1μM	1.65461E-30	8.14601E-30	0.82686	2.787068004459309E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	trichostatinA	MCF7	6h	1.0μM	9.14376E-16	3.55048E-15	0.534721	2.809778027535825E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	trichostatinA	PC3	6h	1.0μM	1.76218E-7	6.40844E-7	0.543933	2.996703626011388E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	valproicacid	MCF7	6h	500.0μM	2.10755E-4	0.00578809	0.330556	0.001785714285714286
MED6	10001	Novel DORGE-TSG	0.725084948398505	pioglitazone	PC3	6h	10.0μM	7.39538E-4	0.0170542	0.472875	0.001930501930501931
MED6	10001	Novel DORGE-TSG	0.725084948398505	thioridazine	MCF7	6h	10.0μM	8.77931E-4	0.00501715	0.261888	4.428697962798937E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	valproicacid	PC3	6h	1000.0μM	0.00252809	0.100947	0.475581	0.01818181818181818
MED6	10001	Novel DORGE-TSG	0.725084948398505	tretinoin	MCF7	6h	1.0μM	0.00439156	0.0288466	0.24137	7.462686567164179E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	valproicacid	HL60	6h	200.0μM	0.00469435	0.0626636	0.575248	0.002352941176470588
MED6	10001	Novel DORGE-TSG	0.725084948398505	monastrol	MCF7	6h	100.0μM	0.0057927	0.0996777	0.411901	0.005714285714285714
MED6	10001	Novel DORGE-TSG	0.725084948398505	ionomycin	MCF7	6h	2.0μM	0.00678598	0.034291	0.52956	4.340277777777778E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00736084	0.208373	0.540937	0.0
MED6	10001	Novel DORGE-TSG	0.725084948398505	trifluoperazine	MCF7	6h	10.0μM	0.00817316	0.0450914	0.201057	5.824111822947001E-4
MED6	10001	Novel DORGE-TSG	0.725084948398505	genistein	MCF7	6h	10.0μM	0.00951789	0.126497	0.263512	0.00308641975308642
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.14743	2.373605506764776E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	PC3	6h	0.1μM	3.21457E-31	1.61521E-30	0.801128	2.787068004459309E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	MCF7	6h	1.0μM	1.65929E-30	2.03582E-29	0.925404	2.809778027535825E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	LY-294002	MCF7	6h	10.0μM	1.32924E-22	7.23769E-21	0.709415	3.629764065335753E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	sirolimus	MCF7	6h	0.1μM	1.31203E-11	3.93325E-10	0.454085	4.199916001679967E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	PC3	6h	1.0μM	3.54228E-11	1.99861E-10	0.709586	2.996703626011388E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	phenoxybenzamine	MCF7	6h	11.8μM	1.16741E-9	3.63093E-8	1.03255	5.060728744939271E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	wortmannin	MCF7	6h	0.01μM	8.74012E-8	3.14266E-6	0.502811	7.390983000739098E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	LY-294002	PC3	6h	10.0μM	9.36326E-8	2.92684E-6	0.744098	4.699248120300752E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	thioridazine	MCF7	6h	10.0μM	1.21175E-6	1.7348E-5	0.454552	4.428697962798937E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	fulvestrant	MCF7	6h	1.0μM	1.3366E-6	1.96556E-5	0.370261	6.825938566552901E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	methotrexate	MCF7	6h	8.8μM	2.55773E-6	9.55579E-5	0.761268	8.143322475570033E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	HL60	6h	1.0μM	3.18876E-6	1.67602E-5	0.867832	4.340277777777778E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	amiodarone	MCF7	6h	5.8μM	5.62373E-6	0.00699649	0.56423	0.02857142857142857
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	tanespimycin	HL60	6h	1.0μM	7.55193E-6	6.03427E-5	0.439957	5.01002004008016E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trichostatinA	HL60	6h	0.1μM	1.14842E-5	4.32954E-5	0.330841	4.476275738585497E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	prochlorperazine	MCF7	6h	10.0μM	1.69446E-5	4.02305E-4	0.397702	8.103727714748784E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	LY-294002	HL60	6h	10.0μM	2.59368E-5	3.15869E-4	0.456391	6.345177664974619E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	4.29589E-5	3.28691E-4	0.367318	5.040322580645161E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	rottlerin	MCF7	6h	10.0μM	6.29604E-5	0.00359584	0.626018	0.001055966209081309
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	trifluoperazine	MCF7	6h	10.0μM	9.64136E-5	0.00135842	0.363539	5.824111822947001E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	geldanamycin	HL60	6h	1.0μM	1.24545E-4	0.00193925	0.574308	7.501875468867217E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	meclozine	MCF7	6h	8.6μM	1.46635E-4	0.0203736	0.441586	0.01408450704225352
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	fluphenazine	MCF7	6h	10.0μM	3.47471E-4	0.00503833	0.322877	7.541478129713424E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	loperamide	MCF7	6h	7.8μM	3.88369E-4	0.012919	0.458827	0.003378378378378379
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	thioridazine	HL60	6h	10.0μM	7.35929E-4	0.00865377	0.519145	7.993605115907274E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00180469	0.0322971	0.65743	0.001626016260162602
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	tretinoin	HL60	6h	1.0μM	0.00236971	0.0174241	0.422436	9.216589861751152E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	cloperastine	MCF7	6h	11.0μM	0.00243273	0.0829194	0.607679	0.01
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	thioridazine	PC3	6h	10.0μM	0.00288346	0.0331228	0.546809	0.001420454545454545
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	cephaeline	MCF7	6h	6.0μM	0.00293251	0.0070513	0.330306	3.364737550471063E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00319899	0.0171398	0.425537	6.729475100942127E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	sirolimus	PC3	6h	0.1μM	0.00325438	0.0296397	0.471584	6.915629322268327E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	ionomycin	MCF7	6h	2.0μM	0.00460102	0.0260781	0.471889	4.340277777777778E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	tretinoin	MCF7	6h	1.0μM	0.00470586	0.0304449	0.220533	7.462686567164179E-4
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	biperiden	MCF7	6h	11.4μM	0.00575302	0.501325	0.318553	1.0
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	carbamazepine	MCF7	6h	0.1μM	0.00619406	0.416373	0.340274	0.09090909090909091
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	valproicacid	HL60	6h	200.0μM	0.00821541	0.0854581	0.351409	0.002352941176470588
EIF4E	1977	Novel DORGE-TSG	0.781889162690134	azathioprine	MCF7	6h	14.4μM	0.00995297	0.592463	0.400347	0.0
CDH11	1009	CGC-TSG	0.64816315934581	trichostatinA	PC3	6h	0.1μM	0.0	0.0	2.52043	2.787068004459309E-4
CDH11	1009	CGC-TSG	0.64816315934581	trichostatinA	PC3	6h	1.0μM	8.31648E-24	2.46346E-21	1.95671	2.996703626011388E-4
CDH11	1009	CGC-TSG	0.64816315934581	troglitazone	PC3	6h	10.0μM	1.49503E-7	7.96077E-5	1.63863	0.003508771929824561
CDH11	1009	CGC-TSG	0.64816315934581	LY-294002	PC3	6h	10.0μM	2.06408E-6	3.82131E-5	0.901412	4.699248120300752E-4
CDH11	1009	CGC-TSG	0.64816315934581	rosiglitazone	PC3	6h	10.0μM	2.79204E-6	8.13516E-4	1.72529	0.004739336492890996
CDH11	1009	CGC-TSG	0.64816315934581	15-deltaprostaglandinJ2	PC3	6h	10.0μM	2.5105E-5	0.00352737	1.49691	0.0045662100456621
CDH11	1009	CGC-TSG	0.64816315934581	pioglitazone	PC3	6h	10.0μM	3.94391E-5	0.00278785	1.12517	0.001930501930501931
CDH11	1009	CGC-TSG	0.64816315934581	sirolimus	PC3	6h	0.1μM	2.93675E-4	0.00493064	0.822184	6.915629322268327E-4
CDH11	1009	CGC-TSG	0.64816315934581	thioridazine	PC3	6h	10.0μM	0.00301329	0.0337429	0.734569	0.001420454545454545
CDH11	1009	CGC-TSG	0.64816315934581	valproicacid	PC3	6h	1000.0μM	0.00382312	0.119506	0.755097	0.01818181818181818
CDH11	1009	CGC-TSG	0.64816315934581	genistein	PC3	6h	10.0μM	0.00399921	0.999731	0.825838	0.0
STK38	11329	Novel DORGE-TSG	0.62602991526581	tanespimycin	MCF7	6h	1.0μM	1.83636E-4	5.76051E-4	0.124894	2.959455460195324E-4
STK38	11329	Novel DORGE-TSG	0.62602991526581	geldanamycin	MCF7	6h	1.0μM	0.00403942	0.0145623	0.172593	3.961965134706815E-4
FLCN	201163	CGC-TSG	0.765100028981707	fenoprofen	MCF7	6h	7.2μM	0.00414164	0.35782	0.596212	1.0
FLCN	201163	CGC-TSG	0.765100028981707	flecainide	MCF7	6h	8.4μM	0.0074302	0.380071	0.439065	0.0
FLCN	201163	CGC-TSG	0.765100028981707	trichostatinA	HL60	6h	0.1μM	0.00995473	0.0240293	0.180508	4.476275738585497E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.32495	2.373605506764776E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	PC3	6h	0.1μM	0.0	0.0	1.77612	2.787068004459309E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	MCF7	6h	1.0μM	5.66084E-34	1.16407E-32	0.911782	2.809778027535825E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	HL60	6h	0.1μM	3.1023E-30	1.4086E-28	0.811275	4.476275738585497E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	PC3	6h	1.0μM	3.59745E-23	7.21869E-21	1.09886	2.996703626011388E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	trichostatinA	HL60	6h	1.0μM	3.50851E-12	1.18291E-10	1.39098	4.340277777777778E-4
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	valproicacid	MCF7	6h	500.0μM	1.05551E-9	8.20725E-7	0.52568	0.001785714285714286
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	valproicacid	MCF7	6h	1000.0μM	2.00742E-8	1.7279E-5	0.540074	0.002267573696145125
TMEM87A	25963	Novel DORGE-TSG	0.689132377662306	valproicacid	HL60	6h	500.0μM	5.07178E-7	7.61949E-5	0.852343	6.596306068601583E-4
